# TOTAL_GENES = 55849
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_POSITIVE_REGULATION_OF_...21       SET     132    -0.065896   -0.0031998     0.073558      0.81483 GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_POSITIVE_REGULATION_OF_...22       SET     152    -0.052093    -0.002714     0.067354      0.78036 GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...23       SET     110    -0.056058   -0.0024854     0.080717      0.75631 GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_POSITIVE_REGULATION_OF_...24       SET     472    -0.019684   -0.0018019      0.03872       0.6944 GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE
GOBP_POSITIVE_REGULATION_OF_...25       SET      44     -0.12816   -0.0035958      0.12528      0.84684 GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION
GOBP_POSITIVE_REGULATION_OF_...26       SET      18      0.15357    0.0027565      0.18561      0.20402 GOBP_POSITIVE_REGULATION_OF_MYELINATION
GOBP_POSITIVE_REGULATION_OF_...27       SET      35      0.33118    0.0082881      0.13877    0.0085043 GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS
GOBP_POSITIVE_REGULATION_OF_...28       SET      69    -0.078213   -0.0027475      0.10465      0.77258 GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS
GOBP_POSITIVE_REGULATION_OF_...29       SET     120    -0.080286   -0.0037176     0.074112      0.86066 GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...30       SET     427      0.06145    0.0053526     0.039893     0.061737 GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION
GOBP_POSITIVE_REGULATION_OF_...31       SET     168    -0.034741   -0.0019026      0.06602      0.70063 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...32       SET      62     0.073461    0.0024463       0.1088      0.24978 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...33       SET      32      0.13344    0.0031933      0.13654      0.16421 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GOBP_POSITIVE_REGULATION_OF_...34       SET     421      0.04211    0.0036423     0.041488      0.15506 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...35       SET     292      0.10383    0.0074884     0.048055     0.015361 GOBP_POSITIVE_REGULATION_OF_SECRETION
GOBP_POSITIVE_REGULATION_OF_...36       SET      27    -0.099849   -0.0021949      0.16506      0.72739 GOBP_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS
GOBP_POSITIVE_REGULATION_OF_...37       SET      24     -0.20654   -0.0042806      0.17191       0.8852 GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...38       SET     105    -0.095131    -0.004121     0.080236      0.88211 GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...39       SET      18      0.35658    0.0064006      0.20561     0.041438 GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOBP_POSITIVE_REGULATION_OF_...40       SET      53     -0.01788  -0.00055054      0.12082      0.55882 GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...41       SET      29     0.060538    0.0013791      0.16625      0.35788 GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_POSITIVE_REGULATION_OF_...42       SET      43      0.17371    0.0048181      0.12811     0.087563 GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...43       SET     179   0.00032001   1.8088e-05     0.063533      0.49799 GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT
GOBP_POSITIVE_THYMIC_T_CELL_...         SET      14      0.15746    0.0024927      0.23118       0.2479 GOBP_POSITIVE_THYMIC_T_CELL_SELECTION
GOBP_POSITIVE_T_CELL_SELECTI...         SET      35     -0.14993   -0.0037522      0.14557      0.84849 GOBP_POSITIVE_T_CELL_SELECTION
GOBP_PRODUCTION_OF_MOLECULAR...         SET     224   -0.0009176  -5.7996e-05     0.054293      0.50674 GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_PROTEASOMAL_PROTEIN_CAT...         SET     469    -0.051506   -0.0047001     0.038008      0.91231 GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS
GOBP_PROTEASOME_MEDIATED_UBI...         SET     395    -0.071141   -0.0059618     0.041157      0.95805 GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
GOBP_PROTEIN_FOLDING                    SET     202     0.026969     0.001619     0.058332      0.32192 GOBP_PROTEIN_FOLDING
GOBP_PROTEIN_K63_LINKED_UBIQ...         SET      55     -0.10788   -0.0033839      0.11156      0.83322 GOBP_PROTEIN_K63_LINKED_UBIQUITINATION
GOBP_PROTEIN_LOCALIZATION_TO...         SET     345     0.070902    0.0055555     0.044175     0.054246 GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION
GOBP_PROTEIN_POLYUBIQUITINAT...         SET     232    -0.051422   -0.0033074     0.052985       0.8341 GOBP_PROTEIN_POLYUBIQUITINATION
GOBP_PROTEIN_STABILIZATION              SET     182     0.054986    0.0031338     0.060586      0.18206 GOBP_PROTEIN_STABILIZATION
GOBP_PROTEIN_TARGETING                  SET     299     0.018923    0.0013809     0.048951      0.34953 GOBP_PROTEIN_TARGETING
GOBP_PROTON_TRANSMEMBRANE_TR...         SET     134     0.076505     0.003743     0.072975      0.14724 GOBP_PROTON_TRANSMEMBRANE_TRANSPORT
GOBP_REGULATION_OF_ADAPTIVE_...         SET     181     0.037939    0.0021563     0.061856      0.26983 GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GOBP_REGULATION_OF_ANATOMICA...         SET     466      0.10199    0.0092771     0.039099    0.0045495 GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE
GOBP_REGULATION_OF_ANTIGEN_P...         SET      19     0.068832    0.0012694      0.19117       0.3594 GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION
GOBP_REGULATION_OF_BONE_REMO...         SET      49    -0.015388   -0.0004556      0.11735      0.55216 GOBP_REGULATION_OF_BONE_REMODELING
GOBP_REGULATION_OF_BONE_RESO...         SET      41    -0.096394   -0.0026108      0.13412      0.76384 GOBP_REGULATION_OF_BONE_RESORPTION
GOBP_REGULATION_OF_B_CELL_AC...         SET     139   -0.0037716  -0.00018792     0.071368      0.52107 GOBP_REGULATION_OF_B_CELL_ACTIVATION
GOBP_REGULATION_OF_B_CELL_PR...         SET      62    -0.043121    -0.001436      0.10623      0.65761 GOBP_REGULATION_OF_B_CELL_PROLIFERATION
GOBP_REGULATION_OF_CELL_CELL...         SET     440     0.048036    0.0042469     0.040218      0.11617 GOBP_REGULATION_OF_CELL_CELL_ADHESION
GOBP_REGULATION_OF_CELL_KILL...         SET     100     0.054239    0.0022931     0.087337      0.26729 GOBP_REGULATION_OF_CELL_KILLING
GOBP_REGULATION_OF_CEREBELLA...         SET      10       0.1418    0.0018973      0.26933      0.29927 GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION
GOBP_REGULATION_OF_CILIUM_BE...         SET      19      0.27307    0.0050358      0.19722     0.083097 GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY
GOBP_REGULATION_OF_DNA_REPLI...         SET     127      0.08645    0.0041179     0.073713      0.12044 GOBP_REGULATION_OF_DNA_REPLICATION
GOBP_REGULATION_OF_DNA_TEMPL...         SET      50     0.033646    0.0010063      0.11778      0.38757 GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS
GOBP_REGULATION_OF_ESTABLISH...         SET     498     0.069877     0.006569     0.037208     0.030192 GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION
GOBP_REGULATION_OF_HEMOPOIES...         SET     360    -0.013969   -0.0011179      0.04342      0.62616 GOBP_REGULATION_OF_HEMOPOIESIS
GOBP_REGULATION_OF_HORMONE_S...         SET     224     0.058161     0.003676     0.055062      0.14542 GOBP_REGULATION_OF_HORMONE_SECRETION
GOBP_REGULATION_OF_IMMUNE_EF...         SET     339    -0.060811   -0.0047234     0.045596      0.90885 GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GOBP_REGULATION_OF_INNATE_IM...         SET     218   -0.0070309  -0.00043841     0.057812       0.5484 GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE
GOBP_REGULATION_OF_LEUKOCYTE...1        SET     276     0.019751     0.001385     0.049537      0.34505 GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_LEUKOCYTE...2        SET      82     0.047462    0.0018173     0.098446      0.31487 GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY
GOBP_REGULATION_OF_LEUKOCYTE...3        SET     225    -0.037414     -0.00237     0.056268      0.74695 GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_LEUKOCYTE...4        SET     244   -0.0023115  -0.00015245     0.053784      0.51714 GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION
GOBP_REGULATION_OF_LIPID_CAT...         SET      60    -0.042329   -0.0013867      0.10797      0.65249 GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS
GOBP_REGULATION_OF_LYMPHOCYT...1        SET     459     0.028496    0.0025727     0.039389       0.2347 GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION
GOBP_REGULATION_OF_LYMPHOCYT...2        SET     166    -0.047827   -0.0026036     0.066067      0.76544 GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_MACROPHAG...         SET      61    -0.033639   -0.0011111      0.10634      0.62412 GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION
GOBP_REGULATION_OF_MAP_KINAS...         SET     179     0.016742   0.00094632      0.05986      0.38986 GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY
GOBP_REGULATION_OF_MICROGLIA...         SET      20     -0.45851   -0.0086752      0.18461       0.9935 GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION
GOBP_REGULATION_OF_MITOCHOND...         SET     139      0.12852    0.0064038     0.069479     0.032175 GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION
GOBP_REGULATION_OF_NATURAL_K...         SET      48    -0.015891  -0.00046566      0.12983      0.54871 GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_NERVOUS_S...         SET     134      0.16441    0.0080435     0.074199     0.013357 GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS
GOBP_REGULATION_OF_NEUROTRAN...         SET     204      0.13299    0.0080229     0.058953     0.012043 GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS
GOBP_REGULATION_OF_NUCLEAR_T...         SET      15      0.37468    0.0061396      0.21156     0.038285 GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING
GOBP_REGULATION_OF_PHAGOCYTO...         SET      98    -0.023666  -0.00099052     0.088054      0.60595 GOBP_REGULATION_OF_PHAGOCYTOSIS
GOBP_REGULATION_OF_PRODUCTIO...         SET     163    -0.055742    -0.003007     0.063618      0.80953 GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_REGULATION_OF_PROTEIN_C...1        SET     366     0.057784    0.0046624     0.042825     0.088623 GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS
GOBP_REGULATION_OF_PROTEIN_C...2        SET     388     0.011635   0.00096643      0.04186      0.39053 GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY
GOBP_REGULATION_OF_PROTEIN_S...1        SET     244      0.10588    0.0069832     0.052604     0.022072 GOBP_REGULATION_OF_PROTEIN_SECRETION
GOBP_REGULATION_OF_PROTEIN_S...2        SET     362     0.042169     0.003384     0.044084      0.16939 GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY
GOBP_REGULATION_OF_PROTEIN_S...3        SET     286     0.017852    0.0012742     0.048558      0.35657 GOBP_REGULATION_OF_PROTEIN_STABILITY
GOBP_REGULATION_OF_RAC_PROTE...         SET      20      0.21081    0.0039885      0.17024      0.10781 GOBP_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_REGULATION_OF_RESPONSE_...1        SET     333    -0.034058    -0.002622     0.045613      0.77237 GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_REGULATION_OF_RESPONSE_...2        SET     170     0.049521     0.002728     0.065394      0.22445 GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
GOBP_REGULATION_OF_SPROUTING...         SET      60     0.036879    0.0012081       0.1128      0.37186 GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS
GOBP_REGULATION_OF_SYNCYTIUM...         SET      30     -0.19454   -0.0045077      0.15451        0.896 GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION
GOBP_REGULATION_OF_TRANS_SYN...         SET     414     0.097435    0.0083578     0.041741    0.0097934 GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING
GOBP_REGULATION_OF_TYPE_I_IN...         SET      41      0.17004    0.0046055       0.1255     0.087731 GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOBP_REGULATION_OF_T_CELL_AC...         SET     329     0.041614    0.0031846     0.046297      0.18436 GOBP_REGULATION_OF_T_CELL_ACTIVATION
GOBP_REGULATION_OF_T_CELL_ME...         SET      39     0.051046    0.0013485      0.14018      0.35788 GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_REGULATION_OF_VASCULATU...         SET     333     0.017489    0.0013465     0.047012      0.35494 GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT
GOBP_REGULATION_OF_VIRAL_GEN...         SET      86      0.09452    0.0037062      0.09391      0.15709 GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION
GOBP_REGULATION_OF_VIRAL_PRO...         SET     154    -0.041192   -0.0021601     0.069575      0.72309 GOBP_REGULATION_OF_VIRAL_PROCESS
GOBP_RESPIRATORY_ELECTRON_TR...         SET      98     0.010169   0.00042559     0.087698      0.45385 GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN
GOBP_RESPONSE_TO_ENDOPLASMIC...         SET     246    0.0013552   8.9744e-05     0.051812      0.48957 GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GOBP_RESPONSE_TO_EXTRACELLUL...         SET     460   -0.0066561  -0.00060159     0.039059      0.56766 GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS
GOBP_RESPONSE_TO_INTERFERON_...1        SET      19      0.44491    0.0082049      0.18701    0.0086789 GOBP_RESPONSE_TO_INTERFERON_ALPHA
GOBP_RESPONSE_TO_INTERFERON_...2        SET     133     0.072564    0.0035369     0.074862       0.1662 GOBP_RESPONSE_TO_INTERFERON_GAMMA
GOBP_RESPONSE_TO_STEROID_HOR...         SET     318    0.0082542   0.00062108     0.046968      0.43025 GOBP_RESPONSE_TO_STEROID_HORMONE
GOBP_RESPONSE_TO_TOPOLOGICAL...         SET     154     0.039529    0.0020729     0.063575      0.26705 GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN
GOBP_RESPONSE_TO_TYPE_I_INTE...         SET      62      0.18274    0.0060854      0.10604     0.042422 GOBP_RESPONSE_TO_TYPE_I_INTERFERON
GOBP_RESPONSE_TO_VIRUS                  SET     378   0.00075651   6.2027e-05     0.043743       0.4931 GOBP_RESPONSE_TO_VIRUS
GOBP_RIBONUCLEOPROTEIN_COMPL...         SET     420     0.092644    0.0080039     0.039944     0.010189 GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS
GOBP_RIBOSOMAL_LARGE_SUBUNIT...1        SET      26     0.030329   0.00065425      0.14965       0.4197 GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY
GOBP_RIBOSOMAL_LARGE_SUBUNIT...2        SET      70       0.1608    0.0056893      0.09426     0.044015 GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS
GOBP_RIBOSOMAL_SMALL_SUBUNIT...         SET      72      0.23612    0.0084725      0.10028    0.0092744 GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS
GOBP_RIBOSOME_ASSEMBLY                  SET      59      0.22258    0.0072308      0.10105     0.013808 GOBP_RIBOSOME_ASSEMBLY
GOBP_RIBOSOME_BIOGENESIS                SET     290      0.11915    0.0085636     0.046409    0.0051257 GOBP_RIBOSOME_BIOGENESIS
GOBP_RNA_MEDIATED_GENE_SILEN...         SET      86    -0.010119  -0.00039678      0.10431      0.53864 GOBP_RNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION
GOBP_SELECTIVE_AUTOPHAGY                SET      73     0.024929   0.00090068     0.095229      0.39675 GOBP_SELECTIVE_AUTOPHAGY
GOBP_SIGNAL_RELEASE                     SET     431     0.061258    0.0053606     0.040169     0.063632 GOBP_SIGNAL_RELEASE
GOBP_SPINDLE_ORGANIZATION               SET     188     0.050852    0.0029454     0.059761      0.19741 GOBP_SPINDLE_ORGANIZATION
GOBP_TEMPERATURE_HOMEOSTASIS            SET     175     0.067621    0.0037794     0.064281      0.14641 GOBP_TEMPERATURE_HOMEOSTASIS
GOBP_TRANSFERRIN_TRANSPORT              SET      10     0.066008   0.00088319      0.24822      0.39515 GOBP_TRANSFERRIN_TRANSPORT
GOBP_TUMOR_NECROSIS_FACTOR_S...         SET     181      -0.1413   -0.0080311     0.061798      0.98889 GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
GOBP_TYPE_I_INTERFERON_PRODU...         SET      91       0.1369    0.0055218     0.086063     0.055836 GOBP_TYPE_I_INTERFERON_PRODUCTION
GOBP_T_CELL_ACTIVATION                  SET     489     0.014881    0.0013864     0.038208      0.34846 GOBP_T_CELL_ACTIVATION
GOBP_T_CELL_DIFFERENTIATION             SET     257     -0.03108   -0.0021035     0.052156      0.72438 GOBP_T_CELL_DIFFERENTIATION
GOBP_T_CELL_DIFFERENTIATION_...         SET      76     0.083153    0.0030654     0.093389      0.18663 GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS
GOBP_T_CELL_MEDIATED_CYTOTOX...         SET      48     0.083403    0.0024441      0.12747      0.25646 GOBP_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_VASCULAR_ASSOCIATED_SMO...         SET      77      0.12094    0.0044874     0.095564      0.10285 GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION
GOBP_VIRAL_GENOME_REPLICATION           SET     127    0.0079406   0.00037823     0.074401       0.4575 GOBP_VIRAL_GENOME_REPLICATION
GOBP_VIRAL_LIFE_CYCLE                   SET     306    0.0054982   0.00040587     0.048139      0.45453 GOBP_VIRAL_LIFE_CYCLE
GOBP_VIRAL_PROCESS                      SET     400      0.00624    0.0005262     0.041825       0.4407 GOBP_VIRAL_PROCESS
GOCC_AXON_CYTOPLASM                     SET      59     0.018423   0.00059849      0.10858      0.43264 GOCC_AXON_CYTOPLASM
GOCC_AZUROPHIL_GRANULE                  SET     149     0.037443    0.0019315     0.067848      0.29052 GOCC_AZUROPHIL_GRANULE
GOCC_AZUROPHIL_GRANULE_LUMEN            SET      86      0.06615    0.0025938     0.090411      0.23219 GOCC_AZUROPHIL_GRANULE_LUMEN
GOCC_BLOOD_MICROPARTICLE                SET     115    -0.078373   -0.0035527      0.07947      0.83798 GOCC_BLOOD_MICROPARTICLE
GOCC_CELL_SUBSTRATE_JUNCTION            SET     414      0.11616    0.0099641     0.040239    0.0019473 GOCC_CELL_SUBSTRATE_JUNCTION
GOCC_CHAPERONE_COMPLEX                  SET      32      0.14944     0.003576      0.14593      0.15291 GOCC_CHAPERONE_COMPLEX
GOCC_CHROMOSOMAL_REGION                 SET     351    -0.045145   -0.0035678     0.044508      0.84478 GOCC_CHROMOSOMAL_REGION
GOCC_CILIARY_BASAL_BODY                 SET     156     0.085077    0.0044902     0.065362     0.096526 GOCC_CILIARY_BASAL_BODY
GOCC_CILIARY_PLASM                      SET     130    -0.018506  -0.00089179     0.072632      0.60055 GOCC_CILIARY_PLASM
GOCC_CLATHRIN_COATED_PIT                SET      68      0.12162    0.0042414      0.10049      0.11309 GOCC_CLATHRIN_COATED_PIT
GOCC_CLATHRIN_COATED_VESICLE            SET     184     0.097275    0.0055743     0.061065     0.055588 GOCC_CLATHRIN_COATED_VESICLE
GOCC_CLATHRIN_COATED_VESICLE...         SET     103     0.069553    0.0029842     0.082002      0.19817 GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE
GOCC_CLATHRIN_SCULPTED_VESIC...         SET      12    -0.033339  -0.00048865      0.25195      0.55263 GOCC_CLATHRIN_SCULPTED_VESICLE
GOCC_COATED_VESICLE                     SET     277     0.055145     0.003874     0.049963      0.13486 GOCC_COATED_VESICLE
GOCC_COATED_VESICLE_MEMBRANE            SET     165     0.039751    0.0021575       0.0645      0.26885 GOCC_COATED_VESICLE_MEMBRANE
GOCC_CONDENSED_CHROMOSOME               SET     241     -0.07586   -0.0049725     0.053398      0.92229 GOCC_CONDENSED_CHROMOSOME
GOCC_CYTOSOLIC_LARGE_RIBOSOM...         SET      55    -0.069433   -0.0021778      0.11779      0.72222 GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT
GOCC_CYTOSOLIC_RIBOSOME                 SET      96    -0.083884   -0.0034749     0.091384      0.82067 GOCC_CYTOSOLIC_RIBOSOME
GOCC_CYTOSOLIC_SMALL_RIBOSOM...         SET      40     -0.11592   -0.0031011      0.14857      0.78237 GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_DISTAL_AXON                        SET     251       0.1899     0.012702      0.05402   0.00021978 GOCC_DISTAL_AXON
GOCC_EARLY_ENDOSOME                     SET     372    0.0086722   0.00070541     0.043624      0.42121 GOCC_EARLY_ENDOSOME
GOCC_ENDOCYTIC_VESICLE                  SET     316       0.1255    0.0094134     0.047545     0.004152 GOCC_ENDOCYTIC_VESICLE
GOCC_ENDOPLASMIC_RETICULUM_P...         SET     120     0.049999    0.0023152      0.07624      0.25597 GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX
GOCC_FICOLIN_1_RICH_GRANULE             SET     179    -0.080793   -0.0045667     0.062808      0.90084 GOCC_FICOLIN_1_RICH_GRANULE
GOCC_FICOLIN_1_RICH_GRANULE_...         SET     121      -0.1575    -0.007323     0.075829       0.9811 GOCC_FICOLIN_1_RICH_GRANULE_LUMEN
GOCC_INNER_MITOCHONDRIAL_MEM...         SET     132     0.043292    0.0021022     0.075295      0.28266 GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX
GOCC_INTRINSIC_COMPONENT_OF_...1        SET     163      0.13503     0.007284     0.066732     0.021519 GOCC_INTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE
GOCC_INTRINSIC_COMPONENT_OF_...2        SET      80     0.077034    0.0029135     0.091987      0.20117 GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_MEMBRANE
GOCC_INTRINSIC_COMPONENT_OF_...3        SET     386     0.074995    0.0062132     0.042173     0.037681 GOCC_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE
GOCC_KERATIN_FILAMENT                   SET      98     -0.17153   -0.0071792      0.11541       0.9314 GOCC_KERATIN_FILAMENT
GOCC_LARGE_RIBOSOMAL_SUBUNIT            SET     109   -0.0024792  -0.00010942     0.080215      0.51233 GOCC_LARGE_RIBOSOMAL_SUBUNIT
GOCC_LYSOSOMAL_LUMEN                    SET      91     -0.12408   -0.0050046     0.088528      0.91948 GOCC_LYSOSOMAL_LUMEN
GOCC_MHC_PROTEIN_COMPLEX                SET      22      0.28874    0.0057297      0.19701      0.07138 GOCC_MHC_PROTEIN_COMPLEX
GOCC_MITOCHONDRIAL_MATRIX               SET     457    0.0084615   0.00076228     0.038311       0.4126 GOCC_MITOCHONDRIAL_MATRIX
GOCC_MITOCHONDRIAL_PROTEIN_C...         SET     253     0.026008    0.0017465     0.053932      0.31482 GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX
GOCC_MOTILE_CILIUM                      SET     217    -0.012456  -0.00077493     0.056992       0.5865 GOCC_MOTILE_CILIUM
GOCC_OXIDOREDUCTASE_COMPLEX             SET     101     0.011575   0.00049178     0.086019      0.44648 GOCC_OXIDOREDUCTASE_COMPLEX
GOCC_PRESYNAPSE                         SET     468       0.1443     0.013154     0.038873   0.00010287 GOCC_PRESYNAPSE
GOCC_RECEPTOR_COMPLEX                   SET     471     0.018952    0.0017331       0.0414      0.32356 GOCC_RECEPTOR_COMPLEX
GOCC_RECYCLING_ENDOSOME_MEMB...         SET      87     0.052041    0.0020524     0.086314      0.27328 GOCC_RECYCLING_ENDOSOME_MEMBRANE
GOCC_RESPIRASOME                        SET      86     0.081141    0.0031817     0.094757      0.19592 GOCC_RESPIRASOME
GOCC_RIBONUCLEOPROTEIN_GRANU...         SET     249     0.022892    0.0015251     0.051535      0.32845 GOCC_RIBONUCLEOPROTEIN_GRANULE
GOCC_RIBOSOMAL_SUBUNIT                  SET     172   0.00064001   3.5463e-05     0.065697      0.49611 GOCC_RIBOSOMAL_SUBUNIT
GOCC_RIBOSOME                           SET     207     0.053719    0.0032644     0.059602      0.18372 GOCC_RIBOSOME
GOCC_RNA_POLYMERASE_II_TRANS...         SET     221     0.061218    0.0038434     0.057922      0.14528 GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX
GOCC_SECRETORY_GRANULE_MEMBR...         SET     298      0.04076    0.0029694        0.048       0.1979 GOCC_SECRETORY_GRANULE_MEMBRANE
GOCC_SMALL_RIBOSOMAL_SUBUNIT            SET      66    0.0043618   0.00014986       0.1118      0.48444 GOCC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_SYNAPTIC_MEMBRANE                  SET     347      0.11903    0.0093535      0.04593    0.0047775 GOCC_SYNAPTIC_MEMBRANE
