# TOTAL_GENES = 59313
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_POSITIVE_REGULATION_OF_...21       SET     138      0.15049    0.0072507     0.077007     0.025336 GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_POSITIVE_REGULATION_OF_...22       SET     156       0.3113     0.015944     0.069525   3.7857e-06 GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...23       SET     116      0.16017    0.0070762     0.084993     0.029756 GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_POSITIVE_REGULATION_OF_...24       SET     486     0.016604    0.0014968     0.040245      0.33996 GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE
GOBP_POSITIVE_REGULATION_OF_...25       SET      45      0.27564    0.0075894      0.12484      0.01363 GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION
GOBP_POSITIVE_REGULATION_OF_...26       SET      18    0.0029776   5.1865e-05      0.19277      0.49384 GOBP_POSITIVE_REGULATION_OF_MYELINATION
GOBP_POSITIVE_REGULATION_OF_...27       SET      35     -0.11697   -0.0028405      0.14332      0.79278 GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS
GOBP_POSITIVE_REGULATION_OF_...28       SET      71   -0.0035883  -0.00012408      0.10754      0.51331 GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS
GOBP_POSITIVE_REGULATION_OF_...29       SET     122      0.13469    0.0061022     0.079702     0.045529 GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...30       SET     441     0.016046    0.0013785     0.041563      0.34972 GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION
GOBP_POSITIVE_REGULATION_OF_...31       SET     177     0.036324    0.0019814     0.070674      0.30364 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...32       SET      64      0.39943     0.013114      0.11413   0.00023306 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...33       SET      35     -0.18311   -0.0044468      0.14439      0.89763 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GOBP_POSITIVE_REGULATION_OF_...34       SET     438      0.10751    0.0092046     0.043075    0.0062839 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...35       SET     298     0.050193    0.0035488     0.050606      0.16064 GOBP_POSITIVE_REGULATION_OF_SECRETION
GOBP_POSITIVE_REGULATION_OF_...36       SET      27      0.24112    0.0051434      0.18993      0.10213 GOBP_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS
GOBP_POSITIVE_REGULATION_OF_...37       SET      24    0.0099009   0.00019912       0.1674      0.47642 GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...38       SET     107      0.20949    0.0088896     0.085764    0.0072928 GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...39       SET      19      0.33589    0.0060108      0.21061      0.05538 GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOBP_POSITIVE_REGULATION_OF_...40       SET      58     0.072092    0.0022533      0.11503      0.26543 GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...41       SET      30      0.19032    0.0042792      0.17384       0.1368 GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_POSITIVE_REGULATION_OF_...42       SET      46      0.12179    0.0033904       0.1334      0.18063 GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...43       SET     182      0.19589     0.010834     0.065436    0.0013794 GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT
GOBP_POSITIVE_THYMIC_T_CELL_...         SET      14      0.53396    0.0082025      0.23247     0.010814 GOBP_POSITIVE_THYMIC_T_CELL_SELECTION
GOBP_POSITIVE_T_CELL_SELECTI...         SET      36      0.67366     0.016592      0.14377   1.3994e-06 GOBP_POSITIVE_T_CELL_SELECTION
GOBP_PRODUCTION_OF_MOLECULAR...         SET     285      0.14106    0.0097543     0.053466    0.0041684 GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_PROTEASOMAL_PROTEIN_CAT...         SET     491    0.0082157    0.0007444     0.041111       0.4208 GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS
GOBP_PROTEASOME_MEDIATED_UBI...         SET     411    -0.019066   -0.0015816     0.044475      0.66593 GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
GOBP_PROTEIN_FOLDING                    SET     206     0.021805    0.0012828     0.061073      0.36053 GOBP_PROTEIN_FOLDING
GOBP_PROTEIN_K63_LINKED_UBIQ...         SET      58     0.022794   0.00071244      0.12206      0.42593 GOBP_PROTEIN_K63_LINKED_UBIQUITINATION
GOBP_PROTEIN_LOCALIZATION_TO...         SET     352   -0.0021178  -0.00016266      0.04639      0.51821 GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION
GOBP_PROTEIN_POLYUBIQUITINAT...         SET     242    -0.014686  -0.00093619     0.057945      0.60004 GOBP_PROTEIN_POLYUBIQUITINATION
GOBP_PROTEIN_STABILIZATION              SET     191    -0.039159   -0.0022186     0.063742       0.7305 GOBP_PROTEIN_STABILIZATION
GOBP_PROTEIN_TARGETING                  SET     310    -0.049288    -0.003554     0.048229       0.8466 GOBP_PROTEIN_TARGETING
GOBP_PROTON_TRANSMEMBRANE_TR...         SET     142     0.022797    0.0011141     0.074153      0.37926 GOBP_PROTON_TRANSMEMBRANE_TRANSPORT
GOBP_REGULATION_OF_ADAPTIVE_...         SET     187      0.16855    0.0094489     0.064947    0.0047291 GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GOBP_REGULATION_OF_ANATOMICA...         SET     487   -0.0018016  -0.00016257     0.040216      0.51787 GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE
GOBP_REGULATION_OF_ANTIGEN_P...         SET      20      0.36477    0.0066971      0.19431     0.030247 GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION
GOBP_REGULATION_OF_BONE_REMO...         SET      49     -0.15676   -0.0045037      0.12435      0.89628 GOBP_REGULATION_OF_BONE_REMODELING
GOBP_REGULATION_OF_BONE_RESO...         SET      41     -0.10753   -0.0028262      0.14211      0.77538 GOBP_REGULATION_OF_BONE_RESORPTION
GOBP_REGULATION_OF_B_CELL_AC...         SET     174     0.082546    0.0044644     0.068841      0.11525 GOBP_REGULATION_OF_B_CELL_ACTIVATION
GOBP_REGULATION_OF_B_CELL_PR...         SET      64      0.20433    0.0067084       0.1058     0.026729 GOBP_REGULATION_OF_B_CELL_PROLIFERATION
GOBP_REGULATION_OF_CELL_CELL...         SET     454      0.24759     0.021578     0.041721   1.4851e-09 GOBP_REGULATION_OF_CELL_CELL_ADHESION
GOBP_REGULATION_OF_CELL_KILL...         SET     103      0.15949    0.0066406     0.087901     0.034809 GOBP_REGULATION_OF_CELL_KILLING
GOBP_REGULATION_OF_CEREBELLA...         SET      10     -0.72565   -0.0094215      0.27442      0.99591 GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION
GOBP_REGULATION_OF_CILIUM_BE...         SET      19      0.27726    0.0049617       0.2149     0.098496 GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY
GOBP_REGULATION_OF_DNA_REPLI...         SET     130    -0.097186   -0.0045449      0.07936      0.88964 GOBP_REGULATION_OF_DNA_REPLICATION
GOBP_REGULATION_OF_DNA_TEMPL...         SET      52       0.1583     0.004685      0.12904      0.10997 GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS
GOBP_REGULATION_OF_ESTABLISH...         SET     515     0.020396    0.0018923     0.038674      0.29896 GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION
GOBP_REGULATION_OF_HEMOPOIES...         SET     372       0.1699     0.013413      0.04629   0.00012128 GOBP_REGULATION_OF_HEMOPOIESIS
GOBP_REGULATION_OF_HORMONE_S...         SET     232    -0.012772  -0.00079724     0.058185      0.58687 GOBP_REGULATION_OF_HORMONE_SECRETION
GOBP_REGULATION_OF_IMMUNE_EF...         SET     350      0.17188     0.013165      0.04711     0.000132 GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GOBP_REGULATION_OF_INNATE_IM...         SET     229     0.030066    0.0018646     0.059789      0.30753 GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE
GOBP_REGULATION_OF_LEUKOCYTE...1        SET     284      0.18766     0.012955     0.052423   0.00017212 GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_LEUKOCYTE...2        SET      85      0.11454    0.0043331     0.099327      0.12442 GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY
GOBP_REGULATION_OF_LEUKOCYTE...3        SET     234      0.15678    0.0098283     0.057875    0.0033754 GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_LEUKOCYTE...4        SET     252      0.18177     0.011823     0.054177   0.00039693 GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION
GOBP_REGULATION_OF_LIPID_CAT...         SET      61     0.073765    0.0023644      0.11819      0.26627 GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS
GOBP_REGULATION_OF_LYMPHOCYT...1        SET     502      0.19116     0.017512     0.040301   1.0541e-06 GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION
GOBP_REGULATION_OF_LYMPHOCYT...2        SET     174      0.16904    0.0091424     0.068103    0.0065316 GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_MACROPHAG...         SET      62      0.29786    0.0096253      0.10652     0.002585 GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION
GOBP_REGULATION_OF_MAP_KINAS...         SET     184    -0.033458   -0.0018606     0.064731      0.69738 GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY
GOBP_REGULATION_OF_MICROGLIA...         SET      20      0.29814    0.0054738      0.18365     0.052258 GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION
GOBP_REGULATION_OF_MITOCHOND...         SET     144     0.070589    0.0034739     0.070733      0.15915 GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION
GOBP_REGULATION_OF_NATURAL_K...         SET      50      0.11274     0.003272      0.13024      0.19335 GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_NERVOUS_S...         SET     138     0.013972   0.00067318     0.076205      0.42726 GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS
GOBP_REGULATION_OF_NEUROTRAN...         SET     213     0.082142    0.0049136     0.059631     0.084182 GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS
GOBP_REGULATION_OF_NUCLEAR_T...         SET      15      0.31059    0.0049386      0.23681     0.094845 GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING
GOBP_REGULATION_OF_PHAGOCYTO...         SET     100    -0.021438  -0.00087953      0.08956      0.59459 GOBP_REGULATION_OF_PHAGOCYTOSIS
GOBP_REGULATION_OF_PRODUCTIO...         SET     169      0.15482    0.0082524      0.06663     0.010076 GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_REGULATION_OF_PROTEIN_C...1        SET     393     0.022841    0.0018531     0.045106       0.3063 GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS
GOBP_REGULATION_OF_PROTEIN_C...2        SET     401   -0.0015002  -0.00012294     0.043942      0.51362 GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY
GOBP_REGULATION_OF_PROTEIN_S...1        SET     251     0.038016    0.0024678     0.054792       0.2439 GOBP_REGULATION_OF_PROTEIN_SECRETION
GOBP_REGULATION_OF_PROTEIN_S...2        SET     372     0.021834    0.0017237     0.046328      0.31872 GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY
GOBP_REGULATION_OF_PROTEIN_S...3        SET     301     0.020229    0.0014374     0.052491      0.34997 GOBP_REGULATION_OF_PROTEIN_STABILITY
GOBP_REGULATION_OF_RAC_PROTE...         SET      21     0.066653     0.001254      0.19731      0.36775 GOBP_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_REGULATION_OF_RESPONSE_...1        SET     347       0.0396    0.0030201     0.047986      0.20462 GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_REGULATION_OF_RESPONSE_...2        SET     176      0.16271    0.0088501     0.067376    0.0078708 GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
GOBP_REGULATION_OF_SPROUTING...         SET      61      0.12386    0.0039702      0.12177      0.15453 GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS
GOBP_REGULATION_OF_SYNCYTIUM...         SET      30      0.15221    0.0034223      0.15661      0.16556 GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION
GOBP_REGULATION_OF_TRANS_SYN...         SET     427     0.029571       0.0025     0.043479      0.24822 GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING
GOBP_REGULATION_OF_TYPE_I_IN...         SET      42      0.11521    0.0030647      0.13159      0.19065 GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOBP_REGULATION_OF_T_CELL_AC...         SET     338      0.25167     0.018944     0.048259   9.2287e-08 GOBP_REGULATION_OF_T_CELL_ACTIVATION
GOBP_REGULATION_OF_T_CELL_ME...         SET      40      0.16517    0.0042879       0.1491      0.13398 GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_REGULATION_OF_VASCULATU...         SET     350      0.11175    0.0085588     0.047418    0.0092223 GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT
GOBP_REGULATION_OF_VIRAL_GEN...         SET      87      0.17183    0.0065761      0.10365     0.048675 GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION
GOBP_REGULATION_OF_VIRAL_PRO...         SET     159      0.13797     0.007134     0.074414     0.031865 GOBP_REGULATION_OF_VIRAL_PROCESS
GOBP_RESPIRATORY_ELECTRON_TR...         SET     100     0.095099    0.0039016     0.099831       0.1704 GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN
GOBP_RESPONSE_TO_ENDOPLASMIC...         SET     256    -0.054493   -0.0035723      0.05396      0.84372 GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GOBP_RESPONSE_TO_EXTRACELLUL...         SET     478     0.048664    0.0043511     0.040201      0.11304 GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS
GOBP_RESPONSE_TO_INTERFERON_...1        SET      20      0.14946    0.0027441      0.18953      0.21517 GOBP_RESPONSE_TO_INTERFERON_ALPHA
GOBP_RESPONSE_TO_INTERFERON_...2        SET     135     0.064808    0.0030883     0.081209      0.21243 GOBP_RESPONSE_TO_INTERFERON_GAMMA
GOBP_RESPONSE_TO_STEROID_HOR...         SET     327     0.090561    0.0067057     0.049145     0.032687 GOBP_RESPONSE_TO_STEROID_HORMONE
GOBP_RESPONSE_TO_TOPOLOGICAL...         SET     157    -0.023471    -0.001206      0.06706      0.63683 GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN
GOBP_RESPONSE_TO_TYPE_I_INTE...         SET      64      0.12299     0.004038      0.10894      0.12946 GOBP_RESPONSE_TO_TYPE_I_INTERFERON
GOBP_RESPONSE_TO_VIRUS                  SET     388     0.065971    0.0053183     0.044774     0.070321 GOBP_RESPONSE_TO_VIRUS
GOBP_RIBONUCLEOPROTEIN_COMPL...         SET     442    -0.026983   -0.0023206     0.042262      0.73841 GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS
GOBP_RIBOSOMAL_LARGE_SUBUNIT...1        SET      27     -0.12013   -0.0025625      0.18692      0.73978 GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY
GOBP_RIBOSOMAL_LARGE_SUBUNIT...2        SET      72     -0.11956   -0.0041631      0.10667      0.86883 GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS
GOBP_RIBOSOMAL_SMALL_SUBUNIT...         SET      73     0.042295    0.0014829      0.11292        0.354 GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS
GOBP_RIBOSOME_ASSEMBLY                  SET      62    -0.016409  -0.00053024      0.11824      0.55519 GOBP_RIBOSOME_ASSEMBLY
GOBP_RIBOSOME_BIOGENESIS                SET     303     -0.03592   -0.0025608       0.0506      0.76111 GOBP_RIBOSOME_BIOGENESIS
GOBP_RNA_MEDIATED_GENE_SILEN...         SET      92      0.10509    0.0041358      0.10467      0.15769 GOBP_RNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION
GOBP_SELECTIVE_AUTOPHAGY                SET      77     0.069735     0.002511       0.1026      0.24835 GOBP_SELECTIVE_AUTOPHAGY
GOBP_SIGNAL_RELEASE                     SET     451     0.029145    0.0025318     0.041469      0.24109 GOBP_SIGNAL_RELEASE
GOBP_SPINDLE_ORGANIZATION               SET     200    -0.068533   -0.0039729     0.061388      0.86787 GOBP_SPINDLE_ORGANIZATION
GOBP_TEMPERATURE_HOMEOSTASIS            SET     177     0.074922    0.0040867     0.066584      0.13025 GOBP_TEMPERATURE_HOMEOSTASIS
GOBP_TRANSFERRIN_TRANSPORT              SET      10      0.11775    0.0015288      0.26969       0.3312 GOBP_TRANSFERRIN_TRANSPORT
GOBP_TUMOR_NECROSIS_FACTOR_S...         SET     188      0.18366     0.010323     0.062979    0.0017727 GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
GOBP_TYPE_I_INTERFERON_PRODU...         SET      98     0.076119    0.0030915     0.088644      0.19525 GOBP_TYPE_I_INTERFERON_PRODUCTION
GOBP_T_CELL_ACTIVATION                  SET     503      0.23771     0.021798     0.039635   1.0094e-09 GOBP_T_CELL_ACTIVATION
GOBP_T_CELL_DIFFERENTIATION             SET     262      0.24525     0.016264     0.054395   3.2691e-06 GOBP_T_CELL_DIFFERENTIATION
GOBP_T_CELL_DIFFERENTIATION_...         SET      78      0.11273    0.0040854     0.098227      0.12556 GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS
GOBP_T_CELL_MEDIATED_CYTOTOX...         SET      50      0.28475    0.0082641      0.12911     0.013712 GOBP_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_VASCULAR_ASSOCIATED_SMO...         SET      86      0.12285    0.0046744     0.098133      0.10532 GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION
GOBP_VIRAL_GENOME_REPLICATION           SET     133      0.13791    0.0065234       0.0796     0.041588 GOBP_VIRAL_GENOME_REPLICATION
GOBP_VIRAL_LIFE_CYCLE                   SET     316     0.093733    0.0068234     0.050514      0.03176 GOBP_VIRAL_LIFE_CYCLE
GOBP_VIRAL_PROCESS                      SET     413     0.082426    0.0068541     0.043879     0.030162 GOBP_VIRAL_PROCESS
GOCC_AXON_CYTOPLASM                     SET      62      0.14514    0.0046903      0.10899     0.091482 GOCC_AXON_CYTOPLASM
GOCC_AZUROPHIL_GRANULE                  SET     152    -0.082434   -0.0041677     0.070001      0.88052 GOCC_AZUROPHIL_GRANULE
GOCC_AZUROPHIL_GRANULE_LUMEN            SET      89      0.01095   0.00042384     0.089266      0.45119 GOCC_AZUROPHIL_GRANULE_LUMEN
GOCC_BLOOD_MICROPARTICLE                SET     130    -0.092368   -0.0043196     0.078764      0.87954 GOCC_BLOOD_MICROPARTICLE
GOCC_CELL_SUBSTRATE_JUNCTION            SET     427     0.057709    0.0048789      0.04298      0.08969 GOCC_CELL_SUBSTRATE_JUNCTION
GOCC_CHAPERONE_COMPLEX                  SET      34    -0.033717  -0.00080702      0.17435      0.57667 GOCC_CHAPERONE_COMPLEX
GOCC_CHROMOSOMAL_REGION                 SET     365    -0.034025   -0.0026609     0.047352      0.76379 GOCC_CHROMOSOMAL_REGION
GOCC_CILIARY_BASAL_BODY                 SET     161    -0.010871   -0.0005656     0.065517      0.56589 GOCC_CILIARY_BASAL_BODY
GOCC_CILIARY_PLASM                      SET     133      0.05863    0.0027732     0.075796      0.21961 GOCC_CILIARY_PLASM
GOCC_CLATHRIN_COATED_PIT                SET      70    -0.052329   -0.0017966      0.10382      0.69287 GOCC_CLATHRIN_COATED_PIT
GOCC_CLATHRIN_COATED_VESICLE            SET     190    -0.008031  -0.00045382     0.063527       0.5503 GOCC_CLATHRIN_COATED_VESICLE
GOCC_CLATHRIN_COATED_VESICLE...         SET     106   -0.0020266  -8.5597e-05     0.083256      0.50971 GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE
GOCC_CLATHRIN_SCULPTED_VESIC...         SET      12      0.25025    0.0035592      0.28791      0.19237 GOCC_CLATHRIN_SCULPTED_VESICLE
GOCC_COATED_VESICLE                     SET     286     0.014918    0.0010334     0.052924      0.38902 GOCC_COATED_VESICLE
GOCC_COATED_VESICLE_MEMBRANE            SET     169     0.026509     0.001413     0.067567      0.34741 GOCC_COATED_VESICLE_MEMBRANE
GOCC_CONDENSED_CHROMOSOME               SET     254    -0.024186   -0.0015794     0.057693      0.66247 GOCC_CONDENSED_CHROMOSOME
GOCC_CYTOSOLIC_LARGE_RIBOSOM...         SET      58     -0.12646   -0.0039526      0.13177       0.8314 GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT
GOCC_CYTOSOLIC_RIBOSOME                 SET     100    -0.046017   -0.0018879     0.099345      0.67839 GOCC_CYTOSOLIC_RIBOSOME
GOCC_CYTOSOLIC_SMALL_RIBOSOM...         SET      41     0.044087    0.0011587      0.15369      0.38711 GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_DISTAL_AXON                        SET     268     0.046458    0.0031158     0.054653      0.19765 GOCC_DISTAL_AXON
GOCC_EARLY_ENDOSOME                     SET     389    -0.067398   -0.0054403     0.044182      0.93643 GOCC_EARLY_ENDOSOME
GOCC_ENDOCYTIC_VESICLE                  SET     332    -0.053041   -0.0039572     0.048084        0.865 GOCC_ENDOCYTIC_VESICLE
GOCC_ENDOPLASMIC_RETICULUM_P...         SET     125    -0.070249   -0.0032216     0.078161      0.81561 GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX
GOCC_FICOLIN_1_RICH_GRANULE             SET     184     0.028198    0.0015681     0.064697      0.33148 GOCC_FICOLIN_1_RICH_GRANULE
GOCC_FICOLIN_1_RICH_GRANULE_...         SET     124     0.076684    0.0035026     0.078471      0.16423 GOCC_FICOLIN_1_RICH_GRANULE_LUMEN
GOCC_INNER_MITOCHONDRIAL_MEM...         SET     139    -0.030403   -0.0014701      0.08018      0.64772 GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX
GOCC_INTRINSIC_COMPONENT_OF_...1        SET     169     0.062848      0.00335     0.067691      0.17659 GOCC_INTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE
GOCC_INTRINSIC_COMPONENT_OF_...2        SET      88     -0.13268   -0.0051068     0.092694      0.92383 GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_MEMBRANE
GOCC_INTRINSIC_COMPONENT_OF_...3        SET     407     0.011151   0.00092056     0.043096      0.39791 GOCC_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE
GOCC_KERATIN_FILAMENT                   SET      98    0.0011377   4.6206e-05      0.12927      0.49649 GOCC_KERATIN_FILAMENT
GOCC_LARGE_RIBOSOMAL_SUBUNIT            SET     112    -0.098774   -0.0042882     0.090076      0.86358 GOCC_LARGE_RIBOSOMAL_SUBUNIT
GOCC_LYSOSOMAL_LUMEN                    SET      96    -0.089931   -0.0036151     0.090843       0.8389 GOCC_LYSOSOMAL_LUMEN
GOCC_MHC_PROTEIN_COMPLEX                SET      24      0.42141    0.0084753      0.18547     0.011541 GOCC_MHC_PROTEIN_COMPLEX
GOCC_MITOCHONDRIAL_MATRIX               SET     472    0.0094282   0.00083771     0.042166      0.41154 GOCC_MITOCHONDRIAL_MATRIX
GOCC_MITOCHONDRIAL_PROTEIN_C...         SET     265     -0.04683   -0.0031232     0.057378       0.7928 GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX
GOCC_MOTILE_CILIUM                      SET     228     0.035603    0.0022032      0.05773      0.26871 GOCC_MOTILE_CILIUM
GOCC_OXIDOREDUCTASE_COMPLEX             SET     108     0.018054    0.0007697      0.08924      0.41984 GOCC_OXIDOREDUCTASE_COMPLEX
GOCC_PRESYNAPSE                         SET     488   -0.0066599  -0.00060161     0.040194       0.5658 GOCC_PRESYNAPSE
GOCC_RECEPTOR_COMPLEX                   SET     506     0.085382    0.0078526     0.042093     0.021261 GOCC_RECEPTOR_COMPLEX
GOCC_RECYCLING_ENDOSOME_MEMB...         SET      93      -0.2349   -0.0092941     0.087906      0.99623 GOCC_RECYCLING_ENDOSOME_MEMBRANE
GOCC_RESPIRASOME                        SET      89      0.11815    0.0045734      0.10445      0.12899 GOCC_RESPIRASOME
GOCC_RIBONUCLEOPROTEIN_GRANU...         SET     258     0.064512    0.0042456     0.054714      0.11918 GOCC_RIBONUCLEOPROTEIN_GRANULE
GOCC_RIBOSOMAL_SUBUNIT                  SET     176    -0.045791   -0.0024907      0.07322      0.73414 GOCC_RIBOSOMAL_SUBUNIT
GOCC_RIBOSOME                           SET     212    -0.054423   -0.0032479     0.065249      0.79788 GOCC_RIBOSOME
GOCC_RNA_POLYMERASE_II_TRANS...         SET     226      0.22999      0.01417      0.05839   4.0982e-05 GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX
GOCC_SECRETORY_GRANULE_MEMBR...         SET     308     0.022132    0.0015907     0.049894      0.32867 GOCC_SECRETORY_GRANULE_MEMBRANE
GOCC_SMALL_RIBOSOMAL_SUBUNIT            SET      67     0.048713    0.0016363       0.1232      0.34628 GOCC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_SYNAPTIC_MEMBRANE                  SET     368     0.014787    0.0011611     0.046564      0.37541 GOCC_SYNAPTIC_MEMBRANE
