# TOTAL_GENES = 58335
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_POSITIVE_REGULATION_OF_...20       SET     236    -0.017658   -0.0011209     0.053599      0.62909 GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION
GOBP_POSITIVE_REGULATION_OF_...21       SET     134    -0.025714    -0.001231     0.072547       0.6385 GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_POSITIVE_REGULATION_OF_...22       SET     152     -0.10928   -0.0055709     0.066514       0.9498 GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...23       SET     112    -0.040777    -0.001785     0.079888      0.69512 GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_POSITIVE_REGULATION_OF_...24       SET     479    -0.024694   -0.0022284     0.038037      0.74189 GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE
GOBP_POSITIVE_REGULATION_OF_...25       SET      44    -0.014385  -0.00039492      0.11568      0.54948 GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION
GOBP_POSITIVE_REGULATION_OF_...26       SET      18      0.15678    0.0027535      0.18057      0.19263 GOBP_POSITIVE_REGULATION_OF_MYELINATION
GOBP_POSITIVE_REGULATION_OF_...27       SET      35      0.19973    0.0048908      0.13494     0.069427 GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS
GOBP_POSITIVE_REGULATION_OF_...28       SET      70      0.17545    0.0060741      0.10243     0.043369 GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS
GOBP_POSITIVE_REGULATION_OF_...29       SET     121    -0.034865   -0.0015863     0.073502      0.68237 GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...30       SET     429     0.031415    0.0026841     0.038421      0.20678 GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION
GOBP_POSITIVE_REGULATION_OF_...31       SET     171     0.029142    0.0015755      0.06449      0.32568 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...32       SET      63    -0.020901   -0.0006865      0.10032      0.58252 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...33       SET      33     0.042984    0.0010221       0.1424      0.38138 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GOBP_POSITIVE_REGULATION_OF_...34       SET     424    -0.032404   -0.0027525     0.040331      0.78914 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...35       SET     294      0.10682    0.0075644     0.046372     0.010625 GOBP_POSITIVE_REGULATION_OF_SECRETION
GOBP_POSITIVE_REGULATION_OF_...36       SET      28     0.061699    0.0013514      0.15467      0.34498 GOBP_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS
GOBP_POSITIVE_REGULATION_OF_...37       SET      24     0.024829   0.00050351      0.15481      0.43629 GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...38       SET     105     0.010498     0.000445     0.080508      0.44812 GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...39       SET      18    -0.077642   -0.0013637      0.19675      0.65344 GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOBP_POSITIVE_REGULATION_OF_...40       SET      53   -0.0053108  -0.00016001      0.10857      0.51951 GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...41       SET      30    0.0027209   6.1688e-05       0.1669       0.4935 GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_POSITIVE_REGULATION_OF_...42       SET      43      0.13725    0.0037249      0.12535      0.13679 GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...43       SET     180    -0.078511   -0.0043545     0.061173      0.90033 GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT
GOBP_POSITIVE_THYMIC_T_CELL_...         SET      14    0.0043962   6.8097e-05      0.21574      0.49187 GOBP_POSITIVE_THYMIC_T_CELL_SELECTION
GOBP_POSITIVE_T_CELL_SELECTI...         SET      35    -0.099467   -0.0024357      0.14457      0.75428 GOBP_POSITIVE_T_CELL_SELECTION
GOBP_PRODUCTION_OF_MOLECULAR...         SET     303     -0.04593   -0.0033016     0.047934      0.83101 GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_PROTEASOMAL_PROTEIN_CAT...         SET     475   -0.0076041  -0.00068337     0.036696      0.58208 GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS
GOBP_PROTEASOME_MEDIATED_UBI...         SET     400   -0.0036739  -0.00030318     0.040017      0.53657 GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
GOBP_PROTEIN_FOLDING                    SET     205    -0.021023   -0.0012441     0.055944      0.64646 GOBP_PROTEIN_FOLDING
GOBP_PROTEIN_K63_LINKED_UBIQ...         SET      56     0.052331    0.0016206      0.10981      0.31684 GOBP_PROTEIN_K63_LINKED_UBIQUITINATION
GOBP_PROTEIN_LOCALIZATION_TO...         SET     351     0.025077    0.0019394     0.043204      0.28081 GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION
GOBP_PROTEIN_POLYUBIQUITINAT...         SET     236    0.0098356   0.00062433     0.052064      0.42508 GOBP_PROTEIN_POLYUBIQUITINATION
GOBP_PROTEIN_STABILIZATION              SET     182    -0.055944   -0.0031199     0.058871      0.82901 GOBP_PROTEIN_STABILIZATION
GOBP_PROTEIN_TARGETING                  SET     303     -0.07275   -0.0052295     0.044974      0.94712 GOBP_PROTEIN_TARGETING
GOBP_PROTON_TRANSMEMBRANE_TR...         SET     136     -0.06372   -0.0030731     0.070154      0.81813 GOBP_PROTON_TRANSMEMBRANE_TRANSPORT
GOBP_REGULATION_OF_ADAPTIVE_...         SET     183     0.082242    0.0045992     0.059887     0.084832 GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GOBP_REGULATION_OF_ANATOMICA...         SET     466    0.0054115   0.00048173     0.037948       0.4433 GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE
GOBP_REGULATION_OF_ANTIGEN_P...         SET      19      0.11001    0.0019851      0.18955      0.28084 GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION
GOBP_REGULATION_OF_BONE_REMO...         SET      49       0.1148    0.0033257      0.11311      0.15509 GOBP_REGULATION_OF_BONE_REMODELING
GOBP_REGULATION_OF_BONE_RESO...         SET      41      0.19132    0.0050703      0.12956     0.069893 GOBP_REGULATION_OF_BONE_RESORPTION
GOBP_REGULATION_OF_B_CELL_AC...         SET     179   -0.0079368  -0.00043898     0.063221      0.54995 GOBP_REGULATION_OF_B_CELL_ACTIVATION
GOBP_REGULATION_OF_B_CELL_PR...         SET      62    -0.036103   -0.0011764      0.10433      0.63534 GOBP_REGULATION_OF_B_CELL_PROLIFERATION
GOBP_REGULATION_OF_CELL_CELL...         SET     445    -0.054429   -0.0047357     0.038891      0.91917 GOBP_REGULATION_OF_CELL_CELL_ADHESION
GOBP_REGULATION_OF_CELL_KILL...         SET     102    -0.096712   -0.0040406       0.0832      0.87746 GOBP_REGULATION_OF_CELL_KILLING
GOBP_REGULATION_OF_CEREBELLA...         SET      10     0.063725   0.00083428       0.2502      0.39948 GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION
GOBP_REGULATION_OF_CILIUM_BE...         SET      19    -0.011809  -0.00021308      0.18708      0.52516 GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY
GOBP_REGULATION_OF_DNA_REPLI...         SET     128     -0.11804   -0.0055234     0.069198      0.95598 GOBP_REGULATION_OF_DNA_REPLICATION
GOBP_REGULATION_OF_DNA_TEMPL...         SET      50    0.0069423   0.00020316      0.11082      0.47503 GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS
GOBP_REGULATION_OF_ESTABLISH...         SET     504      0.04213    0.0038991     0.035756      0.11935 GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION
GOBP_REGULATION_OF_HEMOPOIES...         SET     363   -0.0041476  -0.00032616     0.042504      0.53887 GOBP_REGULATION_OF_HEMOPOIESIS
GOBP_REGULATION_OF_HORMONE_S...         SET     228     0.014752   0.00092047     0.053112       0.3906 GOBP_REGULATION_OF_HORMONE_SECRETION
GOBP_REGULATION_OF_IMMUNE_EF...         SET     344    -0.042159   -0.0032279     0.043816      0.83202 GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GOBP_REGULATION_OF_INNATE_IM...         SET     220    -0.090849   -0.0055687     0.055688      0.94859 GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE
GOBP_REGULATION_OF_LEUKOCYTE...1        SET     278    0.0056594   0.00038976     0.048501      0.45356 GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_LEUKOCYTE...2        SET      84     -0.13736   -0.0052087     0.093662      0.92875 GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY
GOBP_REGULATION_OF_LEUKOCYTE...3        SET     228    -0.010395   -0.0006486     0.054349      0.57584 GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_LEUKOCYTE...4        SET     246    -0.078566   -0.0050912     0.051825      0.93524 GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION
GOBP_REGULATION_OF_LIPID_CAT...         SET      60    0.0087415    0.0002802      0.10166      0.46574 GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS
GOBP_REGULATION_OF_LYMPHOCYT...1        SET     504    -0.050063   -0.0046332      0.03695      0.91227 GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION
GOBP_REGULATION_OF_LYMPHOCYT...2        SET     169     0.013675   0.00073499     0.063378      0.41458 GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_MACROPHAG...         SET      61     -0.19062   -0.0061608      0.10289      0.96802 GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION
GOBP_REGULATION_OF_MAP_KINAS...         SET     181    -0.098768   -0.0054931     0.058502      0.95432 GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY
GOBP_REGULATION_OF_MICROGLIA...         SET      20     -0.28169    -0.005215       0.1693      0.95192 GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION
GOBP_REGULATION_OF_MITOCHOND...         SET     141   -0.0013419  -6.5894e-05     0.066026      0.50811 GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION
GOBP_REGULATION_OF_NATURAL_K...         SET      49     -0.26171   -0.0075818       0.1252       0.9817 GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_NERVOUS_S...         SET     134      0.13341    0.0063868     0.070758     0.029686 GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS
GOBP_REGULATION_OF_NEUROTRAN...         SET     204    -0.034471   -0.0020349     0.057553      0.72539 GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS
GOBP_REGULATION_OF_NUCLEAR_T...         SET      15      0.55538    0.0089047      0.21387    0.0047058 GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING
GOBP_REGULATION_OF_PHAGOCYTO...         SET      99     0.054163    0.0022294     0.084582      0.26097 GOBP_REGULATION_OF_PHAGOCYTOSIS
GOBP_REGULATION_OF_PRODUCTIO...         SET     164    -0.011506  -0.00060922     0.061416       0.5743 GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_REGULATION_OF_PROTEIN_C...1        SET     368     0.030916    0.0024477      0.04117      0.22635 GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS
GOBP_REGULATION_OF_PROTEIN_C...2        SET     390    -0.015467   -0.0012604     0.040629      0.64828 GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY
GOBP_REGULATION_OF_PROTEIN_S...1        SET     247     0.089379    0.0058036     0.051325     0.040807 GOBP_REGULATION_OF_PROTEIN_SECRETION
GOBP_REGULATION_OF_PROTEIN_S...2        SET     364    -0.072728    -0.005727     0.042504      0.95646 GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY
GOBP_REGULATION_OF_PROTEIN_S...3        SET     289   -0.0082056  -0.00057613     0.046972      0.56934 GOBP_REGULATION_OF_PROTEIN_STABILITY
GOBP_REGULATION_OF_RAC_PROTE...         SET      20      0.18497    0.0034243      0.17817      0.14961 GOBP_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_REGULATION_OF_RESPONSE_...1        SET     337    -0.048619   -0.0036847     0.043977      0.86553 GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_REGULATION_OF_RESPONSE_...2        SET     171     -0.02518   -0.0013613     0.061432      0.65906 GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
GOBP_REGULATION_OF_SPROUTING...         SET      61      0.14847    0.0047985      0.10807     0.084763 GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS
GOBP_REGULATION_OF_SYNCYTIUM...         SET      30      -0.2604   -0.0059038      0.15529      0.95322 GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION
GOBP_REGULATION_OF_TRANS_SYN...         SET     415   -0.0050034  -0.00042052     0.040475      0.54919 GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING
GOBP_REGULATION_OF_TYPE_I_IN...         SET      41     -0.18318   -0.0048546      0.12149      0.93418 GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOBP_REGULATION_OF_T_CELL_AC...         SET     333    -0.049793   -0.0037514     0.044582      0.86798 GOBP_REGULATION_OF_T_CELL_ACTIVATION
GOBP_REGULATION_OF_T_CELL_ME...         SET      40     0.062006    0.0016231      0.14086       0.3299 GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_REGULATION_OF_VASCULATU...         SET     334    -0.052403   -0.0039539     0.045339      0.87612 GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT
GOBP_REGULATION_OF_VIRAL_GEN...         SET      86     -0.10618   -0.0040738     0.093553       0.8718 GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION
GOBP_REGULATION_OF_VIRAL_PRO...         SET     156    -0.058457    -0.003019     0.067049      0.80835 GOBP_REGULATION_OF_VIRAL_PROCESS
GOBP_RESPIRATORY_ELECTRON_TR...         SET      99     0.043382    0.0017857     0.084117      0.30302 GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN
GOBP_RESPONSE_TO_ENDOPLASMIC...         SET     249     0.078256    0.0051018     0.050994     0.062445 GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GOBP_RESPONSE_TO_EXTRACELLUL...         SET     463     0.032724    0.0029038     0.037473      0.19126 GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS
GOBP_RESPONSE_TO_INTERFERON_...1        SET      20     -0.21259   -0.0039357      0.17662      0.88564 GOBP_RESPONSE_TO_INTERFERON_ALPHA
GOBP_RESPONSE_TO_INTERFERON_...2        SET     135    -0.089947    -0.004322     0.071957      0.89435 GOBP_RESPONSE_TO_INTERFERON_GAMMA
GOBP_RESPONSE_TO_STEROID_HOR...         SET     319    0.0090224   0.00066537     0.045951      0.42217 GOBP_RESPONSE_TO_STEROID_HORMONE
GOBP_RESPONSE_TO_TOPOLOGICAL...         SET     155      0.10828    0.0055743     0.062896      0.04257 GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN
GOBP_RESPONSE_TO_TYPE_I_INTE...         SET      62    -0.094722   -0.0030864      0.10363      0.81964 GOBP_RESPONSE_TO_TYPE_I_INTERFERON
GOBP_RESPONSE_TO_VIRUS                  SET     380     -0.05978   -0.0048092     0.041538      0.92494 GOBP_RESPONSE_TO_VIRUS
GOBP_RIBONUCLEOPROTEIN_COMPL...         SET     432    -0.062139   -0.0053276     0.038058      0.94874 GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS
GOBP_RIBOSOMAL_LARGE_SUBUNIT...1        SET      26      -0.3019   -0.0063723      0.16158      0.96915 GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY
GOBP_RIBOSOMAL_LARGE_SUBUNIT...2        SET      70     -0.25675   -0.0088889     0.097057      0.99592 GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS
GOBP_RIBOSOMAL_SMALL_SUBUNIT...         SET      72    0.0074896   0.00026296     0.095805      0.46884 GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS
GOBP_RIBOSOME_ASSEMBLY                  SET      59      -0.1107   -0.0035186      0.11041      0.84196 GOBP_RIBOSOME_ASSEMBLY
GOBP_RIBOSOME_BIOGENESIS                SET     293     -0.08927   -0.0063108     0.045411      0.97534 GOBP_RIBOSOME_BIOGENESIS
GOBP_RNA_MEDIATED_GENE_SILEN...         SET      86    -0.062022   -0.0023797     0.099428      0.73362 GOBP_RNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION
GOBP_SELECTIVE_AUTOPHAGY                SET      73     0.011856   0.00041916     0.092422      0.44896 GOBP_SELECTIVE_AUTOPHAGY
GOBP_SIGNAL_RELEASE                     SET     436     0.014716    0.0012675     0.038896      0.35259 GOBP_SIGNAL_RELEASE
GOBP_SPINDLE_ORGANIZATION               SET     199    -0.023569   -0.0013743      0.05626      0.66237 GOBP_SPINDLE_ORGANIZATION
GOBP_TEMPERATURE_HOMEOSTASIS            SET     175     0.068677    0.0037559       0.0622      0.13477 GOBP_TEMPERATURE_HOMEOSTASIS
GOBP_TRANSFERRIN_TRANSPORT              SET      10       0.2725    0.0035675      0.27249      0.15865 GOBP_TRANSFERRIN_TRANSPORT
GOBP_TUMOR_NECROSIS_FACTOR_S...         SET     182    -0.011736  -0.00065449     0.059678      0.57795 GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
GOBP_TYPE_I_INTERFERON_PRODU...         SET      91    0.0042262   0.00016679     0.082325      0.47953 GOBP_TYPE_I_INTERFERON_PRODUCTION
GOBP_T_CELL_ACTIVATION                  SET     494    -0.037889   -0.0034719     0.036901      0.84773 GOBP_T_CELL_ACTIVATION
GOBP_T_CELL_DIFFERENTIATION             SET     259    -0.039502   -0.0026263     0.051194      0.77983 GOBP_T_CELL_DIFFERENTIATION
GOBP_T_CELL_DIFFERENTIATION_...         SET      76     -0.13779   -0.0049703     0.092226      0.93241 GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS
GOBP_T_CELL_MEDIATED_CYTOTOX...         SET      49     0.027054   0.00078377      0.12723       0.4158 GOBP_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_VASCULAR_ASSOCIATED_SMO...         SET      77     0.058152    0.0021114      0.09039         0.26 GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION
GOBP_VIRAL_GENOME_REPLICATION           SET     128      -0.0832   -0.0038931     0.072993      0.87282 GOBP_VIRAL_GENOME_REPLICATION
GOBP_VIRAL_LIFE_CYCLE                   SET     310    -0.048633   -0.0035358     0.045902      0.85531 GOBP_VIRAL_LIFE_CYCLE
GOBP_VIRAL_PROCESS                      SET     405    -0.067374   -0.0055943     0.040087      0.95359 GOBP_VIRAL_PROCESS
GOCC_AXON_CYTOPLASM                     SET      59       0.1121    0.0035634      0.10391      0.14033 GOCC_AXON_CYTOPLASM
GOCC_AZUROPHIL_GRANULE                  SET     152   -0.0038627  -0.00019692     0.065364      0.52356 GOCC_AZUROPHIL_GRANULE
GOCC_AZUROPHIL_GRANULE_LUMEN            SET      89      0.12721     0.004965     0.087437     0.072857 GOCC_AZUROPHIL_GRANULE_LUMEN
GOCC_BLOOD_MICROPARTICLE                SET     141      0.22298      0.01095     0.068695   0.00058561 GOCC_BLOOD_MICROPARTICLE
GOCC_CELL_SUBSTRATE_JUNCTION            SET     415    0.0032009   0.00026902     0.038683      0.46703 GOCC_CELL_SUBSTRATE_JUNCTION
GOCC_CHAPERONE_COMPLEX                  SET      34      -0.1855    -0.004477      0.15066      0.89088 GOCC_CHAPERONE_COMPLEX
GOCC_CHROMOSOMAL_REGION                 SET     353    -0.045212   -0.0035064     0.042063      0.85878 GOCC_CHROMOSOMAL_REGION
GOCC_CILIARY_BASAL_BODY                 SET     156       0.1231    0.0063575     0.061344     0.022391 GOCC_CILIARY_BASAL_BODY
GOCC_CILIARY_PLASM                      SET     130      0.11951    0.0056355     0.068848     0.041296 GOCC_CILIARY_PLASM
GOCC_CLATHRIN_COATED_PIT                SET      68      0.12805    0.0043694     0.097692     0.094974 GOCC_CLATHRIN_COATED_PIT
GOCC_CLATHRIN_COATED_VESICLE            SET     187    -0.039242   -0.0022183     0.058379      0.74927 GOCC_CLATHRIN_COATED_VESICLE
GOCC_CLATHRIN_COATED_VESICLE...         SET     106    -0.096748   -0.0041204     0.077298      0.89464 GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE
GOCC_CLATHRIN_SCULPTED_VESIC...         SET      12    -0.089108   -0.0012779      0.22523      0.65381 GOCC_CLATHRIN_SCULPTED_VESICLE
GOCC_COATED_VESICLE                     SET     280   -0.0005716  -3.9506e-05     0.048191      0.50473 GOCC_COATED_VESICLE
GOCC_COATED_VESICLE_MEMBRANE            SET     168      -0.0337   -0.0018059     0.062244      0.70589 GOCC_COATED_VESICLE_MEMBRANE
GOCC_CONDENSED_CHROMOSOME               SET     243     0.040971    0.0026389     0.050165      0.20704 GOCC_CONDENSED_CHROMOSOME
GOCC_CYTOSOLIC_LARGE_RIBOSOM...         SET      55     -0.26818   -0.0082308      0.11796       0.9885 GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT
GOCC_CYTOSOLIC_RIBOSOME                 SET      96      -0.1305   -0.0052896     0.089389      0.92784 GOCC_CYTOSOLIC_RIBOSOME
GOCC_CYTOSOLIC_SMALL_RIBOSOM...         SET      40    -0.015668  -0.00041015      0.14101      0.54424 GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_DISTAL_AXON                        SET     253      0.14514    0.0095378     0.051929    0.0025957 GOCC_DISTAL_AXON
GOCC_EARLY_ENDOSOME                     SET     379   -0.0036956  -0.00029691     0.041896      0.53514 GOCC_EARLY_ENDOSOME
GOCC_ENDOCYTIC_VESICLE                  SET     321    -0.028015   -0.0020725     0.044925      0.73356 GOCC_ENDOCYTIC_VESICLE
GOCC_ENDOPLASMIC_RETICULUM_P...         SET     121    -0.095106    -0.004327     0.073117      0.90332 GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX
GOCC_FICOLIN_1_RICH_GRANULE             SET     180     0.038209    0.0021192     0.059291      0.25965 GOCC_FICOLIN_1_RICH_GRANULE
GOCC_FICOLIN_1_RICH_GRANULE_...         SET     121      0.11678    0.0053133     0.072161     0.052794 GOCC_FICOLIN_1_RICH_GRANULE_LUMEN
GOCC_INNER_MITOCHONDRIAL_MEM...         SET     134    0.0013278   6.3564e-05     0.072769      0.49272 GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX
GOCC_INTRINSIC_COMPONENT_OF_...1        SET     165    -0.028295   -0.0015027      0.06275      0.67397 GOCC_INTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE
GOCC_INTRINSIC_COMPONENT_OF_...2        SET      81    -0.022186  -0.00082613     0.087578      0.59999 GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_MEMBRANE
GOCC_INTRINSIC_COMPONENT_OF_...3        SET     389    -0.047847   -0.0038942      0.04038      0.88197 GOCC_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE
GOCC_KERATIN_FILAMENT                   SET      98      0.18413    0.0075408      0.11566     0.055699 GOCC_KERATIN_FILAMENT
GOCC_LARGE_RIBOSOMAL_SUBUNIT            SET     109    -0.052165   -0.0022528     0.079545      0.74402 GOCC_LARGE_RIBOSOMAL_SUBUNIT
GOCC_LYSOSOMAL_LUMEN                    SET      91     -0.14653   -0.0057829     0.085562       0.9566 GOCC_LYSOSOMAL_LUMEN
GOCC_MHC_PROTEIN_COMPLEX                SET      24      0.16544    0.0033549        0.182      0.18168 GOCC_MHC_PROTEIN_COMPLEX
GOCC_MITOCHONDRIAL_MATRIX               SET     458     0.046215    0.0040789     0.037759      0.11049 GOCC_MITOCHONDRIAL_MATRIX
GOCC_MITOCHONDRIAL_PROTEIN_C...         SET     255       0.0329    0.0021705     0.052473      0.26533 GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX
GOCC_MOTILE_CILIUM                      SET     219    -0.020036   -0.0012253     0.053798      0.64521 GOCC_MOTILE_CILIUM
GOCC_OXIDOREDUCTASE_COMPLEX             SET     104      0.13708    0.0057827     0.080469     0.044245 GOCC_OXIDOREDUCTASE_COMPLEX
GOCC_PRESYNAPSE                         SET     470     0.042991    0.0038433     0.037405      0.12521 GOCC_PRESYNAPSE
GOCC_RECEPTOR_COMPLEX                   SET     491    -0.030655   -0.0028006     0.039885      0.77893 GOCC_RECEPTOR_COMPLEX
GOCC_RECYCLING_ENDOSOME_MEMB...         SET      89   -0.0052462  -0.00020476     0.084568      0.52473 GOCC_RECYCLING_ENDOSOME_MEMBRANE
GOCC_RESPIRASOME                        SET      87     0.052951    0.0020434     0.089837      0.27779 GOCC_RESPIRASOME
GOCC_RIBONUCLEOPROTEIN_GRANU...         SET     253    -0.081495   -0.0053554     0.050952      0.94514 GOCC_RIBONUCLEOPROTEIN_GRANULE
GOCC_RIBOSOMAL_SUBUNIT                  SET     172    -0.034185   -0.0018535     0.065115       0.7002 GOCC_RIBOSOMAL_SUBUNIT
GOCC_RIBOSOME                           SET     207     0.012305   0.00073167     0.058724      0.41702 GOCC_RIBOSOME
GOCC_RNA_POLYMERASE_II_TRANS...         SET     223      0.11449    0.0070653     0.053985     0.016972 GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX
