# MEAN_SAMPLE_SIZE = 27148
# TOTAL_GENES = 17630
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_REGULATION_OF_DNA_TEMPL...         SET      50    -0.053004   -0.0028188       0.1506      0.63756 GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS
GOBP_REGULATION_OF_HEMOPOIES...         SET     343      0.27173     0.037533     0.056554   7.8152e-07 GOBP_REGULATION_OF_HEMOPOIESIS
GOBP_REGULATION_OF_IMMUNE_EF...         SET     334      0.29896     0.040759     0.056043   4.8579e-08 GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GOBP_REGULATION_OF_INNATE_IM...         SET     218      0.21852     0.024149      0.06782   0.00063763 GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE
GOBP_REGULATION_OF_LEUKOCYTE...1        SET     274      0.31055     0.038414     0.063998    6.155e-07 GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_LEUKOCYTE...2        SET      82      0.53898     0.036674      0.11684   1.9999e-06 GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY
GOBP_REGULATION_OF_LEUKOCYTE...3        SET     224      0.35754     0.040046     0.069228   1.2187e-07 GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_LEUKOCYTE...4        SET     241      0.37135     0.043121     0.066958    1.485e-08 GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION
GOBP_REGULATION_OF_LYMPHOCYT...         SET     435      0.37965     0.058896     0.050224   2.1394e-14 GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION
GOBP_REGULATION_OF_MACROPHAG...         SET      56      0.39586     0.022276      0.13959    0.0022873 GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION
GOBP_REGULATION_OF_MAP_KINAS...         SET     180    -0.043744   -0.0043976     0.075452      0.71896 GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY
GOBP_REGULATION_OF_MICROGLIA...         SET      17      0.69169     0.021469      0.24748    0.0025986 GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION
GOBP_REGULATION_OF_MITOCHOND...         SET     137     0.013826     0.001214     0.083414      0.43418 GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION
GOBP_REGULATION_OF_NUCLEAR_T...         SET      13      0.19105    0.0051861      0.26628      0.23655 GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING
GOBP_REGULATION_OF_PHAGOCYTO...         SET      94     0.095848    0.0069802      0.10497      0.18059 GOBP_REGULATION_OF_PHAGOCYTOSIS
GOBP_REGULATION_OF_PRODUCTIO...         SET     159      0.27261     0.025773     0.078768   0.00026983 GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_REGULATION_OF_PROTEIN_S...         SET     354     0.059422    0.0083355     0.054411      0.13741 GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY
GOBP_REGULATION_OF_RAC_PROTE...         SET      21     -0.12786   -0.0044103      0.22521      0.71489 GOBP_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_REGULATION_OF_RESPONSE_...1        SET     328      0.20775     0.028072     0.055347   8.7512e-05 GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_REGULATION_OF_RESPONSE_...2        SET     152      0.24479     0.022632     0.080294    0.0011513 GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
GOBP_REGULATION_OF_SKELETAL_...         SET      15     0.013449   0.00039214      0.26005      0.47938 GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION
GOBP_REGULATION_OF_SPROUTING...         SET      35      0.15827     0.007045      0.17455      0.18228 GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS
GOBP_REGULATION_OF_SYNCYTIUM...         SET      28      0.45295     0.018037      0.19731     0.010856 GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION
GOBP_REGULATION_OF_TYPE_I_IN...         SET      40      0.12769    0.0060754      0.15102      0.19892 GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOBP_REGULATION_OF_T_CELL_AC...         SET     326      0.38459     0.051813     0.058477   2.4794e-11 GOBP_REGULATION_OF_T_CELL_ACTIVATION
GOBP_REGULATION_OF_T_CELL_ME...         SET      37      0.63107     0.028881      0.17382   0.00014181 GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_REGULATION_OF_VASCULATU...         SET     268      0.22604     0.027657     0.063416   0.00018289 GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT
GOBP_REGULATION_OF_VIRAL_GEN...         SET      83      0.13207    0.0090404      0.11766      0.13084 GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION
GOBP_REGULATION_OF_VIRAL_PRO...         SET     151      0.11543     0.010637     0.086439     0.090883 GOBP_REGULATION_OF_VIRAL_PROCESS
GOBP_RESPONSE_TO_ACETYLCHOLI...         SET      30     -0.23773   -0.0097986      0.19367      0.89017 GOBP_RESPONSE_TO_ACETYLCHOLINE
GOBP_RESPONSE_TO_BACTERIUM              SET     592      0.11998     0.021614      0.04384    0.0031058 GOBP_RESPONSE_TO_BACTERIUM
GOBP_RESPONSE_TO_ENDOPLASMIC...         SET     243    -0.024212   -0.0028229     0.063069      0.64947 GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GOBP_RESPONSE_TO_INTERFERON_...1        SET      28      0.24178     0.009628      0.21446       0.1298 GOBP_RESPONSE_TO_INTERFERON_BETA
GOBP_RESPONSE_TO_INTERFERON_...2        SET     132      0.26179     0.022568     0.093822    0.0026358 GOBP_RESPONSE_TO_INTERFERON_GAMMA
GOBP_RESPONSE_TO_MANGANESE_I...         SET      20     0.041683    0.0014032      0.20823      0.42067 GOBP_RESPONSE_TO_MANGANESE_ION
GOBP_RESPONSE_TO_TOPOLOGICAL...         SET     150    -0.084213   -0.0077349      0.07777      0.86056 GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN
GOBP_RESPONSE_TO_TYPE_I_INTE...         SET      61      0.25945     0.015235      0.12713     0.020647 GOBP_RESPONSE_TO_TYPE_I_INTERFERON
GOBP_RESPONSE_TO_VIRUS                  SET     364      0.20974     0.029825     0.055542   7.9921e-05 GOBP_RESPONSE_TO_VIRUS
GOBP_RIBOSOMAL_LARGE_SUBUNIT...1        SET      25     -0.17509    -0.006589      0.18333      0.83022 GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY
GOBP_RIBOSOMAL_LARGE_SUBUNIT...2        SET      68     -0.11674   -0.0072364      0.11556      0.84381 GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS
GOBP_RIBOSOMAL_SMALL_SUBUNIT...         SET      66    0.0033878    0.0002069      0.11638      0.48839 GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS
GOBP_RIBOSOME_ASSEMBLY                  SET      57    -0.076844   -0.0043624      0.12107      0.73719 GOBP_RIBOSOME_ASSEMBLY
GOBP_RIBOSOME_BIOGENESIS                SET     277    -0.067615   -0.0084087     0.055747       0.8874 GOBP_RIBOSOME_BIOGENESIS
GOBP_RNA_MEDIATED_GENE_SILEN...         SET      16      0.71512     0.021534      0.24716    0.0019085 GOBP_RNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION
GOBP_SELECTIVE_AUTOPHAGY                SET      70      0.13143    0.0082655      0.11472      0.12597 GOBP_SELECTIVE_AUTOPHAGY
GOBP_SODIUM_ION_HOMEOSTASIS             SET      56    -0.042637   -0.0023993      0.13782      0.62147 GOBP_SODIUM_ION_HOMEOSTASIS
GOBP_SPINDLE_ORGANIZATION               SET     187   0.00056813   5.8202e-05     0.068705       0.4967 GOBP_SPINDLE_ORGANIZATION
GOBP_STEROID_BIOSYNTHETIC_PR...         SET     166     0.064628    0.0062418     0.076358      0.19868 GOBP_STEROID_BIOSYNTHETIC_PROCESS
GOBP_TEMPERATURE_HOMEOSTASIS            SET     175     0.057937    0.0057437     0.076878      0.22554 GOBP_TEMPERATURE_HOMEOSTASIS
GOBP_TORC2_SIGNALING                    SET      13      0.38368     0.010415      0.29992      0.10041 GOBP_TORC2_SIGNALING
GOBP_TRANSFERRIN_TRANSPORT              SET      10    -0.081134   -0.0019318      0.28697      0.61131 GOBP_TRANSFERRIN_TRANSPORT
GOBP_TUMOR_NECROSIS_FACTOR_S...         SET     162      0.29128     0.027793     0.078679   0.00010729 GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
GOBP_TYPE_I_INTERFERON_PRODU...         SET      89       0.2342     0.016599      0.10366      0.01194 GOBP_TYPE_I_INTERFERON_PRODUCTION
GOBP_T_CELL_ACTIVATION                  SET     489      0.36105     0.059292     0.048216   3.6788e-14 GOBP_T_CELL_ACTIVATION
GOBP_T_CELL_DIFFERENTIATION             SET     257      0.42662     0.051133     0.066437   6.9461e-11 GOBP_T_CELL_DIFFERENTIATION
GOBP_T_CELL_DIFFERENTIATION_...         SET      76      0.22872     0.014985      0.11521     0.023568 GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS
GOBP_T_CELL_MEDIATED_CYTOTOX...         SET      47      0.61123     0.031518      0.15414   3.6805e-05 GOBP_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_VIRAL_GENOME_REPLICATION           SET     124     0.069437    0.0058031     0.092329      0.22601 GOBP_VIRAL_GENOME_REPLICATION
GOBP_VIRAL_PROCESS                      SET     398      0.11244     0.016703     0.051201     0.014051 GOBP_VIRAL_PROCESS
GOCC_AXON_CYTOPLASM                     SET      61      0.26394     0.015499      0.12079     0.014445 GOCC_AXON_CYTOPLASM
GOCC_BLOOD_MICROPARTICLE                SET     112     0.043411    0.0034491     0.098453      0.32963 GOCC_BLOOD_MICROPARTICLE
GOCC_CATION_TRANSPORTING_ATP...         SET      18     -0.23554   -0.0075226      0.26194      0.81572 GOCC_CATION_TRANSPORTING_ATPASE_COMPLEX
GOCC_CELL_BODY                          SET     525    -0.015308   -0.0026021     0.044203      0.63545 GOCC_CELL_BODY
GOCC_CELL_SUBSTRATE_JUNCTION            SET     421     0.054923    0.0083857     0.049048      0.13141 GOCC_CELL_SUBSTRATE_JUNCTION
GOCC_CHAPERONE_COMPLEX                  SET      33     0.069974    0.0030246      0.15725      0.32817 GOCC_CHAPERONE_COMPLEX
GOCC_CHROMOSOMAL_REGION                 SET     319     0.024829    0.0033096     0.052446      0.31796 GOCC_CHROMOSOMAL_REGION
GOCC_CLATHRIN_COATED_PIT                SET      70    -0.062558   -0.0039342       0.1147      0.70726 GOCC_CLATHRIN_COATED_PIT
GOCC_CLATHRIN_COATED_VESICLE            SET     186     0.063897    0.0065286      0.07314      0.19117 GOCC_CLATHRIN_COATED_VESICLE
GOCC_CLATHRIN_COATED_VESICLE...         SET     105      0.16619     0.012787      0.10001     0.048291 GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE
GOCC_CLATHRIN_SCULPTED_VESIC...         SET      12       0.2729    0.0071177      0.29011      0.17344 GOCC_CLATHRIN_SCULPTED_VESICLE
GOCC_COATED_VESICLE                     SET     277     0.029556    0.0036756     0.058988      0.30817 GOCC_COATED_VESICLE
GOCC_COATED_VESICLE_MEMBRANE            SET     164     0.095841    0.0092009     0.078135      0.10999 GOCC_COATED_VESICLE_MEMBRANE
GOCC_CYTOSOLIC_LARGE_RIBOSOM...         SET      56     -0.18448    -0.010381      0.13306      0.91718 GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT
GOCC_CYTOSOLIC_RIBOSOME                 SET      96    -0.042514   -0.0031287     0.098315      0.66728 GOCC_CYTOSOLIC_RIBOSOME
GOCC_CYTOSOLIC_SMALL_RIBOSOM...         SET      39       0.1165    0.0054733      0.14671      0.21358 GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_ENDOCYTIC_VESICLE                  SET     327     0.034147    0.0046073     0.055666       0.2698 GOCC_ENDOCYTIC_VESICLE
GOCC_ENDOCYTIC_VESICLE_LUMEN            SET      23     -0.07754   -0.0027989      0.18957      0.65874 GOCC_ENDOCYTIC_VESICLE_LUMEN
GOCC_ENDOPLASMIC_RETICULUM_P...         SET     119     0.026384    0.0021604     0.085769      0.37919 GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX
GOCC_FICOLIN_1_RICH_GRANULE             SET     182   -0.0088676  -0.00089635     0.071463      0.54938 GOCC_FICOLIN_1_RICH_GRANULE
GOCC_FICOLIN_1_RICH_GRANULE_...         SET     124     0.024507    0.0020481     0.084529      0.38594 GOCC_FICOLIN_1_RICH_GRANULE_LUMEN
GOCC_INNER_MITOCHONDRIAL_MEM...         SET     113    -0.071834   -0.0057327     0.089027      0.79012 GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX
GOCC_INTRINSIC_COMPONENT_OF_...         SET     387     0.050184    0.0073534     0.049955      0.15755 GOCC_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE
GOCC_KERATIN_FILAMENT                   SET      97     -0.28498    -0.021081      0.15527      0.96677 GOCC_KERATIN_FILAMENT
GOCC_LARGE_RIBOSOMAL_SUBUNIT            SET     109    -0.069623   -0.0054577     0.092482      0.77422 GOCC_LARGE_RIBOSOMAL_SUBUNIT
GOCC_LUMENAL_SIDE_OF_MEMBRANE           SET      31      0.74452     0.031193      0.19673   7.7316e-05 GOCC_LUMENAL_SIDE_OF_MEMBRANE
GOCC_LYSOSOMAL_LUMEN                    SET      93     -0.10568   -0.0076554      0.10579      0.84108 GOCC_LYSOSOMAL_LUMEN
GOCC_MHC_PROTEIN_COMPLEX                SET      23         1.64     0.059199      0.25193    3.878e-11 GOCC_MHC_PROTEIN_COMPLEX
GOCC_MITOCHONDRIAL_MATRIX               SET     445    0.0028308   0.00044405     0.045926      0.47543 GOCC_MITOCHONDRIAL_MATRIX
GOCC_MITOCHONDRIAL_PROTEIN_C...         SET     236    -0.055309   -0.0063564     0.062373      0.81239 GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX
GOCC_MOTILE_CILIUM                      SET     200    -0.055008   -0.0058257     0.071481      0.77921 GOCC_MOTILE_CILIUM
GOCC_MULTIVESICULAR_BODY                SET      59    -0.076324    -0.004408      0.13269      0.71742 GOCC_MULTIVESICULAR_BODY
GOCC_PLASMA_MEMBRANE_PROTEIN...         SET     557     0.065121     0.011391      0.04605     0.078673 GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX
GOCC_POLYSOMAL_RIBOSOME                 SET      31     -0.15898    -0.006661      0.16364      0.83435 GOCC_POLYSOMAL_RIBOSOME
GOCC_PRECATALYTIC_SPLICEOSOME           SET      51     0.030404    0.0016329      0.14859      0.41894 GOCC_PRECATALYTIC_SPLICEOSOME
GOCC_RECYCLING_ENDOSOME_MEMB...         SET      92     -0.15335    -0.011049     0.099339      0.93866 GOCC_RECYCLING_ENDOSOME_MEMBRANE
GOCC_RESPIRASOME                        SET      85     0.042933     0.002974       0.1046      0.34075 GOCC_RESPIRASOME
GOCC_RIBOSOMAL_SUBUNIT                  SET     170    -0.089254   -0.0087224     0.073535      0.88757 GOCC_RIBOSOMAL_SUBUNIT
GOCC_RIBOSOME                           SET     199    -0.049005   -0.0051771     0.068178      0.76386 GOCC_RIBOSOME
GOCC_RNA_POLYMERASE_II_CORE_...         SET      13     -0.24762   -0.0067216      0.27113      0.81944 GOCC_RNA_POLYMERASE_II_CORE_COMPLEX
GOCC_SECRETORY_GRANULE_MEMBR...         SET     299   0.00087221   0.00011262     0.059869      0.49419 GOCC_SECRETORY_GRANULE_MEMBRANE
GOCC_SIDE_OF_MEMBRANE                   SET     565      0.20585     0.036256     0.046486   4.7845e-06 GOCC_SIDE_OF_MEMBRANE
GOCC_SMALL_RIBOSOMAL_SUBUNIT            SET      64     -0.13808   -0.0083043      0.11795      0.87912 GOCC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_SMOOTH_ENDOPLASMIC_RETI...         SET      30    -0.053144   -0.0021905      0.17688      0.61808 GOCC_SMOOTH_ENDOPLASMIC_RETICULUM
GOCC_TERMINAL_BOUTON                    SET      48      0.17093    0.0089071      0.15055      0.12811 GOCC_TERMINAL_BOUTON
GOCC_TERTIARY_GRANULE                   SET     161   -0.0082074  -0.00078075     0.076665      0.54263 GOCC_TERTIARY_GRANULE
GOCC_TERTIARY_GRANULE_LUMEN             SET      55     0.047153    0.0026296       0.1264      0.35456 GOCC_TERTIARY_GRANULE_LUMEN
GOCC_TERTIARY_GRANULE_MEMBRA...         SET      71    -0.018104   -0.0011466      0.11836      0.56078 GOCC_TERTIARY_GRANULE_MEMBRANE
GOCC_VACUOLAR_LUMEN                     SET     166     -0.11362    -0.010974     0.075773      0.93312 GOCC_VACUOLAR_LUMEN
GOCC_VESICLE_COAT                       SET      49     0.032639    0.0017184      0.13078      0.40146 GOCC_VESICLE_COAT
GOCC_VESICLE_LUMEN                      SET     318    -0.026943   -0.0035859     0.055042      0.68776 GOCC_VESICLE_LUMEN
GOMF_AMINO_ACID_CATION_SYMPO...         SET      22     0.011269   0.00039785      0.26027      0.48273 GOMF_AMINO_ACID_CATION_SYMPORTER_ACTIVITY
GOMF_ENZYME_INHIBITOR_ACTIVI...         SET     368      0.15265     0.021824     0.054672    0.0026217 GOMF_ENZYME_INHIBITOR_ACTIVITY
GOMF_G_QUADRUPLEX_DNA_BINDING           SET      11    -0.091925   -0.0022955      0.26448      0.63591 GOMF_G_QUADRUPLEX_DNA_BINDING
GOMF_MRNA_5_UTR_BINDING                 SET      26      0.23132    0.0088769      0.18407      0.10444 GOMF_MRNA_5_UTR_BINDING
GOMF_STRUCTURAL_CONSTITUENT_...         SET     155    -0.077376   -0.0072233     0.078545      0.83771 GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME
HALLMARK_ALLOGRAFT_REJECTION            SET     195      0.29566     0.030923      0.07103   1.5822e-05 HALLMARK_ALLOGRAFT_REJECTION
HALLMARK_CHOLESTEROL_HOMEOST...         SET      72    -0.013939  -0.00088902      0.11379      0.54875 HALLMARK_CHOLESTEROL_HOMEOSTASIS
HALLMARK_COAGULATION                    SET     134    -0.018893   -0.0016409     0.089536      0.58356 HALLMARK_COAGULATION
HALLMARK_DNA_REPAIR                     SET     145     -0.14035    -0.012676     0.075312       0.9688 HALLMARK_DNA_REPAIR
HALLMARK_G2M_CHECKPOINT                 SET     188     0.062903    0.0064612      0.07159       0.1898 HALLMARK_G2M_CHECKPOINT
HALLMARK_IL6_JAK_STAT3_SIGNA...         SET      83      0.47241     0.032338      0.11515   2.0536e-05 HALLMARK_IL6_JAK_STAT3_SIGNALING
HALLMARK_INTERFERON_ALPHA_RE...         SET      95     0.063709    0.0046641      0.10836      0.27829 HALLMARK_INTERFERON_ALPHA_RESPONSE
HALLMARK_INTERFERON_GAMMA_RE...         SET     193      0.25849     0.026898      0.07593   0.00033243 HALLMARK_INTERFERON_GAMMA_RESPONSE
HALLMARK_OXIDATIVE_PHOSPHORY...         SET     182     0.083388    0.0084289     0.072923      0.12642 HALLMARK_OXIDATIVE_PHOSPHORYLATION
HALLMARK_UV_RESPONSE_UP                 SET     153     0.059103    0.0054821     0.081182       0.2333 HALLMARK_UV_RESPONSE_UP
HP_ABNORMALITY_OF_COMPLEMENT...         SET      32      0.38912     0.016563      0.17496     0.013079 HP_ABNORMALITY_OF_COMPLEMENT_SYSTEM
HP_ABNORMALITY_OF_TEMPERATUR...         SET     438      0.23804     0.037051     0.049447   7.4667e-07 HP_ABNORMALITY_OF_TEMPERATURE_REGULATION
HP_ABNORMALITY_OF_THE_BASAL_...         SET     203      0.10333     0.011024     0.071549      0.07435 HP_ABNORMALITY_OF_THE_BASAL_GANGLIA
HP_ABNORMALITY_OF_THE_LYMPH_...         SET     202      0.54231     0.057718     0.071428    1.657e-14 HP_ABNORMALITY_OF_THE_LYMPH_NODES
HP_ABNORMALITY_OF_THE_THENAR...         SET      29      0.22586    0.0091532      0.18246      0.10789 HP_ABNORMALITY_OF_THE_THENAR_EMINENCE
HP_ABNORMAL_CAUDATE_NUCLEUS_...         SET      24      0.06159    0.0022709      0.21736      0.38845 HP_ABNORMAL_CAUDATE_NUCLEUS_MORPHOLOGY
HP_ABNORMAL_CNS_MYELINATION             SET     284      0.11906     0.014989     0.058228     0.020453 HP_ABNORMAL_CNS_MYELINATION
HP_ABNORMAL_CONSUMPTION_BEHA...         SET     136    -0.011735   -0.0010267      0.08947      0.55217 HP_ABNORMAL_CONSUMPTION_BEHAVIOR
HP_ABNORMAL_CORPUS_STRIATUM_...         SET      39   -0.0077188  -0.00036265      0.16584      0.51856 HP_ABNORMAL_CORPUS_STRIATUM_MORPHOLOGY
HP_ABNORMAL_CSF_METABOLITE_L...         SET      98     0.038357    0.0028519      0.10338      0.35531 HP_ABNORMAL_CSF_METABOLITE_LEVEL
HP_ABNORMAL_EATING_BEHAVIOR             SET     101     0.035422    0.0026734      0.10167      0.36377 HP_ABNORMAL_EATING_BEHAVIOR
HP_ABNORMAL_ERYTHROCYTE_ENZY...         SET      31      0.34478     0.014445      0.17013     0.021362 HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL
HP_ABNORMAL_ERYTHROCYTE_SEDI...         SET      49      0.58156     0.030618      0.14459    2.897e-05 HP_ABNORMAL_ERYTHROCYTE_SEDIMENTATION_RATE
HP_ABNORMAL_FEAR_ANXIETY_REL...         SET     374      0.11733     0.016907     0.053711     0.014473 HP_ABNORMAL_FEAR_ANXIETY_RELATED_BEHAVIOR
HP_ABNORMAL_HEMOGLOBIN                  SET      55      0.18229     0.010166       0.1261      0.07415 HP_ABNORMAL_HEMOGLOBIN
HP_ABNORMAL_MEAN_CORPUSCULAR...         SET      46      0.27289     0.013921      0.14082      0.02633 HP_ABNORMAL_MEAN_CORPUSCULAR_VOLUME
HP_ABNORMAL_NUMBER_OF_ERYTHR...         SET      38       0.1495    0.0069333       0.1489       0.1577 HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS
HP_ABNORMAL_SERUM_INTERFERON...         SET      22      0.78831     0.027831      0.22092   0.00018021 HP_ABNORMAL_SERUM_INTERFERON_LEVEL
HP_ABNORMAL_SPERM_MOTILITY              SET      67    -0.077665   -0.0047788      0.11449      0.75121 HP_ABNORMAL_SPERM_MOTILITY
HP_ABSENCE_OF_PUBERTAL_DEVEL...         SET      27     -0.19768   -0.0077302      0.20146      0.83674 HP_ABSENCE_OF_PUBERTAL_DEVELOPMENT
HP_ADENOCARCINOMA_OF_THE_INT...         SET      37       0.1207    0.0055236      0.15704      0.22109 HP_ADENOCARCINOMA_OF_THE_INTESTINES
HP_APLASIA_HYPOPLASIA_OF_THE...         SET      75    -0.040133   -0.0026121      0.11034      0.64196 HP_APLASIA_HYPOPLASIA_OF_THE_SPLEEN
HP_ARTHRITIS                            SET     195      0.13938     0.014578     0.072985     0.028093 HP_ARTHRITIS
HP_ATONIC_SEIZURE                       SET     101     0.055904    0.0042193      0.10604      0.29903 HP_ATONIC_SEIZURE
HP_AUTOIMMUNITY                         SET     176      0.37582     0.037363     0.075725   3.5077e-07 HP_AUTOIMMUNITY
HP_BONE_CYST                            SET      27      0.12061    0.0047164       0.2095      0.28242 HP_BONE_CYST
HP_BRACHYCEPHALY                        SET     210     -0.12555    -0.013621     0.068197      0.96718 HP_BRACHYCEPHALY
HP_BRADYKINESIA                         SET      96     -0.11399   -0.0083887     0.099997      0.87283 HP_BRADYKINESIA
HP_COGWHEEL_RIGIDITY                    SET      25     -0.43022     -0.01619      0.19983      0.98433 HP_COGWHEEL_RIGIDITY
HP_COMPLEX_FEBRILE_SEIZURE              SET      16     -0.39373    -0.011856      0.28865      0.91371 HP_COMPLEX_FEBRILE_SEIZURE
HP_DEVELOPMENTAL_REGRESSION             SET     334     0.063331    0.0086342     0.056452      0.13097 HP_DEVELOPMENTAL_REGRESSION
HP_DISINHIBITION                        SET     191     0.010769    0.0011148     0.072866      0.44126 HP_DISINHIBITION
HP_DUPLICATION_OF_THUMB_PHAL...         SET      52     0.051776    0.0028079      0.13783      0.35359 HP_DUPLICATION_OF_THUMB_PHALANX
HP_DYSMENORRHEA                         SET      13     -0.36131   -0.0098078      0.28981      0.89373 HP_DYSMENORRHEA
HP_ENLARGED_CISTERNA_MAGNA              SET      38     0.025387    0.0011774      0.14615      0.43105 HP_ENLARGED_CISTERNA_MAGNA
HP_ERYTHROID_HYPOPLASIA                 SET      24      0.31229     0.011515      0.19249     0.052374 HP_ERYTHROID_HYPOPLASIA
HP_FOCAL_MOTOR_SEIZURE                  SET     104     0.025244    0.0019332      0.10574      0.40566 HP_FOCAL_MOTOR_SEIZURE
HP_GASTROESOPHAGEAL_REFLUX              SET     412     0.014845    0.0022428     0.050972      0.38543 HP_GASTROESOPHAGEAL_REFLUX
HP_GASTROINTESTINAL_INFARCTI...         SET      13      0.20936    0.0056831      0.27576      0.22387 HP_GASTROINTESTINAL_INFARCTIONS
HP_HYPOMIMIC_FACE                       SET      30     0.023798   0.00098089      0.17176       0.4449 HP_HYPOMIMIC_FACE
HP_HYPOPLASIA_OF_THE_CORPUS_...         SET     466     0.098958     0.015875     0.046757     0.017162 HP_HYPOPLASIA_OF_THE_CORPUS_CALLOSUM
HP_HYPOSMIA                             SET      54    0.0074498   0.00041168      0.14752      0.47986 HP_HYPOSMIA
HP_IMPAIRED_OROPHARYNGEAL_SW...         SET      11     -0.11616   -0.0029006      0.27804      0.66194 HP_IMPAIRED_OROPHARYNGEAL_SWALLOW_RESPONSE
HP_INCREASED_CSF_LACTATE                SET      78   -0.0095359   -0.0006329      0.11638      0.53265 HP_INCREASED_CSF_LACTATE
HP_INCREASED_MEAN_CORPUSCULA...         SET      36      0.29931     0.013512      0.15608     0.027584 HP_INCREASED_MEAN_CORPUSCULAR_VOLUME
HP_INCREASED_SERUM_LACTATE              SET     162    -0.048321   -0.0046107     0.077784      0.73277 HP_INCREASED_SERUM_LACTATE
HP_INTERICTAL_EEG_ABNORMALITY           SET     290      0.03597    0.0045754     0.061971      0.28081 HP_INTERICTAL_EEG_ABNORMALITY
HP_IRRITABILITY                         SET     203     0.044856    0.0047856     0.070656      0.26277 HP_IRRITABILITY
HP_LACTIC_ACIDOSIS                      SET     146    -0.051046   -0.0046261     0.082569      0.73178 HP_LACTIC_ACIDOSIS
HP_MACROCYTIC_ANEMIA                    SET      61      0.11191    0.0065713       0.1254       0.1861 HP_MACROCYTIC_ANEMIA
HP_MALIGNANT_GENITOURINARY_T...         SET      25      0.29971     0.011279      0.18878     0.056198 HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR
HP_MENINGITIS                           SET      70      0.62596     0.039366      0.11722   4.7107e-08 HP_MENINGITIS
HP_MENTAL_DETERIORATION                 SET     302      0.11394     0.014785     0.056784     0.022406 HP_MENTAL_DETERIORATION
HP_MULTICYSTIC_KIDNEY_DYSPLA...         SET     112      0.11468    0.0091113     0.094278      0.11193 HP_MULTICYSTIC_KIDNEY_DYSPLASIA
