GENEID	ENSID	Gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj			
ENSMUSG00000020185	ENSG00000165891	E2f7	59.8122935	0.006201961	0.040655741	0.152548227	0.197626382	0.881924894			
ENSMUSG00000075318	ENSG00000136531	Scn2a	52043.61398	-0.028266128	0.039028434	-0.724244485	0.197852262	0.882544107			
ENSMUSG00000059534	ENSG00000184076	Uqcr10	5449.674869	-0.028470126	0.042149326	-0.675458635	0.19788907	0.882544107			
ENSMUSG00000020440	ENSG00000004059	Arf5	5552.77152	-0.024117702	0.042203357	-0.57146405	0.197965728	0.882544107			
ENSMUSG00000025930	ENSG00000178860	Msc	34.55810569	0.004477343	0.040455584	0.110673052	0.198074135	0.882544107			
ENSMUSG00000021534	ENSG00000215217	1700001L19Rik	154.7371741	-0.005909228	0.040614565	-0.145495292	0.198081812	0.882544107			
ENSMUSG00000032498	ENSG00000076242	Mlh1	1230.122939	-0.016496618	0.04269174	-0.386412409	0.198082239	0.882544107			
ENSMUSG00000027489	ENSG00000125967	Necab3	491.6437189	-0.012543278	0.041808591	-0.300016753	0.198140059	0.882566243			
ENSMUSG00000042604	ENSG00000182255	Kcna4	21117.86931	-0.023566681	0.04039727	-0.583373111	0.198220041	0.882687057			
ENSMUSG00000016946	ENSG00000167977	Kctd5	2069.195978	0.023667052	0.042976005	0.550703859	0.198330763	0.882724936			
ENSMUSG00000019873	ENSG00000165476	Reep3	6750.111812	0.017088511	0.042953281	0.397839488	0.198361424	0.882724936			
ENSMUSG00000021356	ENSG00000137265	Irf4	29.40223917	-0.002644123	0.04031121	-0.065592746	0.198393942	0.882724936			
ENSMUSG00000024939	ENSG00000176973	Fam89b	768.4257569	0.017689082	0.042964351	0.411715339	0.198466279	0.882724936			
ENSMUSG00000020659	ENSG00000105879	Cbll1	1943.648622	0.02590834	0.042905802	0.603842347	0.198540669	0.882724936			
ENSMUSG00000040463	ENSG00000132382	Mybbp1a	3010.411041	-0.026509735	0.043259465	-0.612807729	0.198545713	0.882724936			
ENSMUSG00000081473	0	Gm4853	1.023719463	0.000657097	0.040240818	0.016329114	0.198656132	NA			
ENSMUSG00000037416	ENSG00000172869	Dmxl1	16593.09952	0.019918361	0.041942462	0.474897275	0.198740811	0.883357145			
ENSMUSG00000021819	ENSG00000214655	Zswim8	11332.87497	0.027357241	0.043008887	0.636083432	0.198926823	0.883455624			
ENSMUSG00000000159	0	Igsf5	46.06188626	0.004565061	0.040464704	0.112815877	0.198979143	0.883455624			
ENSMUSG00000118277	0	Gm50310	1.278547309	0.000561164	0.040239246	0.013945684	0.199033456	NA			
ENSMUSG00000027944	ENSG00000143575	Hax1	2730.842301	-0.022805463	0.042835298	-0.532398849	0.199040886	0.883455624			
ENSMUSG00000052005	0	Gm9864	5272.67432	0.020117286	0.041913171	0.479975281	0.199095747	0.883455624			
ENSMUSG00000026502	ENSG00000121644	Desi2	3373.981987	0.02452277	0.041478197	0.591220724	0.199111052	0.883455624			
ENSMUSG00000025150	0	Cbr2	52.95120368	0.004412652	0.040449528	0.109090322	0.199129154	0.883455624			
ENSMUSG00000058183	ENSG00000142606	Mmel1	51.4703703	-0.00493291	0.040499275	-0.121802426	0.1991333	0.883455624			
ENSMUSG00000044556	ENSG00000186118	Tex38	5.162364291	0.001940092	0.040276994	0.048168738	0.199169881	NA			
ENSMUSG00000034205	ENSG00000134013	Loxl2	428.2195718	0.013043428	0.041926697	0.311100772	0.199289061	0.883911828			
ENSMUSG00000031848	ENSG00000130520	Lsm4	1214.374926	-0.020848401	0.043579901	-0.478394873	0.199396857	0.88404806			
ENSMUSG00000039546	ENSG00000196581	Ajap1	4753.902544	-0.0180024	0.043292043	-0.415836235	0.199432459	0.88404806			
ENSMUSG00000020042	ENSG00000151136	Btbd11	844.5907128	0.008620751	0.04102201	0.210149399	0.199580971	0.88404806			
ENSMUSG00000092032	0	Vmn2r59	1462.698523	0.012648741	0.041824994	0.302420628	0.199706775	0.88404806			
ENSMUSG00000114367	0	Gm48216	6088.580555	0.016173783	0.042610259	0.379574857	0.199737572	0.88404806			
ENSMUSG00000034621	ENSG00000186566	Gpatch8	8654.630011	0.0213388	0.043847905	0.486654956	0.199743869	0.88404806			
ENSMUSG00000030872	ENSG00000103365	Gga2	2734.744209	-0.027547527	0.044705612	-0.616198396	0.199766189	0.88404806			
ENSMUSG00000066838	0	Zfp772	1105.903328	0.021293603	0.043700781	0.487259092	0.199849361	0.88404806			
ENSMUSG00000031388	ENSG00000102030	Naa10	1813.50209	-0.024454626	0.043318672	-0.564528522	0.199939093	0.88404806			
ENSMUSG00000049323	ENSG00000176994	Smcr8	5027.141455	-0.027382589	0.043094771	-0.63540398	0.199940008	0.88404806			
ENSMUSG00000086596	ENSG00000173705	Susd5	419.7874976	0.016099932	0.042614243	0.377806368	0.200015091	0.88404806			
ENSMUSG00000034163	ENSG00000133858	Zfc3h1	8406.211722	0.035768218	0.044167617	0.809829026	0.20004077	0.88404806			
ENSMUSG00000020260	ENSG00000186866	Pofut2	2350.278013	0.025372386	0.04388207	0.578194833	0.200108752	0.88404806			
ENSMUSG00000071652	ENSG00000185085	Ints5	1737.061586	0.022955203	0.043451773	0.528291521	0.20016576	0.88404806			
ENSMUSG00000117055	0	Gm9805	7.220313606	0.002265345	0.040292083	0.056223085	0.200230885	NA			
ENSMUSG00000040472	ENSG00000100949	Rabggta	3406.811761	-0.024597478	0.044154254	-0.557080593	0.200374845	0.88404806			
ENSMUSG00000023047	ENSG00000135409	Amhr2	51.29477308	0.003437111	0.040364698	0.085151411	0.200392225	0.88404806			
ENSMUSG00000098238	0	Gm8756	1.49880279	-0.000853792	0.040242957	-0.021215927	0.200394314	NA			
ENSMUSG00000032036	ENSG00000149571	Kirrel3	3942.621321	0.022916963	0.04349903	0.526838478	0.200421712	0.88404806			
ENSMUSG00000022217	ENSG00000100908	Emc9	915.9573244	-0.016958866	0.042747972	-0.396717435	0.200505179	0.88404806			
ENSMUSG00000058756	ENSG00000126351	Thra	38410.07646	0.028285849	0.039474642	0.716557469	0.200528073	0.88404806			
ENSMUSG00000021773	ENSG00000165644	Comtd1	307.7063322	-0.010557984	0.041366935	-0.255227605	0.200657492	0.88404806			
ENSMUSG00000019814	ENSG00000135521	Ltv1	1216.044216	-0.019670719	0.043351653	-0.453747848	0.200681363	0.88404806			
ENSMUSG00000043770	0	Gm12481	306.7335585	0.008338748	0.040988978	0.203438779	0.20071586	0.88404806			
ENSMUSG00000105714	0	Gm43380	1.317688277	-0.000567647	0.040239392	-0.014106757	0.20074269	NA			
ENSMUSG00000020198	ENSG00000065000	Ap3d1	17917.42685	0.025442709	0.045591496	0.55805822	0.20075925	0.88404806			
ENSMUSG00000036435	ENSG00000090989	Exoc1	4753.456296	-0.027737876	0.041454691	-0.669113086	0.200851469	0.88404806			
ENSMUSG00000041565	ENSG00000154655	L3mbtl4	230.9718787	0.010673664	0.041434097	0.257605808	0.200862596	0.88404806			
ENSMUSG00000049606	ENSG00000122482	Zfp644	24915.25563	-0.029850717	0.041441501	-0.720309743	0.20088284	0.88404806			
ENSMUSG00000037577	ENSG00000105131	Ephx3	50.85139968	-0.005394686	0.040517014	-0.133146182	0.200946717	0.88404806			
ENSMUSG00000030409	ENSG00000104936	Dmpk	1032.700126	0.017736242	0.043119767	0.411325086	0.200964787	0.88404806			
ENSMUSG00000026971	ENSG00000115221	Itgb6	6.531072731	0.001842648	0.040272243	0.045754788	0.200997671	NA			
ENSMUSG00000000420	ENSG00000141429	Galnt1	5365.877536	0.027819816	0.039736314	0.700110652	0.201003849	0.88404806			
ENSMUSG00000025197	0	Cyp2c23	37.70090998	-0.005127851	0.040519504	-0.126552668	0.201052182	0.88404806			
ENSMUSG00000083306	0	Gm13868	22.26391603	0.00339024	0.040361827	0.083996199	0.201138435	0.88404806			
ENSMUSG00000005374	ENSG00000106638	Tbl2	2716.432781	0.020821111	0.044104868	0.472081924	0.201171592	0.88404806			
ENSMUSG00000038702	ENSG00000171451	Dsel	5313.821779	0.020751521	0.043510924	0.476926694	0.201253142	0.88404806			
ENSMUSG00000019478	ENSG00000168118	Rab4a	1663.311738	-0.023427992	0.043358504	-0.540332118	0.201264467	0.88404806			
ENSMUSG00000033006	ENSG00000100146	Sox10	4290.87561	-0.026231318	0.042830251	-0.612448387	0.201282756	0.88404806			
ENSMUSG00000005320	ENSG00000160867	Fgfr4	5.857249189	-0.001708961	0.040266353	-0.042441404	0.201378051	NA			
ENSMUSG00000028573	ENSG00000172456	Fggy	834.8169503	-0.018632167	0.043065766	-0.432644505	0.201407484	0.88404806			
ENSMUSG00000082935	0	Gm7658	60.64239715	-0.006721946	0.040719136	-0.165080761	0.201411869	0.88404806			
ENSMUSG00000039109	ENSG00000124491	F13a1	217.988015	-0.009826962	0.041213212	-0.238442027	0.201419865	0.88404806			
ENSMUSG00000025983	ENSG00000144395	Ccdc150	17.97723356	0.003374001	0.040359981	0.083597677	0.201441552	0.88404806			
ENSMUSG00000026198	ENSG00000115657	Abcb6	2148.929422	-0.024946692	0.044167155	-0.564824503	0.201461768	0.88404806			
ENSMUSG00000054091	ENSG00000164096	1810037I17Rik	2644.115556	-0.02241135	0.044309238	-0.50579407	0.201519161	0.88404806			
ENSMUSG00000061517	ENSG00000125285	Sox21	783.0195383	0.013502103	0.042013705	0.321373785	0.201543264	0.88404806			
ENSMUSG00000098781	0	Gm28044	14.15485437	0.002580119	0.040308073	0.064009983	0.201598928	NA			
ENSMUSG00000038351	ENSG00000141258	Sgsm2	7707.447445	0.026565088	0.041986979	0.632698229	0.201655232	0.884131151			
ENSMUSG00000091712	ENSG00000103184	Sec14l5	3339.64334	-0.019863659	0.043494548	-0.456693079	0.201668097	0.884131151			
ENSMUSG00000001285	ENSG00000139637	Myg1	1946.25641	0.023255043	0.043301328	0.537051493	0.201859959	0.884572414			
ENSMUSG00000083055	0	Gm14140	3.59301625	0.001383501	0.040256446	0.034367195	0.201892351	NA			
ENSMUSG00000042489	ENSG00000092853	Clspn	2894.285676	-0.018188184	0.042904531	-0.423922227	0.201913947	0.884572414			
ENSMUSG00000069584	ENSG00000198271	Gm10272	3.605132707	-0.001460928	0.040259052	-0.03628819	0.202054064	NA			
ENSMUSG00000041491	ENSG00000148019	Cep78	950.9547259	0.01961336	0.043356623	0.452372864	0.202073828	0.884572414			
ENSMUSG00000090762	0	Vmn2r56	250.1393941	0.011344858	0.041478552	0.273511419	0.202157065	0.884572414			
ENSMUSG00000028378	ENSG00000106853	Ptgr1	72.64502876	-0.006794114	0.040727673	-0.166818126	0.202173278	0.884572414			
ENSMUSG00000098923	ENSG00000226479	Tmem185b	1189.068589	0.021331365	0.043181192	0.493996682	0.202188312	0.884572414			
ENSMUSG00000026399	ENSG00000196352	Cd55	412.9921269	-0.011211475	0.041524038	-0.269999635	0.202314827	0.884572414			
ENSMUSG00000067010	0	Vmn2r10	31.32685302	-0.00392905	0.040401222	-0.097250767	0.202349623	0.884572414			
ENSMUSG00000008090	ENSG00000127418	Fgfrl1	1227.030975	0.021297712	0.043218707	0.492789201	0.202381824	0.884572414			
ENSMUSG00000020098	ENSG00000166228	Pcbd1	164.7267863	0.010483342	0.041397765	0.253234495	0.202576143	0.884572414			
ENSMUSG00000052551	ENSG00000185736	Adarb2	3150.730061	0.018340643	0.043027955	0.426249471	0.202582132	0.884572414			
ENSMUSG00000089790	0	Gm16588	153.2440937	0.00933015	0.041117114	0.226916467	0.202671424	0.884572414			
ENSMUSG00000052974	ENSG00000197446	Cyp2f2	6.505587809	0.001401382	0.040256953	0.034810924	0.202719217	NA			
ENSMUSG00000025504	ENSG00000177106	Eps8l2	345.0163415	-0.012837151	0.041852829	-0.30672123	0.202779748	0.884572414			
ENSMUSG00000022094	ENSG00000104635	Slc39a14	3384.825805	0.014918426	0.040977087	0.364067508	0.202886827	0.884572414			
ENSMUSG00000050010	ENSG00000178343	Shisa3	17.77170096	0.00213865	0.040285967	0.053086724	0.202930778	0.884572414			
ENSMUSG00000039197	ENSG00000156110	Adk	4088.791806	0.013871674	0.037793302	0.367040527	0.202934549	0.884572414			
ENSMUSG00000070390	ENSG00000091592	Nlrp1b	92.73490167	-0.006351982	0.040662371	-0.156212781	0.203037169	0.884572414			
ENSMUSG00000094520	ENSG00000167360	Olfr635	4588.748991	0.013964479	0.041396354	0.337335968	0.203048812	0.884572414			
ENSMUSG00000030291	ENSG00000152944	Med21	1373.698816	0.01825376	0.04307183	0.423798112	0.203070353	0.884572414			
ENSMUSG00000051590	ENSG00000176601	Map3k19	801.7187412	0.01893035	0.043138968	0.438822502	0.203116224	0.884572414			
ENSMUSG00000071714	ENSG00000100368	Csf2rb2	26.13469827	0.00427621	0.040433853	0.10575816	0.203148801	0.884572414			
ENSMUSG00000044122	ENSG00000167525	Proca1	118.4219593	0.008474586	0.040972228	0.206837318	0.203187299	0.884572414			
ENSMUSG00000059921	ENSG00000182168	Unc5c	6972.14083	0.020974182	0.042980168	0.48799675	0.203217001	0.884572414			
ENSMUSG00000069833	ENSG00000124942	Ahnak	15919.38595	0.02687071	0.044031637	0.610259152	0.203241993	0.884572414			
ENSMUSG00000028661	ENSG00000070886	Epha8	1866.577484	-0.015629789	0.042517282	-0.367610251	0.20331659	0.884572414			
ENSMUSG00000049526	0	Tmem202	73.12960556	0.006627578	0.04070428	0.162822641	0.203442242	0.884572414			
ENSMUSG00000052942	ENSG00000107249	Glis3	436.4657239	0.009877431	0.041238715	0.239518409	0.203455218	0.884572414			
ENSMUSG00000050612	ENSG00000168454	Txndc2	13.80713215	0.002773933	0.040319823	0.06879824	0.203467066	NA			
ENSMUSG00000040537	ENSG00000008277	Adam22	40342.24992	-0.026038932	0.037362784	-0.696921615	0.203476848	0.884572414			
ENSMUSG00000083996	0	Gm11649	2.42444463	0.000898632	0.040244022	0.022329589	0.203488407	NA			
ENSMUSG00000031840	ENSG00000105649	Rab3a	21214.64168	-0.028358628	0.037388685	-0.758481563	0.203492287	0.884572414			
ENSMUSG00000057116	0	AF366264	8.815677446	0.002516977	0.040304379	0.062449218	0.203516109	NA			
ENSMUSG00000029165	ENSG00000084693	Agbl5	1400.502127	-0.020902462	0.044252142	-0.472349158	0.20352255	0.884572414			
ENSMUSG00000041688	ENSG00000126016	Amot	3288.48457	0.023848666	0.042388063	0.562626934	0.203536209	0.884572414			
ENSMUSG00000028086	ENSG00000109670	Fbxw7	12217.9999	-0.027858746	0.03595913	-0.774733606	0.203612449	0.884572414			
ENSMUSG00000031538	ENSG00000104368	Plat	3298.297993	-0.025793548	0.044037053	-0.585723765	0.203634823	0.884572414			
ENSMUSG00000111517	ENSG00000225997	Olfr1238	1084.277679	0.01072674	0.041405588	0.259065025	0.203682292	0.884572414			
ENSMUSG00000048234	ENSG00000163162	Rnf149	2582.239962	0.024181683	0.04377891	0.552359183	0.203759198	0.884572414			
ENSMUSG00000072421	0	Gm10357	2.673323409	-0.000850982	0.040243208	-0.02114599	0.203767671	NA			
ENSMUSG00000017721	ENSG00000124155	Pigt	2895.497494	0.024306193	0.042427261	0.572890939	0.203821337	0.884572414			
ENSMUSG00000027408	ENSG00000088882	Cpxm1	349.5036171	-0.011089124	0.041481809	-0.267324975	0.20383356	0.884572414			
ENSMUSG00000038503	ENSG00000117899	Mesd	3381.909057	-0.01647971	0.041730606	-0.394907029	0.204050277	0.884572414			
ENSMUSG00000014668	ENSG00000072609	Chfr	3003.972333	0.022520694	0.042377571	0.531429569	0.204120494	0.884572414			
ENSMUSG00000036131	ENSG00000165694	Frmd7	37.6631857	0.004174883	0.040424698	0.103275545	0.204130321	0.884572414			
ENSMUSG00000050605	ENSG00000167380	Zfp61	1519.447421	-0.019673841	0.04315672	-0.455869696	0.204198752	0.884572414			
ENSMUSG00000036617	ENSG00000120549	Etl4	4887.146799	-0.019314122	0.043438173	-0.444634767	0.204234231	0.884572414			
ENSMUSG00000051486	ENSG00000113209	Pcdhb11	791.5163252	-0.015302764	0.042433255	-0.360631396	0.204239268	0.884572414			
ENSMUSG00000024493	ENSG00000133706	Lars	5134.903113	0.017613797	0.042055115	0.418826505	0.204246887	0.884572414			
ENSMUSG00000034154	ENSG00000128908	Ino80	3426.095139	-0.024961414	0.042984066	-0.580713189	0.204249915	0.884572414			
ENSMUSG00000039367	ENSG00000176986	Sec24c	6462.307181	0.026443227	0.041692733	0.634240675	0.20425116	0.884572414			
ENSMUSG00000015850	ENSG00000143382	Adamtsl4	965.574433	-0.012600504	0.04179034	-0.301517151	0.204265245	0.884572414			
ENSMUSG00000029436	ENSG00000198598	Mmp17	17032.67761	0.02869778	0.040096306	0.7157213	0.204402637	0.884572414			
ENSMUSG00000030847	ENSG00000151929	Bag3	418.0220994	0.011506896	0.041565467	0.276837892	0.204412537	0.884572414			
ENSMUSG00000042492	ENSG00000169221	Tbc1d10b	6498.805736	-0.025438185	0.042362917	-0.600482382	0.204417327	0.884572414			
ENSMUSG00000020523	ENSG00000055147	Fam114a2	3893.810285	0.024493398	0.041009126	0.597267016	0.204573393	0.884610556			
ENSMUSG00000044783	ENSG00000123485	Hjurp	6265.600259	-0.026001023	0.042292862	-0.61478514	0.204573507	0.884610556			
ENSMUSG00000021009	ENSG00000070778	Ptpn21	374.6590988	-0.014734379	0.042249108	-0.34875007	0.204608098	0.884610556			
ENSMUSG00000006269	ENSG00000116039	Atp6v1b1	1.664911274	0.000455223	0.040237701	0.011313334	0.204630296	NA			
ENSMUSG00000113451	0	Gm47421	1.664911274	0.000455223	0.040237701	0.011313334	0.204630296	NA			
ENSMUSG00000115030	0	Gm49274	2227.517953	0.012467089	0.041760727	0.298536203	0.204638037	0.884610556			
ENSMUSG00000066900	ENSG00000111707	Suds3	6339.593544	0.029261294	0.040277221	0.726497328	0.204741303	0.884678103			
ENSMUSG00000037578	ENSG00000107593	Pkd2l1	109.2214147	-0.00739411	0.040807969	-0.181192801	0.204759618	0.884678103			
ENSMUSG00000017765	ENSG00000124067	Slc12a4	1677.405189	0.022599596	0.043062321	0.524811384	0.204856968	0.884770847			
ENSMUSG00000031537	ENSG00000104365	Ikbkb	4634.749185	0.022692353	0.042446238	0.534614008	0.204887051	0.884770847			
ENSMUSG00000079298	ENSG00000111796	Klrb1b	1.309140096	0.00053725	0.040238848	0.013351529	0.204907717	NA			
ENSMUSG00000026638	ENSG00000117595	Irf6	129.4563136	-0.00850273	0.040984333	-0.207462947	0.204965963	0.884882786			
ENSMUSG00000013338	0	Fer1l4	1.933848331	0.001083391	0.040248043	0.026917846	0.204977666	NA			
ENSMUSG00000022324	ENSG00000132561	Matn2	885.1591801	-0.011892927	0.041631943	-0.285668317	0.205116986	0.885027669			
ENSMUSG00000054666	ENSG00000176231	Olfr63	813.1730619	0.012402023	0.041803742	0.29667257	0.205188288	0.885027669			
ENSMUSG00000116652	ENSG00000286102	B830017H08Rik	113.4162724	-0.00731107	0.040790895	-0.179232878	0.205199503	0.885027669			
ENSMUSG00000032666	ENSG00000116667	1700025G04Rik	4239.535465	-0.022903012	0.041063278	-0.557749244	0.205211518	0.885027669			
ENSMUSG00000098021	0	Gm9522	15.43785104	0.002367212	0.040296661	0.058744609	0.205344307	0.885293478			
ENSMUSG00000024515	ENSG00000141646	Smad4	8385.978084	0.018963318	0.043041763	0.440579483	0.205425278	0.885293478			
ENSMUSG00000006649	ENSG00000161270	Nphs1	252.765429	0.008476102	0.040984104	0.206814365	0.205459714	0.885293478			
ENSMUSG00000029287	ENSG00000069702	Tgfbr3	2140.360203	-0.012585352	0.041765113	-0.301336485	0.20548521	0.885293478			
ENSMUSG00000033544	ENSG00000116194	Angptl1	50.4343108	-0.004736983	0.040478688	-0.117024125	0.205568045	0.885421918			
ENSMUSG00000024290	ENSG00000067900	Rock1	7494.904433	0.008072502	0.037631813	0.214512706	0.205661198	0.885565092			
ENSMUSG00000053754	ENSG00000100888	Chd8	12249.40778	0.024359334	0.040017893	0.608711059	0.20572255	0.885565092			
ENSMUSG00000081003	0	Gm14301	36.35547326	0.00464085	0.040467008	0.114682318	0.205760378	0.885565092			
ENSMUSG00000036533	ENSG00000163171	Cdc42ep3	3166.883845	0.01310263	0.041936759	0.312437822	0.205822548	0.885604412			
ENSMUSG00000029722	ENSG00000106351	Agfg2	5388.756959	-0.024006687	0.042624607	-0.563211927	0.205876285	0.885607441			
ENSMUSG00000044748	0	Defb1	4.455098141	0.001590986	0.040262899	0.039514933	0.205884279	NA			
ENSMUSG00000040724	ENSG00000177301	Kcna2	28082.52216	-0.022489528	0.039583574	-0.568153038	0.205966279	0.885766391			
ENSMUSG00000046082	ENSG00000164325	Tmem174	14.38000131	-0.002442739	0.040300127	-0.060613684	0.20606844	NA			
ENSMUSG00000003033	ENSG00000072958	Ap1m1	3237.610705	-0.024642585	0.041603946	-0.592313643	0.206091466	0.886076567			
ENSMUSG00000073609	ENSG00000180902	D2hgdh	1294.001435	0.012209609	0.041703827	0.292769506	0.206177226	0.886217115			
ENSMUSG00000024556	ENSG00000082212	Me2	6084.457401	0.01472256	0.041155214	0.357732561	0.206335213	0.886667966			
ENSMUSG00000053477	ENSG00000196628	Tcf4	15447.63202	0.02743177	0.042396022	0.647036418	0.206465103	0.886997878			
ENSMUSG00000097798	0	Gm26898	1.505676085	-0.000825551	0.04024231	-0.020514509	0.20655927	NA			
ENSMUSG00000102915	0	Gm32460	0.99448927	0.000645402	0.040240555	0.016038596	0.206561755	NA			
ENSMUSG00000048655	ENSG00000242715	Ccdc169	33.3520742	-0.003841412	0.040392604	-0.095101861	0.206862747	0.888477626			
ENSMUSG00000028825	ENSG00000187010	Rhd	4.402055888	0.001322941	0.040253599	0.032865152	0.206968574	NA			
ENSMUSG00000066592	0	Gm7589	2.32459965	-0.000938137	0.040244832	-0.023310734	0.207003285	NA			
ENSMUSG00000025731	ENSG00000130731	Mettl26	877.33712	0.016458151	0.042446409	0.387739525	0.207138761	0.889355692			
ENSMUSG00000081071	0	Gm9836	9.26010067	-0.001371527	0.040255581	-0.03407048	0.207162618	NA			
ENSMUSG00000036473	ENSG00000162065	Tbc1d24	5638.790726	-0.013008532	0.039035593	-0.333247982	0.207199904	0.889355692			
ENSMUSG00000112013	0	Gm47967	3118.42269	0.014603242	0.042170607	0.346289581	0.207241055	0.889355692			
ENSMUSG00000029999	ENSG00000163235	Tgfa	16216.18765	-0.027604624	0.041620496	-0.663245913	0.207280218	0.889355692			
ENSMUSG00000094531	ENSG00000205409	Olfr671	75.15871532	0.006204989	0.04064236	0.152672947	0.207345435	0.88940699			
ENSMUSG00000045284	ENSG00000198354	Dcaf12l1	4275.881658	-0.024155248	0.042524847	-0.568026693	0.207736531	0.890586591			
ENSMUSG00000025047	ENSG00000148843	Pdcd11	2824.350866	0.024256775	0.043156487	0.562065564	0.207747429	0.890586591			
ENSMUSG00000038412	ENSG00000181061	Higd1a	5473.397893	-0.026076971	0.039349515	-0.66270119	0.207797602	0.890586591			
ENSMUSG00000067279	ENSG00000119938	Ppp1r3c	5800.914512	0.023034784	0.043332791	0.531578603	0.20784161	0.890586591			
ENSMUSG00000066896	0	Olfr18	5.884955331	0.001684284	0.040266134	0.041828793	0.208023489	NA			
ENSMUSG00000043673	ENSG00000170745	Kcns3	245.1737411	0.011280757	0.041490529	0.271887528	0.208050539	0.890586591			
ENSMUSG00000044948	ENSG00000197748	Cfap43	282.9827935	0.007935726	0.040887136	0.194088571	0.208086111	0.890586591			
ENSMUSG00000001143	ENSG00000114988	Lman2l	2085.796665	0.01980038	0.042620884	0.464569917	0.208217141	0.890586591			
ENSMUSG00000005161	ENSG00000167815	Prdx2	12297.66437	-0.02574804	0.040404483	-0.637257009	0.208221307	0.890586591			
ENSMUSG00000038697	ENSG00000135801	Taf5l	2122.436926	-0.024138948	0.043746188	-0.551795472	0.208297726	0.890586591			
ENSMUSG00000024286	ENSG00000108100	Ccny	15428.36619	0.029761157	0.037255819	0.798832444	0.208365338	0.890586591			
ENSMUSG00000113262	0	Gm48551	188.4766637	0.009485911	0.041160911	0.230459211	0.208375881	0.890586591			
ENSMUSG00000093456	0	Gm20662	80.95390498	0.006727826	0.040712614	0.165251644	0.208496017	0.890586591			
ENSMUSG00000022053	ENSG00000221818	Ebf2	14.95257585	0.002517498	0.040303356	0.062463734	0.208499868	0.890586591			
ENSMUSG00000066113	ENSG00000178031	Adamtsl1	872.8853476	-0.019842556	0.042749526	-0.464158506	0.208500095	0.890586591			
ENSMUSG00000031010	ENSG00000124486	Usp9x	60678.89902	0.017337725	0.034408459	0.503879713	0.208511783	0.890586591			
ENSMUSG00000107037	0	Gm29793	1.436470865	0.000809742	0.040242136	0.020121739	0.208526206	NA			
ENSMUSG00000025485	ENSG00000177963	Ric8a	4182.227446	0.022905722	0.043131293	0.531069677	0.208574025	0.890586591			
ENSMUSG00000002550	ENSG00000130717	Uck1	3385.096061	-0.01696345	0.042022064	-0.403679599	0.208630748	0.890586591			
ENSMUSG00000025648	ENSG00000114268	Pfkfb4	990.2751117	-0.019923328	0.043493367	-0.458077382	0.208635839	0.890586591			
ENSMUSG00000025026	ENSG00000148700	Add3	11791.904	0.02767003	0.039063937	0.708326703	0.208662675	0.890586591			
ENSMUSG00000053025	ENSG00000185518	Sv2b	19654.25918	-0.016163115	0.041633808	-0.388220922	0.208687067	0.890586591			
ENSMUSG00000102471	0	Gm5100	1.469175442	-0.000816869	0.040241615	-0.020299113	0.208696678	NA			
ENSMUSG00000022797	ENSG00000072274	Tfrc	10813.8022	0.02935612	0.045559611	0.644345271	0.208960375	0.891082254			
ENSMUSG00000083716	0	Gm13436	1.732695593	-0.000728113	0.040241012	-0.018093808	0.208983039	NA			
ENSMUSG00000050666	ENSG00000165633	Vstm4	390.1495156	-0.013387978	0.041926659	-0.319318973	0.209004438	0.891082254			
ENSMUSG00000038047	ENSG00000147874	Haus6	998.0453224	-0.014040641	0.042133739	-0.333239847	0.209008707	0.891082254			
ENSMUSG00000042510	ENSG00000182795	AA986860	254.8323635	-0.012438403	0.041691097	-0.298346747	0.209056145	0.891082254			
ENSMUSG00000118653	ENSG00000108106	AC159819.1	80.94772595	0.004950712	0.040495694	0.122252798	0.209098165	0.891082254			
ENSMUSG00000039519	ENSG00000172817	Cyp7b1	1045.289435	-0.021268133	0.043076799	-0.493725927	0.209129482	0.891082254			
ENSMUSG00000081574	0	Gm14429	36.89673221	0.004647049	0.040464822	0.114841703	0.209232448	0.891082254			
ENSMUSG00000022382	ENSG00000188064	Wnt7b	1224.299088	0.018272526	0.042550423	0.429432285	0.209282494	0.891082254			
ENSMUSG00000026723	ENSG00000107614	Trdmt1	493.3959821	-0.01377	0.041972541	-0.328071627	0.209306911	0.891082254			
ENSMUSG00000031839	0	Hsbp1	10904.33636	-0.028939322	0.04252853	-0.680468433	0.209412122	0.891082254			
ENSMUSG00000023755	ENSG00000167550	Rhebl1	253.9651104	-0.011774253	0.041568778	-0.283247505	0.209441068	0.891082254			
ENSMUSG00000022496	ENSG00000048462	Tnfrsf17	18.38408021	-0.003151057	0.040341039	-0.078110467	0.209469142	0.891082254			
ENSMUSG00000030000	ENSG00000075340	Add2	47070.26384	-0.017287642	0.033094176	-0.52237718	0.209568921	0.891082254			
ENSMUSG00000019768	ENSG00000091831	Esr1	114.6876821	0.007708384	0.040843794	0.188728406	0.209598068	0.891082254			
ENSMUSG00000037762	ENSG00000165449	Slc16a9	324.0190763	-0.012734075	0.041758737	-0.304943965	0.209737095	0.891082254			
ENSMUSG00000064370	ENSG00000198727	mt-Cytb	276631.4864	-0.026263607	0.04114035	-0.638390457	0.209791956	0.891082254			
ENSMUSG00000093910	ENSG00000236609	Zfp853	110.0316929	-0.007016699	0.040744741	-0.172211168	0.209965968	0.891082254			
