GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
ENSG00000084710    2   25259973   25387004    265      31  22389      -1.2797      0.89967         0.82529         0.86381
ENSG00000115138    2   25378722   25396559     39      16  22389      -0.4537      0.67498         0.51137         0.78067
ENSG00000119772    2   25446421   25570459    218      49  22389      0.48984      0.31212         0.38555         0.24277
ENSG00000138101    2   25595067   25901516    458      56  22389        1.586     0.056375        0.020825         0.24974
ENSG00000143970    2   25957253   26106312    354      27  22389        1.194      0.11623        0.039021         0.52116
ENSG00000084731    2   26144455   26210443    193      37  22389     -0.24531      0.59689         0.43022         0.68173
ENSG00000084733    2   26251729   26365323    204      24  22389      0.33286      0.36962          0.3147         0.38226
ENSG00000084754    2   26408504   26472665    121      14  22389     -0.43475      0.66813         0.41742         0.79247
ENSG00000138029    2   26462616   26518333     93      17  22389     -0.63185      0.73626         0.53238         0.77588
ENSG00000173567    2   26526041   26574685    128      29  22389     0.062141      0.47523         0.74201         0.26383
ENSG00000157856    2   26619784   26684579    131      28  22389     -0.51789      0.69773          0.5602         0.75847
ENSG00000115155    2   26675071   26786566    349      48  22389     -0.57267      0.71656         0.50822         0.87854
ENSG00000157884    2   26799073   26869211    173      36  22389       1.0862       0.1387        0.068622         0.36278
ENSG00000171303    2   26910581   26959066     96      21  22389      0.71535       0.2372         0.36513         0.16032
ENSG00000213699    2   26982131   27009099     35      10  22389       1.2854     0.099319         0.16736        0.078138
ENSG00000115163    2   27003857   27028935     52      10  22389      0.83243      0.20258        0.077447         0.56545
ENSG00000157851    2   27065969   27178219    184      26  22389       2.0135     0.022033        0.070038        0.020103
ENSG00000084764    2   27188525   27255087     76      17  22389      0.40187      0.34389         0.14027         0.78683
ENSG00000119777    2   27250774   27269565      9       3  22389      0.98181       0.1631         0.16555         0.16468
ENSG00000084693    2   27269291   27298490     43      14  22389       1.0747      0.14124        0.094053         0.24272
ENSG00000228474    2   27288340   27299567     17       8  22389       1.4183     0.078051        0.062784         0.12339
ENSG00000138080    2   27296435   27314271     19       8  22389       1.1862      0.11778        0.064954         0.26782
ENSG00000138030    2   27304611   27328619     30       9  22389       1.0193      0.15402        0.063559         0.42776
ENSG00000138028    2   27317159   27346995     43      13  22389       1.6723     0.047237        0.068095        0.054267
ENSG00000143994    2   27341632   27358680     24       9  22389      0.69521      0.24346         0.22903           0.263
ENSG00000138073    2   27348624   27362542     22       9  22389       1.2841     0.099552        0.092466         0.13682
ENSG00000186143    2   27354715   27367332     26      11  22389       1.8329     0.033408        0.036868        0.060385
ENSG00000163792    2   27366835   27381402     24       8  22389       1.8906     0.029339        0.036752        0.041419
ENSG00000138074    2   27417455   27440175     46      12  22389      0.01301      0.49481         0.27954         0.80749
ENSG00000138085    2   27429899   27445046     48      12  22389      0.64958      0.25798         0.28971         0.23087
ENSG00000084774    2   27435258   27471660    102      18  22389      0.36415      0.35787         0.34348         0.34731
ENSG00000115194    2   27472440   27506093     60      14  22389      0.24334      0.40387         0.53841          0.2788
ENSG00000163793    2   27493289   27510214     21       9  22389      0.49588      0.30999         0.58179         0.15989
ENSG00000138100    2   27500297   27535307     49      15  22389      0.33962      0.36707         0.41435         0.29995
ENSG00000163794    2   27525265   27536130     14       7  22389     0.058209      0.47679         0.49559         0.42447
ENSG00000115204    2   27527360   27550969     24      11  22389     -0.66944      0.74839         0.69106         0.71058
ENSG00000115207    2   27543716   27585243     35      14  22389       0.2321      0.40823         0.62223         0.24221
ENSG00000115211    2   27582219   27598324     23      12  22389      -1.4146      0.92141         0.84299         0.92583
ENSG00000115234    2   27588363   27605400     21      10  22389       1.7676     0.038566         0.38795       0.0060806
ENSG00000163795    2   27595098   27608733     18       7  22389       1.7965      0.03621         0.42954       0.0048401
ENSG00000115241    2   27599066   27637550     50      13  22389       1.9366     0.026399         0.30192       0.0066617
ENSG00000115216    2   27646473   27670126     33       8  22389     -0.50182       0.6921         0.89663         0.43975
ENSG00000157992    2   27660233   27674348     15       6  22389      -1.1445       0.8738         0.88292         0.75877
ENSG00000138002    2   27662240   27717575     78      16  22389       1.2396      0.10756         0.60371        0.029888
ENSG00000115226    2   27709750   27723126     22       6  22389       1.7308     0.041742         0.31929       0.0099971
ENSG00000084734    2   27714470   27751556     63      14  22389       1.7071     0.043899         0.23539        0.017831
ENSG00000221843    2   27794389   27810589     19       8  22389       1.8593     0.031489        0.051933        0.029845
ENSG00000243943    2   27800836   27851082     92      13  22389       1.9124     0.027914        0.031358        0.049861
ENSG00000176714    2   27843408   27856898     31       8  22389       1.4512     0.073357         0.22109        0.031969
ENSG00000198522    2   27846515   27878713     79      13  22389       1.8298     0.033637         0.16986       0.0098892
ENSG00000119760    2   27868679   27891707     39      11  22389       2.1073     0.017545         0.13107       0.0055963
ENSG00000163798    2   27881338   27922847     63      14  22389       0.5236      0.30028         0.20779         0.42017
ENSG00000243147    2   27989584   28007608     27      12  22389       1.3807     0.083683        0.069393         0.13617
ENSG00000171174    2   27999266   28118223    225      26  22389      0.28576      0.38753          0.1904         0.71046
ENSG00000075426    2   28610704   28642516     57      15  22389     -0.25991      0.60253         0.51223         0.63128
ENSG00000163803    2   28713938   28871654    601      71  22389       1.6162      0.05302        0.058245        0.085681
ENSG00000213639    2   28969614   29030806    122      20  22389      -2.1533      0.98435         0.99003         0.92089
ENSG00000163806    2   29028462   29078476     67      14  22389      0.37587      0.35351         0.89159         0.12798
ENSG00000171103    2   29067687   29098175     47      12  22389      -1.3486      0.91127         0.92252         0.77809
ENSG00000163811    2   29112533   29176080    204      22  22389     -0.23937      0.59459          0.3438         0.84122
ENSG00000115295    2   29315542   29411679    212      33  22389     -0.94438      0.82751         0.63801         0.92569
ENSG00000171094    2   29410640   30149477   2676     129  22389      0.55707      0.28874         0.66822         0.12224
ENSG00000119801    2   30364750   30388399     44      14  22389     -0.32853      0.62875         0.70572         0.49058
ENSG00000213626    2   30449397   30487899    115      23  22389      -3.2757      0.99947         0.99864         0.99361
ENSG00000172954    2   30665102   30872091    690      28  22389       1.9043     0.028436        0.077685        0.026373
ENSG00000162949    2   30940637   31035383    371      63  22389       1.2394      0.10761         0.29112        0.053313
ENSG00000158089    2   31128331   31366592    863      62  22389       -1.723      0.95755         0.97613         0.84007
ENSG00000214711    2   31390922   31461724    417      39  22389     -0.96093      0.83171         0.65658         0.85112
ENSG00000013016    2   31451880   31496260    147      30  22389      0.62854      0.26483         0.10506         0.66738
ENSG00000158125    2   31552188   31642611    294      47  22389     -0.33109      0.62971         0.45894         0.76029
ENSG00000277893    2   31744656   31811040    149      23  22389     -0.58349      0.72022         0.72931         0.58352
ENSG00000162959    2   32087892   32241116    299      25  22389     -0.34656      0.63554         0.89988         0.35406
ENSG00000162961    2   32240856   32269890     80      19  22389     -0.27098       0.6068         0.79932         0.36964
ENSG00000021574    2   32283660   32387706    247      31  22389     -0.90109      0.81623         0.60456         0.91936
ENSG00000152683    2   32385910   32454181    171      26  22389     -0.25953      0.60239         0.41503         0.73018
ENSG00000091106    2   32444518   32495812    106      23  22389      0.25586      0.39903          0.2644         0.53506
ENSG00000119820    2   32497958   32538074     86      22  22389     -0.36334      0.64183         0.64285         0.54094
ENSG00000115760    2   32576735   32848966    530      31  22389     -0.10942      0.54357          0.3209          0.7518
ENSG00000018699    2   32848087   33051118    726      44  22389     -0.94623      0.82798         0.67121         0.90254
ENSG00000049323    2   33167221   33629576   1918      82  22389     0.090346      0.46401         0.37512          0.4894
ENSG00000152689    2   33656416   33794798    461      74  22389       2.5653    0.0051542        0.019254       0.0080162
ENSG00000119812    2   33803727   33829362     65      17  22389     -0.31437      0.62338         0.74629         0.46761
ENSG00000150938    2   36578370   36783278    541      55  22389       2.8515    0.0021758        0.011507       0.0026704
ENSG00000171055    2   36774397   36830333    172      25  22389      0.88703      0.18753         0.31881         0.12316
ENSG00000205221    2   36918833   37046937    466      68  22389      0.40216      0.34378         0.32933         0.33091
ENSG00000115808    2   37059841   37198673    343      29  22389     -0.36268      0.64158         0.57967         0.55395
ENSG00000008869    2   37203153   37316485    320      33  22389     -0.41252      0.66002         0.64037         0.57778
ENSG00000152133    2   37306594   37331387     64      15  22389      -1.1145      0.86748         0.82631         0.75377
ENSG00000055332    2   37327281   37389190    206      26  22389     -0.50313      0.69256         0.64829         0.59018
ENSG00000138068    2   37389963   37428230    261      22  22389       0.9596      0.16863         0.19968         0.16739
ENSG00000115816    2   37423772   37463740     88      23  22389       2.1241     0.016831         0.02154        0.032577
ENSG00000003509    2   37453774   37481303     88      20  22389       1.5884       0.0561        0.023421         0.21294
ENSG00000115825    2   37472645   37556915    310      25  22389        1.187      0.11761         0.10611         0.16351
ENSG00000115828    2   37566742   37605465    135      33  22389      0.53201      0.29736          0.2912         0.29477
ENSG00000163171    2   37864025   37904678    144      23  22389       -1.638      0.94929         0.90285         0.93182
ENSG00000115841    2   38147462   38299285    430      29  22389      0.49635      0.30982         0.69464         0.13221
ENSG00000138061    2   38289746   38308323     36       8  22389       1.3698     0.085376        0.049374         0.17858
ENSG00000119787    2   38517027   38609432    197      30  22389     0.020917      0.49166          0.2851         0.73307
ENSG00000143889    2   38784120   38835178    124      21  22389     -0.69523      0.75655         0.72464         0.69093
ENSG00000143891    2   38888052   38966909    203      30  22389    -0.095944      0.53822         0.42599         0.58755
ENSG00000115875    2   38965741   38983636     23       9  22389       1.1213      0.13107        0.069788         0.29454
ENSG00000152147    2   39000327   39014598     30      10  22389       0.5008      0.30826         0.21191         0.43462
ENSG00000163214    2   39019871   39108021    183      27  22389    -0.068773      0.52741         0.46145         0.50702
ENSG00000188010    2   39098103   39114850     43      11  22389      0.54598      0.29254         0.28311         0.29565
ENSG00000214694    2   39141504   39207590    114      27  22389     -0.11517      0.54585         0.45801         0.55866
ENSG00000115904    2   39203690   39352686    302      21  22389    -0.060027      0.52393         0.61169         0.37708
ENSG00000205111    2   39400688   39476114    173      23  22389     -0.17318      0.56874         0.64678         0.40922
ENSG00000011566    2   39471407   39669453    464      33  22389       0.5388      0.29501         0.54145         0.15616
ENSG00000152154    2   39887638   39950103     90      15  22389     -0.39956      0.65526         0.39269          0.8959
ENSG00000138050    2   39958200   40011416    130      21  22389     -0.91194       0.8191         0.74184         0.74466
ENSG00000183023    2   40334286   40744575   1512      92  22389      -1.4164      0.92167         0.84868         0.86494
ENSG00000162878    2   42270161   42290668     67      13  22389      -0.7873      0.78445         0.72344         0.75508
ENSG00000143924    2   42391490   42564688    493      32  22389      -0.2612      0.60303         0.44974         0.67123
ENSG00000115944    2   42572640   42601150     52      12  22389     -0.87702      0.80976         0.66049         0.86072
ENSG00000171126    2   42664157   42726237    157      30  22389     -0.10265      0.54088         0.36631         0.70662
ENSG00000057935    2   42716709   43016080    712      38  22389     -0.21439      0.58488         0.69466         0.41489
ENSG00000162881    2   42984639   42996401     39      14  22389     -0.40252      0.65635         0.47789         0.79337
ENSG00000162882    2   42989229   43024753    159      23  22389      -1.1623      0.87745         0.75841          0.9192
ENSG00000152518    2   43444541   43458745     30      14  22389      0.38472      0.35022         0.25327         0.45903
ENSG00000115970    2   43452975   43828185    929      38  22389       1.8684     0.030851        0.022994         0.10765
ENSG00000152527    2   43859439   44000126    524      43  22389     -0.13667      0.55435         0.34354         0.76378
ENSG00000223658    2   43897292   43908461     48      11  22389      0.39809      0.34528         0.22487         0.49657
ENSG00000138036    2   43996178   44060095    231      29  22389       0.1055      0.45799           0.463         0.40117
ENSG00000138075    2   44034611   44071039    133      26  22389     -0.54954      0.70868         0.67256           0.634
ENSG00000143921    2   44061103   44110947    304      22  22389      0.14489       0.4424         0.22719         0.72601
ENSG00000138095    2   44108363   44228144    343      30  22389      -2.0766      0.98108         0.97021         0.95776
ENSG00000138032    2   44390984   44476570    180      26  22389     -0.94712      0.82821         0.79491         0.69554
ENSG00000138079    2   44497597   44552963    158      23  22389     -0.92165      0.82165         0.70355         0.82643
ENSG00000138078    2   44539746   44594001    147      22  22389      -1.0418      0.85124         0.72176         0.80634
ENSG00000143919    2   44584043   45004731   1034      43  22389      -1.5206      0.93582         0.81255         0.92824
ENSG00000138083    2   45164037   45178216     48      15  22389      0.36646      0.35701         0.72917         0.16659
ENSG00000170577    2   45227324   45241580     39      10  22389      0.31269      0.37726         0.53099         0.24752
ENSG00000068784    2   45610819   45843434    662      32  22389      0.61861      0.26809         0.40455         0.17796
ENSG00000171132    2   45873454   46420129   1993     172  22389      -0.5499       0.7088          0.7336         0.53858
ENSG00000116016    2   46519541   46618842    312      45  22389      0.63059      0.26415         0.72246        0.097286
ENSG00000284701    2   46701704   46716564     59      12  22389      0.33662       0.3682          0.3256         0.37707
ENSG00000250565    2   46733986   46774551    114      22  22389      0.70633      0.23999         0.45216         0.13071
ENSG00000119729    2   46764867   46816827    114      25  22389      0.61986      0.26768         0.51049         0.14017
ENSG00000151665    2   46803413   46849251    109      20  22389       0.5632      0.28665         0.63915         0.12622
ENSG00000119878    2   46839325   46857881     42      11  22389      -0.5008      0.69175         0.82605         0.51587
ENSG00000171150    2   46921099   46994927    269      25  22389     -0.12695      0.55051         0.91809         0.28041
ENSG00000180398    2   47124009   47173994    227      27  22389     -0.32841       0.6287         0.58501         0.56644
ENSG00000068724    2   47163313   47308275    621      53  22389     -0.43135      0.66689         0.42121         0.88487
ENSG00000143933    2   47382221   47409229     67      18  22389     -0.36175      0.64123         0.75528         0.47272
ENSG00000119888    2   47591287   47619167     86      20  22389      0.29059      0.38568         0.32976         0.41763
ENSG00000095002    2   47625206   47744716    342      30  22389      0.24604      0.40283         0.31114         0.46585
ENSG00000184261    2   47742914   47802470    146      42  22389      0.96224      0.16796         0.25423          0.1251
ENSG00000116062    2   48005221   48039092     98      19  22389     -0.80127      0.78851         0.71356         0.79857
ENSG00000138081    2   48029059   48138524    278      26  22389     -0.32453      0.62723         0.95829         0.35711
ENSG00000170802    2   48536783   48611434    222      30  22389      0.37398      0.35421         0.29766         0.39107
ENSG00000162869    2   48662908   48747531    259      32  22389      0.45753      0.32364          0.4538         0.21574
ENSG00000068781    2   48752064   49008656    991      69  22389       1.3603     0.086864         0.12569        0.093563
ENSG00000243244    2   48752308   48830654    301      33  22389       1.9058     0.028335        0.090821        0.025764
ENSG00000242441    2   48839937   49008645    639      58  22389       1.2175       0.1117         0.24705        0.066287
ENSG00000138039    2   48908913   48987880    313      47  22389      0.41035      0.34077         0.48585         0.22726
ENSG00000170820    2   49184296   49386666    777      44  22389      0.37298      0.35458         0.58881          0.1976
ENSG00000179915    2   50140643   51264674   3478     124  22389        1.017      0.15458         0.28608         0.10861
ENSG00000115239    2   53892117   54019146    410      32  22389     -0.66084      0.74564         0.80526         0.58998
ENSG00000143942    2   53989929   54007320     50      15  22389     -0.55981      0.71219         0.73667          0.5962
ENSG00000068912    2   54009068   54050956    100      22  22389     -0.89091      0.81351         0.77747         0.75028
ENSG00000119737    2   54075050   54092170     45      14  22389      0.36697      0.35682         0.25366         0.47172
ENSG00000068878    2   54086204   54202977    327      28  22389       1.1173      0.13193         0.26532        0.084715
ENSG00000170634    2   54337410   54537437    590      43  22389       1.2074      0.11363        0.083152         0.20997
ENSG00000178021    2   54475315   54488409     46      10  22389      0.63488      0.26275         0.25135         0.27654
ENSG00000177994    2   54553006   54593714     96      19  22389      0.69053      0.24493         0.10311         0.59247
ENSG00000115306    2   54678454   54903583    647      35  22389       1.5512      0.06043         0.38103        0.015627
ENSG00000214595    2   54947149   55204157    833      61  22389       1.2157      0.11205         0.31304        0.051213
ENSG00000115310    2   55194325   55312770    355      31  22389      0.31656      0.37579         0.54531         0.23767
ENSG00000162994    2   55394683   55464699    181      29  22389     -0.16479      0.56545         0.34753         0.77536
ENSG00000143947    2   55454039   55467989     38      13  22389      0.18267      0.42753         0.30618         0.55475
ENSG00000085760    2   55458756   55501384    120      24  22389     -0.69603       0.7568         0.70106         0.70496
ENSG00000115355    2   55509978   55652057    443      28  22389     -0.44271      0.67101         0.57002         0.62918
ENSG00000163001    2   55741740   55777216    105      26  22389     -0.12306      0.54897         0.70716         0.36464
ENSG00000138035    2   55856198   55926045    248      36  22389     -0.70143      0.75848         0.62074         0.78301
ENSG00000115380    2   56088097   56156298    225      34  22389      0.67182      0.25085         0.22301         0.28885
ENSG00000055813    2   56406258   56618309    664      59  22389      0.46498      0.32097         0.90324         0.10813
ENSG00000028116    2   58268777   58392055    181      32  22389      0.96811      0.16649         0.11383          0.2803
ENSG00000115392    2   58381378   58473515    200      32  22389       1.3749     0.084582         0.18508        0.056797
ENSG00000119866    2   60673302   60785633    176      42  22389      0.49276      0.31109         0.65353         0.14335
ENSG00000115421    2   60978365   61034221    130      23  22389      -2.2199      0.98679         0.99854         0.92789
ENSG00000162924    2   61103709   61176410    110      27  22389      0.24331      0.40388         0.76317         0.19393
ENSG00000162927    2   61162548   61250365    152      34  22389     -0.38834      0.65112          0.4231         0.86775
ENSG00000162928    2   61239812   61284125     73      21  22389       0.1845      0.42681         0.24426         0.67282
ENSG00000237651    2   61367221   61396964    103      15  22389      -0.6204       0.7325         0.51713         0.86332
ENSG00000115464    2   61409590   61702868    609      35  22389     -0.68983      0.75485         0.69058         0.71652
ENSG00000082898    2   61700069   61770440    114      21  22389     -0.61962      0.73225         0.54632         0.82806
ENSG00000170264    2   62046983   62086278     95      16  22389     -0.53074       0.7022         0.52643         0.85105
ENSG00000115484    2   62090262   62120806     90      16  22389    -0.028803      0.51149         0.32278         0.73877
ENSG00000173163    2   62110904   62368205    481      34  22389      0.90361       0.1831         0.61298        0.064913
ENSG00000170340    2   62418262   62456866     63      19  22389     -0.11914      0.54742         0.94089         0.26749
ENSG00000186889    2   62722356   62738604     68      18  22389        -2.74      0.99693         0.99343         0.98784
ENSG00000115504    2   62895986   63278622    403      41  22389     -0.49069      0.68818         0.62452         0.65322
ENSG00000115507    2   63272192   63289966     16       9  22389     0.058332      0.47674         0.44809         0.47201
ENSG00000143951    2   63343518   63820867    931      37  22389     -0.99536      0.84022         0.92351         0.62637
ENSG00000014641    2   63810743   63839331     52      15  22389      -1.6003      0.94524         0.93566         0.86057
ENSG00000169764    2   64063084   64123696    133      30  22389      -1.7255      0.95778         0.86961         0.93976
ENSG00000143952    2   64114280   64251526    374      33  22389       -1.877      0.96974         0.91945         0.92852
ENSG00000197329    2   64314786   64376605    139      21  22389      0.13908      0.44469         0.44978         0.37734
ENSG00000119862    2   64676327   64693517     33      15  22389     -0.93158      0.82422         0.83607         0.69826
ENSG00000119844    2   64746439   64825139    137      17  22389    -0.096651       0.5385         0.92265         0.25724
ENSG00000179833    2   64853755   64983048    222      32  22389      0.90521      0.18268         0.40172         0.10451
ENSG00000115902    2   65210579   65255999    129      33  22389       1.0459      0.14781         0.48391        0.056941
ENSG00000011523    2   65278495   65319142    119      22  22389      0.88679      0.18759         0.28905         0.13158
ENSG00000138069    2   65308988   65362435    160      23  22389      0.17216      0.43166         0.31338         0.52182
ENSG00000138071    2   65449829   65503387    137      19  22389      0.77062      0.22047         0.16595          0.3112
ENSG00000198369    2   65529580   65664733    386      31  22389       1.7364     0.041243        0.054783        0.065241
ENSG00000143995    2   66657257   66804891    332      55  22389     -0.11272      0.54487         0.52208         0.47562
ENSG00000143971    2   67619442   67642540     67      12  22389      -1.4492      0.92636         0.79544         0.96714
ENSG00000197223    2   68264332   68295159     46      15  22389     -0.41738       0.6618         0.53421         0.68329
ENSG00000115946    2   68380005   68408091     53      13  22389     0.013068      0.49479         0.33309         0.62686
ENSG00000221823    2   68400979   68488392    158      19  22389     -0.59202      0.72308         0.47357         0.87577
ENSG00000119865    2   68506303   68552183    100      26  22389       1.1258      0.13013         0.18628         0.11109
ENSG00000115956    2   68587322   68629585    222      22  22389       1.8145     0.034802        0.044661        0.057797
ENSG00000204923    2   68684498   68699448     25       6  22389      0.74561      0.22795         0.13013         0.41416
ENSG00000169621    2   68689691   68844361    415      21  22389     -0.58231      0.71982         0.52272         0.81999
ENSG00000169618    2   68865712   68888244     73      23  22389      -1.5979      0.94496          0.9325         0.88842
ENSG00000163219    2   68956913   69058965    406      41  22389        1.718     0.042896        0.032647         0.11449
ENSG00000163217    2   69087613   69103649     34       9  22389       1.4245     0.077158        0.063648         0.14786
ENSG00000183607    2   69167364   69185102     43      13  22389     -0.25776       0.6017         0.48766         0.61949
ENSG00000169605    2   69196705   69213112     58      13  22389       1.0903      0.13779         0.20517         0.10082
ENSG00000169604    2   69235276   69481459    660      71  22389      -0.7657      0.77807         0.81407         0.60659
ENSG00000198380    2   69541901   69619386    139      17  22389      0.47997      0.31562         0.23939         0.39516
ENSG00000169599    2   69618245   69669760    114      13  22389      0.95336       0.1702         0.15081         0.22055
ENSG00000115977    2   69680127   69906566    273      34  22389       1.2425      0.10702        0.080449         0.20332
ENSG00000196975    2   69942946   70058596    270      25  22389     -0.89466      0.81452         0.65534         0.81093
ENSG00000087338    2   70051818   70111727    101      17  22389     -0.32789       0.6285         0.68129         0.44306
ENSG00000124380    2   70116075   70137368     41       7  22389     0.072877      0.47095         0.72395         0.26686
ENSG00000059728    2   70137173   70175077     72      12  22389     -0.32161      0.62612         0.85799         0.36031
ENSG00000244617    2   70182221   70194397     18       4  22389     -0.11612      0.54622          0.3814         0.71475
ENSG00000169564    2   70308972   70321335     23       7  22389      -1.5713      0.94194         0.94292         0.85229
ENSG00000115998    2   70372017   70423151     99      14  22389      -1.2452      0.89348         0.95173         0.72914
ENSG00000116001    2   70431576   70480886     95      14  22389     -0.16788      0.56666         0.90723         0.27321
ENSG00000116005    2   70480231   70513317     61       8  22389      -2.1042      0.98232         0.97909          0.9008
ENSG00000143977    2   70503510   70525869     41       7  22389      -2.4069      0.99196         0.98862         0.95353
ENSG00000035141    2   70518108   70534293     33       7  22389      -2.2602       0.9881         0.98544         0.95424
ENSG00000163235    2   70669412   70786147    363      42  22389       0.9575      0.16916          0.1618          0.2026
ENSG00000075340    2   70883334   71000375    386      30  22389     0.057874      0.47692         0.33408         0.61018
ENSG00000183733    2   70999442   71022775     91      12  22389    -0.045301      0.51807         0.67472         0.34769
ENSG00000152672    2   71030775   71052732     93      13  22389     -0.38164      0.64864         0.45332         0.80814
ENSG00000116031    2   71052343   71067953    104      20  22389      0.40816      0.34158          0.4648         0.23335
ENSG00000116035    2   71122720   71165576    134      27  22389     -0.83191      0.79727         0.66986         0.82284
ENSG00000116039    2   71157998   71197561    142      35  22389      -1.3226      0.90702         0.85191         0.86827
ENSG00000144031    2   71200172   71217629     46      14  22389       0.6165      0.26878         0.69947         0.10289
ENSG00000144043    2   71208068   71227001     51      11  22389        0.587       0.2786         0.78631         0.09765
ENSG00000124357    2   71290408   71310998     68      16  22389      0.93116      0.17588         0.20705         0.17144
ENSG00000124370    2   71331806   71362394     99      15  22389       1.1151      0.13241         0.11437         0.18397
ENSG00000124383    2   71352444   71382232    112      20  22389       1.2429      0.10695        0.061511         0.24062
ENSG00000124374    2   71404868   71459233    213      28  22389       2.2291     0.012903        0.062211       0.0070582
ENSG00000075292    2   71498729   71667191    495      31  22389       2.8189    0.0024093       0.0079513       0.0057525
ENSG00000135636    2   71675347   71918895    855      84  22389       3.5841    0.0001691        0.091938      5.2927e-06
ENSG00000003137    2   72351367   72379991     55      21  22389     0.080645      0.46786         0.63537         0.31071
ENSG00000144036    2   72398113   73058177    956      37  22389      0.19206      0.42385         0.37748         0.41648
ENSG00000116096    2   73109512   73124289     11       5  22389      0.97185      0.16556         0.27403         0.10953
ENSG00000135638    2   73139604   73167020     44      16  22389    -0.012012      0.50479         0.87987         0.25077
ENSG00000144040    2   73164165   73303965    260      30  22389     -0.24792       0.5979         0.86291         0.31521
ENSG00000135631    2   73295510   73345146     95      18  22389      -1.3151      0.90576         0.91464         0.75977
ENSG00000214513    2   73424386   73443340     53      11  22389       1.3276     0.092152        0.073515           0.139
ENSG00000135632    2   73436366   73459355     57      14  22389      0.95269      0.17037         0.18771         0.16548
ENSG00000135617    2   73450134   73465356     35      11  22389     -0.28517      0.61224         0.49241         0.68751
ENSG00000135624    2   73456364   73485150     79      17  22389      0.75401      0.22542         0.32627         0.16246
ENSG00000163013    2   73476810   73501758     48      18  22389       0.5964      0.27546         0.37967         0.19812
ENSG00000135625    2   73513057   73525829     12       4  22389      0.75669      0.22462         0.18204         0.29025
ENSG00000116127    2   73607886   73842047    394      26  22389    -0.070442      0.52808         0.59191         0.37276
ENSG00000144035    2   73862850   73874537     37       9  22389     -0.53488      0.70363         0.60185         0.69838
ENSG00000204872    2   73922636   73933467     30       6  22389      0.65195      0.25722         0.56214         0.11931
ENSG00000144034    2   73950744   73969765     22       5  22389      0.33027       0.3706         0.66247         0.19104
ENSG00000144048    2   73984325   74012284     23       6  22389    -0.062476      0.52491         0.66239         0.37674
ENSG00000187833    2   74006316   74049274     16       7  22389         0.19      0.42465         0.43121         0.38003
ENSG00000124356    2   74051043   74105783    142      26  22389     -0.23714      0.59373         0.36584         0.83215
ENSG00000163017    2   74115093   74151780    148      26  22389      -1.0252      0.84737         0.77291         0.78599
ENSG00000114956    2   74148953   74191088    120      20  22389     -0.01569      0.50626         0.79985         0.26589
ENSG00000187605    2   74207211   74340303    253      30  22389     -0.20698      0.58199          0.5979         0.47163
ENSG00000163170    2   74357528   74380039     59      13  22389     -0.88049       0.8107         0.65096         0.88856
ENSG00000114978    2   74376394   74411006     62      11  22389     -0.71065      0.76135         0.54193         0.88816
ENSG00000065911    2   74420690   74447425     39      10  22389       -1.525      0.93637         0.99492         0.81971
ENSG00000188687    2   74436997   74575534    212      40  22389      -1.6845      0.95396         0.87933         0.93555
ENSG00000204843    2   74583281   74624214     50      12  22389     -0.29214      0.61491          0.4755         0.68595
ENSG00000284308    2   74636303   74649934     21       8  22389     -0.65087      0.74244          0.5261         0.88327
ENSG00000005448    2   74643863   74657882     14       8  22389     -0.37111      0.64472         0.48304         0.75429
ENSG00000114993    2   74647988   74674060     20       9  22389     -0.62441      0.73382         0.56799         0.82439
ENSG00000115274    2   74677150   74690087     11       5  22389      0.20964      0.41697         0.26269         0.62454
ENSG00000239779    2   74679996   74693018     12       5  22389      0.18583      0.42629         0.26195         0.64541
ENSG00000115275    2   74683184   74697537     12       5  22389      0.10574       0.4579         0.28375         0.68099
ENSG00000204822    2   74694085   74704942      8       4  22389      0.41774      0.33807           0.212         0.53002
ENSG00000135637    2   74694959   74715357     15       9  22389      0.48425       0.3141         0.16324         0.58634
ENSG00000115282    2   74705200   74726691     18       9  22389      0.33571      0.36855         0.21089         0.60161
ENSG00000179528    2   74719644   74735443     17       7  22389   -0.0032534       0.5013         0.29157         0.77789
ENSG00000115289    2   74727170   74740707     16       6  22389    -0.082099      0.53272         0.34286         0.75944
ENSG00000115297    2   74735686   74749275     15       6  22389      0.17317      0.43126         0.31412         0.55736
ENSG00000144045    2   74740258   74758408     11       5  22389     0.062978      0.47489         0.40479         0.52197
ENSG00000115307    2   74748775   74762019      7       4  22389     -0.59257      0.72327         0.64949         0.77617
ENSG00000115317    2   74751532   74765683     10       6  22389      -0.9526       0.8296         0.74174         0.88055
ENSG00000115318    2   74754946   74786088     25      11  22389     -0.90309      0.81676         0.68064         0.89175
ENSG00000115325    2   74771147   74789678     12       6  22389     -0.73112      0.76765         0.63613         0.82583
ENSG00000159374    2   74780010   74880994    111      23  22389      -1.8557      0.96825         0.86031         0.98025
ENSG00000135622    2   74876355   74915981     43      11  22389      0.24373      0.40372         0.47973         0.30538
ENSG00000159399    2   75054782   75125481    209      41  22389      -1.6949      0.95495         0.92189         0.87608
ENSG00000115350    2   75180775   75201859     46      14  22389     -0.79462      0.78658         0.60632         0.90381
ENSG00000115353    2   75268590   75431645    447      53  22389      -1.4449      0.92575         0.78807         0.97846
