GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
ENSG00000164400    5  131404485  131416863     24       7  27148       3.1713   0.00075881      0.00043755       0.0031354
ENSG00000072682    5  131523299  131568556     73      14  27148       3.9897    3.308e-05      1.5221e-05      0.00076491
ENSG00000131435    5  131588351  131614147     58      10  27148       1.9554     0.025267        0.018525        0.052574
ENSG00000197208    5  131625145  131684899    134      14  27148       1.8447      0.03254        0.016571         0.10353
ENSG00000197375    5  131700396  131736306     94      11  27148       1.7146      0.04321        0.027344        0.099103
ENSG00000125347    5  131812301  131831465     65       6  27148        3.208   0.00066831       0.0012868       0.0022112
ENSG00000113525    5  131872136  131897555     17       5  27148       1.6945     0.045084        0.095808        0.032435
ENSG00000113522    5  131887616  131985313     86       8  27148      0.57281      0.28339         0.17764         0.44506
ENSG00000169194    5  131988865  132001801     21       7  27148     -0.58309      0.72008         0.59922         0.79047
ENSG00000113520    5  132004678  132023370     36       8  27148      0.68033      0.24815          0.4102         0.15181
ENSG00000131437    5  132023323  132078265     87       8  27148      -0.5647      0.71386         0.59379          0.7754
ENSG00000205089    5  132078137  132094856     15       4  27148      -1.3733      0.91518         0.91982         0.85689
ENSG00000198944    5  132144033  132157489     15       5  27148      0.72189      0.23518         0.22041         0.25281
ENSG00000164403    5  132152833  132171655     16       6  27148      0.43827       0.3306          0.3693         0.28539
ENSG00000164404    5  132191877  132207238     29       7  27148      0.30727      0.37932         0.33835         0.41603
ENSG00000164405    5  132197319  132209536     25       6  27148      0.42463      0.33555         0.29041         0.38338
ENSG00000164406    5  132204358  132215582     18       4  27148      0.26641      0.39496         0.30412         0.49951
ENSG00000072364    5  132206071  132304354    171      12  27148     -0.38579      0.65017         0.52621         0.70648
ENSG00000155329    5  132327677  132367275     69       5  27148      -2.2561      0.98797         0.99798         0.95101
ENSG00000170606    5  132382662  132445709    101       9  27148      -1.8518      0.96797         0.99551         0.87872
ENSG00000053108    5  132527152  132953223    938      93  27148       2.1373     0.016287         0.03981        0.021967
ENSG00000113583    5  133286198  133309406     19      10  27148     -0.77726       0.7815         0.67277         0.84578
ENSG00000213585    5  133302566  133346300     80      13  27148      0.26566      0.39525         0.40178         0.36844
ENSG00000081059    5  133445402  133488920     64       9  27148       4.1051   2.0208e-05      6.2096e-05      0.00012781
ENSG00000113558    5  133487082  133517724     34       7  27148       3.3975      0.00034      0.00042022       0.0034885
ENSG00000113575    5  133527148  133566950     91       4  27148       2.5546     0.005315        0.057609       0.0016152
ENSG00000006837    5  133566817  133711805    143       8  27148       2.8299    0.0023281       0.0048239       0.0096622
ENSG00000119048    5  133701843  133732799     36       4  27148       2.2023     0.013822        0.012148        0.050265
ENSG00000237190    5  133732756  133752598     12       3  27148       2.5654    0.0051524       0.0044166       0.0097594
ENSG00000043143    5  133855003  133923918    137      23  27148       4.5292   2.9609e-06      1.7469e-06      7.4376e-05
ENSG00000152700    5  133931839  133973533     17       6  27148       2.0687     0.019287        0.048396        0.011777
ENSG00000113615    5  133979472  134068601     55      12  27148       1.6993     0.044636        0.037582        0.082541
ENSG00000164615    5  134069170  134092850     17       7  27148       2.5697    0.0050896       0.0046501        0.014796
ENSG00000145833    5  134089461  134171811     67      11  27148       2.1636     0.015247       0.0097365        0.067875
ENSG00000181904    5  134176370  134200425     16       5  27148       2.1466     0.015914        0.025656        0.015026
ENSG00000113621    5  134204427  134242323     26       9  27148       1.5505     0.060505        0.020545           0.238
ENSG00000132570    5  134235810  134303336     62      11  27148       1.1579      0.12345         0.06783          0.2675
ENSG00000152705    5  134298596  134352397     64      12  27148     0.039527      0.48424          0.4839         0.42677
ENSG00000069011    5  134358424  134374964     38       6  27148      0.67703      0.24919         0.23002         0.27288
ENSG00000251380    5  134774904  134788038     47      15  27148      0.56832      0.28491         0.22259         0.35887
ENSG00000255833    5  134779558  134793089     52       9  27148      0.93363      0.17525         0.13313         0.25346
ENSG00000181965    5  134864972  134876639      9       4  27148       -1.271      0.89813         0.88435         0.90363
ENSG00000145824    5  134901369  134919969     23      10  27148     -0.74665      0.77236         0.92575         0.57929
ENSG00000145832    5  135165365  135229326    191      25  27148     -0.35284       0.6379         0.42227         0.79422
ENSG00000145839    5  135222935  135236516     20       6  27148      0.79834      0.21234         0.18701         0.25193
ENSG00000145826    5  135277600  135295723     70      10  27148      0.16965      0.43264          0.3462         0.48524
ENSG00000120708    5  135359584  135404507    106      13  27148      -1.6054       0.9458         0.90632         0.91962
ENSG00000113658    5  135463536  135523422    111       7  27148     -0.57053      0.71584         0.66055         0.63951
ENSG00000069018    5  135543458  135706164    279      21  27148     -0.30957      0.62156         0.83327         0.39164
ENSG00000152377    5  136305987  136840018   1190      62  27148      0.14881      0.44085         0.39065         0.43607
ENSG00000146021    5  136948189  137155310    269      23  27148       1.4933      0.06768        0.058548         0.11044
ENSG00000177733    5  137082073  137095039      5       3  27148       2.1254     0.016775         0.01767        0.018758
ENSG00000120729    5  137198536  137228540     17       7  27148       2.7538    0.0029458        0.012065       0.0018305
ENSG00000078795    5  137220125  137281156     65      10  27148       2.3707    0.0088773        0.045658       0.0049768
ENSG00000031003    5  137268638  137392650    171      13  27148       2.2354     0.012694         0.05881        0.011598
ENSG00000061492    5  137414581  137433337     24       7  27148       2.7857    0.0026709       0.0023815        0.012419
ENSG00000112981    5  137445861  137480132     35       8  27148       2.6065    0.0045733       0.0060609       0.0090775
ENSG00000112983    5  137470455  137519358     39       8  27148       2.6259    0.0043211       0.0049534        0.013387
ENSG00000112984    5  137509408  137528404     15       6  27148       2.0405     0.020649       0.0095148        0.072424
ENSG00000094880    5  137518337  137554032     31       9  27148       2.7264    0.0032011          0.0042       0.0086204
ENSG00000146013    5  137583069  137615544     36       7  27148       2.8714    0.0020436       0.0022914       0.0052767
ENSG00000158402    5  137615959  137679064     99      13  27148       2.8234    0.0023759        0.011999       0.0023244
ENSG00000120709    5  137668224  137690418     33       8  27148       2.9316     0.001686        0.010559      0.00089704
ENSG00000120733    5  137683285  137777716    145      17  27148       2.6326    0.0042363        0.014949       0.0041533
ENSG00000132563    5  137769690  137787658     30       7  27148       2.8345    0.0022948        0.006956       0.0016996
ENSG00000120738    5  137796181  137810004     17       8  27148       1.3753     0.084512        0.098449        0.098769
ENSG00000120705    5  137836782  137883989     66      12  27148       1.8723     0.030586         0.24874       0.0059799
ENSG00000113013    5  137885571  137916318     43      10  27148      0.88433      0.18826         0.13639         0.28091
ENSG00000044115    5  138084075  138275723    232       9  27148       1.1974      0.11558         0.81347        0.022232
ENSG00000146006    5  138200079  138216057     17       3  27148       1.6977     0.044784         0.47528        0.006961
ENSG00000120725    5  138277409  138539065    288      17  27148      0.77095      0.22037          0.2496         0.20713
ENSG00000015479    5  138604441  138672366     40       6  27148      0.85721      0.19567        0.091563         0.45134
ENSG00000120727    5  138672519  138710409     19       5  27148       1.0426      0.14856         0.06859         0.36191
ENSG00000170482    5  138697885  138725632     19       5  27148       0.8225       0.2054         0.11706         0.37154
ENSG00000170476    5  138718257  138730605     11       4  27148      0.75657      0.22465         0.13081         0.39361
ENSG00000228672    5  138722635  138735885      9       3  27148      0.74339      0.22862         0.13853         0.38311
ENSG00000170469    5  138726514  138744820     14       2  27148      0.78909      0.21503         0.14974         0.31314
ENSG00000170464    5  138740892  138785171     37       5  27148      0.15441      0.43864         0.29044         0.62516
ENSG00000131508    5  138935751  139013019     47       6  27148       1.0809      0.13988        0.091872         0.23314
ENSG00000171604    5  139023301  139068467     46       7  27148      0.71831      0.23628         0.26071         0.21697
ENSG00000146005    5  139170406  139229051     62       9  27148      0.40666      0.34213         0.33096         0.34077
ENSG00000158458    5  139221364  139427884    280      35  27148      0.59531      0.27582          0.2036         0.37041
ENSG00000185129    5  139488708  139504001      4       2  27148      -1.0441      0.85177         0.83806         0.83101
ENSG00000182700    5  139500521  139513391      5       3  27148     -0.56016      0.71232         0.71906         0.65128
ENSG00000120306    5  139549653  139628374    128       9  27148      -1.0146      0.84486         0.73405         0.82045
ENSG00000113068    5  139619635  139687689     86       7  27148      -1.1725      0.87951         0.75192         0.96316
ENSG00000113070    5  139707428  139731188     46      14  27148      0.91732      0.17949        0.097293         0.35665
ENSG00000113073    5  139734787  139759722     15       7  27148    -0.082984      0.53307          0.4388          0.5956
ENSG00000131503    5  139776399  139924441     75      14  27148     0.052646      0.47901         0.40751         0.49904
ENSG00000254996    5  139776399  139934163     83      14  27148     0.016686      0.49334         0.42553           0.506
ENSG00000243056    5  139922251  139934163      9       4  27148     -0.34822      0.63616         0.59051         0.65744
ENSG00000213523    5  139924652  139942678     16       6  27148     -0.37566      0.64641         0.59616          0.6603
ENSG00000113108    5  139932853  139949189     15       6  27148     -0.40612      0.65767         0.56934         0.70205
ENSG00000176087    5  139939420  139953683     15       5  27148     -0.41137       0.6596         0.62004         0.65662
ENSG00000170458    5  140006313  140018286     31       7  27148      0.67796       0.2489         0.19626         0.31769
ENSG00000113119    5  140014012  140029989     40       9  27148       0.9108       0.1812          0.1156         0.29838
ENSG00000131495    5  140019948  140032370     26       5  27148       1.2173      0.11174        0.076247         0.18109
ENSG00000113141    5  140022384  140047065     41       5  27148       1.1902      0.11699        0.078195         0.18762
ENSG00000120314    5  140039384  140056930     24       5  27148      0.97357      0.16513         0.10684          0.2708
ENSG00000256453    5  140045381  140058171     18       6  27148      0.95286      0.17033        0.095582          0.3251
ENSG00000112855    5  140066011  140083903     29       4  27148       1.4046     0.080072        0.061684          0.1215
ENSG00000146007    5  140073265  140091248     23       5  27148       1.4723     0.070464        0.049368         0.13024
ENSG00000204970    5  140160876  140396929    337      16  27148      0.94996      0.17107         0.13148         0.24993
ENSG00000204969    5  140169444  140396929    322      17  27148      0.95061       0.1709         0.13249         0.24588
ENSG00000255408    5  140175783  140396929    311      17  27148      0.95522      0.16973         0.13258         0.24362
ENSG00000204967    5  140181672  140396929    304      16  27148        0.925      0.17748         0.13324         0.26014
ENSG00000204965    5  140196361  140396929    279      17  27148      0.94207      0.17308         0.13693         0.24365
ENSG00000081842    5  140202650  140396929    270      15  27148      0.94708       0.1718         0.13621         0.24051
ENSG00000204963    5  140208969  140396929    267      16  27148      0.97532       0.1647         0.13519         0.22597
ENSG00000204962    5  140215907  140396929    258      15  27148       1.0003      0.15859         0.13331         0.21553
ENSG00000204961    5  140222357  140396929    251      18  27148       1.0048       0.1575          0.1275         0.22434
ENSG00000250120    5  140230634  140396929    240      18  27148      0.98019       0.1635         0.13029         0.23422
ENSG00000249158    5  140242149  140396932    220      17  27148       1.0638       0.1437         0.12483         0.19667
ENSG00000251664    5  140249931  140396929    213      17  27148       1.0642      0.14362         0.12187         0.20126
ENSG00000239389    5  140256854  140396929    206      16  27148       1.0446      0.14811          0.1208          0.2145
ENSG00000248383    5  140301302  140396929    158      14  27148       1.2527      0.10517        0.092396         0.16187
ENSG00000243232    5  140340747  140396929     51      12  27148       1.0083      0.15666         0.23674         0.11873
ENSG00000171815    5  140425979  140438512     10       6  27148       -0.275      0.60834         0.43354          0.8086
ENSG00000112852    5  140469195  140481964     32       4  27148      0.80089       0.2116         0.16391         0.28479
ENSG00000113205    5  140475234  140488406     30       5  27148      0.77858      0.21811         0.16038         0.30684
ENSG00000081818    5  140496581  140510201     21       5  27148      0.57272      0.28342         0.20634         0.38439
ENSG00000113209    5  140509800  140522704     18       9  27148      0.15124      0.43989         0.29367         0.60894
ENSG00000113211    5  140524839  140537868     39       9  27148      0.29553       0.3838         0.29238         0.47252
ENSG00000113212    5  140547243  140560957     38       8  27148      0.42741      0.33454         0.22427         0.48287
ENSG00000120322    5  140552371  140565081     47      10  27148      0.33226      0.36984         0.22864         0.56599
ENSG00000272674    5  140555980  140571710     57       9  27148      0.28416      0.38815         0.26673         0.53354
ENSG00000177839    5  140561893  140576111     49       9  27148       0.3227      0.37346         0.24878         0.52634
ENSG00000120324    5  140566952  140580213     34       6  27148      0.49486      0.31035         0.22381         0.41849
ENSG00000197479    5  140573916  140587618     26       6  27148      0.52277      0.30057         0.21241         0.41643
ENSG00000120328    5  140582914  140597143     27       7  27148      0.27041      0.39342         0.26335          0.5649
ENSG00000187372    5  140588509  140601993     20       6  27148      0.28816      0.38661         0.27055         0.53951
ENSG00000120327    5  140598078  140610860     28       7  27148     -0.17903      0.57104          0.4607         0.65082
ENSG00000113248    5  140620147  140632802     17       5  27148      0.10211      0.45934         0.38994         0.51932
ENSG00000120329    5  140677196  140688612     25       8  27148       2.1071     0.017554        0.047195       0.0099211
ENSG00000178913    5  140693057  140705351     29       7  27148       1.0613      0.14428         0.20295         0.11917
ENSG00000204956    5  140704388  140897546    327      28  27148       3.1508   0.00081406      0.00061587       0.0096603
ENSG00000081853    5  140713354  140897546    319      27  27148       3.1483   0.00082122      0.00060078       0.0090213
ENSG00000254245    5  140718601  140897546    311      26  27148       3.0601    0.0011063      0.00059791        0.014491
ENSG00000254221    5  140724828  140897546    301      25  27148       3.0901    0.0010006      0.00056321        0.012828
ENSG00000262576    5  140729768  140897546    296      27  27148       3.1106   0.00093367      0.00046759        0.013744
ENSG00000253910    5  140734409  140897546    290      27  27148       3.1152   0.00091901      0.00054117        0.011704
ENSG00000253485    5  140738729  140897546    280      26  27148       3.1569   0.00079717      0.00038616        0.012894
ENSG00000253731    5  140744811  140897546    271      25  27148       3.1806   0.00073477      0.00036383        0.011845
ENSG00000262209    5  140744962  140897546    271      25  27148       3.1806   0.00073477      0.00036383        0.011845
ENSG00000253537    5  140757467  140897546    249      29  27148       3.2776   0.00052338       0.0003409        0.007271
ENSG00000253767    5  140762059  140897546    243      29  27148       3.3075   0.00047063      0.00033076        0.006292
ENSG00000253953    5  140762452  140897546    241      28  27148       3.3077   0.00047037      0.00031841         0.00649
ENSG00000276547    5  140772695  140897546    222      27  27148       3.3181   0.00045309      0.00023778       0.0084886
ENSG00000261934    5  140777520  140897546    211      25  27148       3.3981   0.00033925      0.00022047        0.005307
ENSG00000253305    5  140782588  140897546    202      25  27148       3.3959   0.00034198      0.00022002       0.0049067
ENSG00000253846    5  140787743  140897546    192      25  27148       3.3327    0.0004301      0.00020411       0.0076439
ENSG00000254122    5  140792214  140897548    187      24  27148       3.2978   0.00048724      0.00020209       0.0094254
ENSG00000253873    5  140795537  140897546    185      24  27148       3.3152   0.00045795      0.00021707       0.0078549
ENSG00000253159    5  140805158  140897546    169      23  27148       3.3121   0.00046304      0.00021058       0.0083359
ENSG00000240184    5  140850569  140897546     79      16  27148        2.972    0.0014793       0.0014509       0.0062959
ENSG00000242419    5  140859741  140897546     61      15  27148       2.9538    0.0015693       0.0019583       0.0064237
ENSG00000240764    5  140863808  140897546     52      13  27148       2.9801    0.0014407       0.0027365       0.0044217
ENSG00000131504    5  140889588  141003622    125      20  27148       2.5239    0.0058025        0.015545       0.0056552
ENSG00000171720    5  140995443  141021423     31      10  27148       2.4448    0.0072462        0.013093        0.006683
ENSG00000164620    5  141011517  141025918     25       9  27148       2.5597     0.005238       0.0075584       0.0071293
ENSG00000197948    5  141013869  141035986     54      17  27148       2.7943    0.0026006       0.0050545       0.0038741
ENSG00000120318    5  141027968  141066800     90      24  27148       2.0672     0.019358        0.041187        0.016847
ENSG00000156453    5  141227655  141263361     48      20  27148      0.33918      0.36724         0.26383          0.4805
ENSG00000113555    5  141318150  141343627     35      13  27148     -0.42768      0.66556         0.51425         0.74367
ENSG00000013561    5  141341402  141374856     83      10  27148     -0.85191      0.80287         0.80448         0.72039
ENSG00000113552    5  141375234  141397620     77      13  27148      0.14473      0.44246         0.63451         0.26664
ENSG00000131507    5  141483324  141539008    165      14  27148       4.1918   1.3839e-05      2.0786e-05      0.00026976
ENSG00000187678    5  141684992  141709620     51      11  27148     -0.41679      0.66159         0.59508         0.69167
ENSG00000113578    5  141966743  142082635    342      62  27148      0.64573      0.25923         0.23748         0.28762
ENSG00000145819    5  142144881  142613572    955      67  27148       3.6172   0.00014891      0.00037696       0.0019625
ENSG00000113580    5  142652496  143118322    893      54  27148       1.4018     0.080484        0.046808         0.18459
ENSG00000158497    5  143186726  143205284     29      10  27148     -0.77452      0.78069         0.77805         0.74518
ENSG00000145817    5  143532723  143555278     57       8  27148      0.80891      0.20928         0.14969         0.31056
ENSG00000183775    5  143545437  143863097    448      22  27148       1.2438      0.10679         0.18333        0.090422
ENSG00000186314    5  145133582  145219899    145      21  27148      0.14246      0.44336          0.3481         0.51757
ENSG00000204928    5  145234204  145304816    158      27  27148      -0.6827       0.7526         0.91284         0.49112
ENSG00000156463    5  145311126  145463680    292      14  27148      0.19824      0.42143         0.21607         0.74214
ENSG00000173261    5  145458876  145488946     60       4  27148     -0.86108       0.8054          0.7767         0.74758
ENSG00000091009    5  145578113  145673786    114       7  27148     -0.45802      0.67653         0.58991          0.7112
ENSG00000091010    5  145713587  145725083     29       6  27148       0.3864       0.3496         0.25565         0.46424
ENSG00000113649    5  145821873  145896071    143      11  27148      0.67572      0.24961         0.46582         0.13503
ENSG00000173250    5  145889417  145900676     17       6  27148     -0.65096      0.74247         0.67041         0.79981
ENSG00000156475    5  145964067  146466083    869      48  27148       1.4028     0.080335        0.044958         0.22196
ENSG00000169302    5  146609526  146772418    538      38  27148     -0.13473      0.55359         0.39767         0.64265
ENSG00000113657    5  146765371  146894619    111      22  27148     0.069051      0.47247         0.39919         0.48575
ENSG00000176049    5  146960002  147167411    336      21  27148     -0.21009       0.5832         0.47732         0.61635
ENSG00000164266    5  147199143  147223794     36      10  27148     -0.30934      0.62147         0.54967         0.63333
ENSG00000164265    5  147253274  147266756     47       6  27148     -0.15407      0.56122         0.38208         0.72835
ENSG00000178776    5  147264579  147291101     71      15  27148     -0.25912      0.60223         0.60653         0.54205
ENSG00000133710    5  147438535  147521925    327      14  27148      0.31668      0.37574         0.45148         0.29213
ENSG00000196800    5  147543109  147560182     79       3  27148     0.050188      0.47999         0.34677         0.62326
ENSG00000178172    5  147577357  147599700     27       4  27148    -0.051036      0.52035         0.42848         0.57835
ENSG00000214510    5  147643423  147670773     27       5  27148       1.0229      0.15318         0.15967         0.16399
ENSG00000145879    5  147686990  147700482     38       5  27148      0.38416      0.35043         0.19794         0.58629
ENSG00000204909    5  147710122  147724412     24       4  27148      0.45928      0.32302         0.17504         0.57335
ENSG00000145868    5  147758498  147827399     83       9  27148    -0.029937      0.51194         0.48445         0.45927
ENSG00000164270    5  147825595  148039090    388      28  27148      -0.9226      0.82189         0.87074         0.68606
ENSG00000169252    5  148201156  148259628    157      32  27148      0.24158      0.40455         0.21734         0.68139
ENSG00000169247    5  148356713  148447737    173      18  27148     -0.73661      0.76932         0.61937         0.84617
ENSG00000173210    5  148516054  148645002    248      26  27148    -0.099788      0.53974         0.38438          0.6274
ENSG00000157510    5  148646401  148726368    143      32  27148     0.092486      0.46316          0.3446         0.56386
ENSG00000164284    5  148719364  148739146     26       7  27148     -0.62522      0.73409         0.66615         0.74804
ENSG00000145882    5  148732570  148754221     33       8  27148       -1.672      0.95273         0.91211         0.93155
ENSG00000127743    5  148748830  148765848     37      10  27148      -1.9256      0.97292         0.98744         0.92519
ENSG00000113712    5  148868896  148936115     66      12  27148     -0.39749       0.6545         0.55642         0.66704
ENSG00000183111    5  148956064  149019531    172      16  27148     -0.11976      0.54766         0.52243         0.52826
ENSG00000155846    5  149104815  149239585    349      36  27148      0.50237      0.30771         0.22024         0.41685
ENSG00000132915    5  149232519  149329356    189      33  27148      -1.5247      0.93633         0.79723         0.96386
ENSG00000155850    5  149335300  149371963     42       9  27148      0.64024      0.26101         0.27264         0.25014
ENSG00000164296    5  149367686  149385730     33       6  27148     -0.02198      0.50877         0.34811         0.69367
ENSG00000113716    5  149375169  149437706    130      13  27148      0.31527      0.37628         0.29239         0.44966
ENSG00000182578    5  149427854  149497935    179      36  27148      0.19424        0.423         0.23653         0.69501
ENSG00000113721    5  149488402  149540447    135      26  27148       1.1545      0.12414         0.17228         0.11037
ENSG00000113722    5  149541344  149569121     51      12  27148     -0.30644      0.62037         0.49083         0.66422
ENSG00000011083    5  149564520  149595635    112      19  27148      -1.2865      0.90087         0.86872         0.88326
ENSG00000070808    5  149594054  149674403    149      29  27148      -1.7219      0.95745          0.9056         0.95158
ENSG00000183876    5  149670909  149687525     30      10  27148      -1.5691      0.94169          0.9337         0.91705
ENSG00000070814    5  149732202  149784871     55      14  27148     -0.13049      0.55191         0.68333         0.37924
ENSG00000019582    5  149776200  149797543     40      17  27148     -0.50947      0.69479         0.94255          0.4513
ENSG00000164587    5  149817712  149834351     42       4  27148       -1.887      0.97042          0.9907         0.91458
ENSG00000070614    5  149860365  149942773    128      17  27148    -0.011936      0.50476         0.46204         0.49496
ENSG00000171992    5  149975642  150043792     87      18  27148       0.4314      0.33309         0.41228         0.25522
ENSG00000164591    5  150035403  150063930     49       6  27148    -0.092441      0.53683          0.6792         0.35386
ENSG00000086589    5  150065352  150085669     11       6  27148      0.38842      0.34885         0.53045         0.22025
ENSG00000132912    5  150083309  150143657     77       6  27148      0.17991      0.42861          0.6291         0.25797
ENSG00000256235    5  150152508  150181298     64       7  27148     -0.78944      0.78507         0.88324          0.6126
ENSG00000237693    5  150221085  150233231     41       4  27148     -0.10481      0.54174         0.87976         0.30641
ENSG00000145908    5  150268954  150289545     33       5  27148       -1.805      0.96447         0.94993          0.9488
ENSG00000211445    5  150394999  150413554     67      15  27148       1.3031     0.096268         0.28541        0.038385
ENSG00000145901    5  150404504  150472221    229      35  27148      0.43944      0.33017         0.24789         0.42226
ENSG00000197043    5  150475267  150542443    216      42  27148      0.31387      0.37681          0.3191         0.40657
ENSG00000198624    5  150555613  150608654    168      39  27148      0.36852      0.35624         0.20652         0.57769
ENSG00000196743    5  150627613  150655083     67      13  27148       1.3273     0.092209         0.17657        0.054683
ENSG00000186334    5  150650926  150688334    126      14  27148       2.0113     0.022146        0.011856        0.073475
ENSG00000186335    5  150689539  150732151    137      16  27148        1.148      0.12549         0.48734        0.040327
ENSG00000123643    5  150811553  150876940    161      19  27148      0.96747      0.16665         0.20911         0.14318
ENSG00000086570    5  150878653  150953505    211      35  27148        1.918     0.027557         0.05982        0.028426
ENSG00000113140    5  151035657  151071615     76      14  27148     -0.24278      0.59591         0.92925         0.34076
ENSG00000177556    5  151117383  151143210     29       5  27148       2.3568    0.0092166       0.0044514        0.027979
ENSG00000145907    5  151146476  151189915     65       8  27148       2.0259     0.021385       0.0096837        0.073223
ENSG00000145888    5  151197074  151309397    170      13  27148       2.6343    0.0042157       0.0080536       0.0079255
ENSG00000132911    5  151766102  151789840     95       6  27148       2.5283    0.0057311         0.39961      0.00030699
ENSG00000155511    5  152865084  153198429    928      50  27148      -0.5388      0.70499         0.68995         0.58207
ENSG00000055147    5  153364723  153423497    125      10  27148       1.8154     0.034733         0.26434        0.012022
ENSG00000037749    5  153413519  153442014     50       7  27148       1.9262      0.02704         0.23474       0.0088902
ENSG00000164574    5  153565295  153805544    699      51  27148      0.12139      0.45169         0.79948         0.22309
ENSG00000164576    5  153820517  153845613     38      15  27148       0.8032      0.21093         0.14595         0.31695
ENSG00000113196    5  153849532  153862824     19       9  27148       1.6011     0.054678        0.062073        0.064558
ENSG00000155506    5  154057224  154202167    190      27  27148       1.7562     0.039528        0.029918         0.10083
ENSG00000170271    5  154191594  154235213     30       8  27148      0.12286      0.45111         0.40874         0.47029
ENSG00000155508    5  154232755  154261352     38       4  27148     -0.69606      0.75681         0.78428         0.66808
ENSG00000082516    5  154261976  154322776    102      11  27148     -0.21571      0.58539         0.58392         0.50549
ENSG00000082515    5  154315633  154353971     55      10  27148     -0.32669      0.62805          0.6334         0.53397
ENSG00000226650    5  154388260  154402685     23      10  27148      0.59711      0.27522         0.29588         0.25386
ENSG00000170624    5  155457147  156199799   1472      53  27148     -0.25075        0.599         0.64955         0.46064
ENSG00000145850    5  156341293  156395266     75      11  27148      0.62367      0.26642         0.40355          0.1757
ENSG00000113249    5  156450989  156491130    128      20  27148       1.0273      0.15215          0.1542         0.17538
ENSG00000135077    5  156507843  156541248     70       8  27148       1.5936     0.055514        0.034033          0.1401
ENSG00000155868    5  156560451  156574921     34       9  27148       1.3397     0.090173         0.22146        0.043447
ENSG00000113263    5  156602907  156687109    290      32  27148       0.1127      0.45513         0.39015         0.44507
ENSG00000055163    5  156688091  156827606    335      19  27148      0.55911      0.28804          0.3519         0.23155
ENSG00000172568    5  156763607  156777729     41       7  27148      0.23301      0.40788         0.42711         0.36711
ENSG00000135074    5  156817071  157007831    527      28  27148      0.45682       0.3239         0.78948         0.12741
ENSG00000172548    5  156882027  156906730     49       9  27148     -0.44791      0.67289         0.78084         0.52821
ENSG00000039600    5  157046804  157104138    119      15  27148      -0.2036      0.58067         0.46393         0.63581
ENSG00000187658    5  157093561  157112162     46      11  27148   -0.0083776      0.50334         0.41367         0.56109
ENSG00000113272    5  157153323  157171982     52       9  27148      0.78763      0.21546         0.21385         0.22768
ENSG00000155858    5  157165755  157188746     47       6  27148       0.3395      0.36712         0.25682         0.48969
ENSG00000113282    5  157207751  157291183    184      15  27148      0.66077      0.25438         0.14872         0.44291
ENSG00000164330    5  158117916  158531788    591      48  27148       2.9073     0.001823       0.0052902       0.0074345
ENSG00000145860    5  158579417  158642061     98      16  27148       3.3344    0.0004274      0.00070171       0.0016363
ENSG00000164332    5  158685089  158718048     50      10  27148        4.361    6.474e-06      6.8609e-06      0.00027715
ENSG00000113302    5  158736791  158762481     44      11  27148       6.4791   4.6136e-11       3.388e-07       1.039e-12
ENSG00000170214    5  159338740  159405017    117      23  27148       1.8389     0.032966         0.01344         0.15513
ENSG00000113312    5  159431156  159497550     94      13  27148     -0.25217      0.59955         0.40492         0.78849
ENSG00000170234    5  159497889  159551452     50      10  27148     -0.99808      0.84088          0.7379         0.84815
ENSG00000170231    5  159609374  159670729    263      24  27148      -1.4395      0.92499         0.83427         0.94157
ENSG00000135083    5  159673666  159744602    150      23  27148     -0.66737      0.74773          0.6979         0.68579
ENSG00000145861    5  159769761  159802657     70      13  27148     -0.95127      0.82927         0.77253         0.80474
ENSG00000221886    5  159815155  159832060     30       7  27148      0.80869      0.20935         0.13678         0.32661
ENSG00000164609    5  159823648  159851168     61      13  27148      0.19459      0.42286         0.27335         0.61208
ENSG00000164611    5  159843865  159860747     29      10  27148     0.034723      0.48615         0.43342         0.51129
ENSG00000118322    5  159985127  160284219    686      47  27148     -0.92574      0.82271         0.67521         0.85574
ENSG00000145864    5  160710426  160980130    476      28  27148    0.0053879      0.49785           0.387         0.57151
ENSG00000145863    5  161107658  161134598     59       8  27148     -0.31074        0.622         0.48141         0.71311
ENSG00000022355    5  161269197  161331965    103      13  27148     -0.51179       0.6956         0.46914         0.89322
ENSG00000113327    5  161489648  161587545    124      24  27148       2.0272     0.021322       0.0092819        0.095237
ENSG00000113328    5  162859573  162877022     21       8  27148    -0.087315      0.53479         0.51666          0.5159
ENSG00000170584    5  162875586  162892143     22       6  27148      0.48148      0.31509         0.25481         0.38287
ENSG00000072571    5  162882517  162923951     77      10  27148      0.05024      0.47997         0.37985         0.56564
ENSG00000038274    5  162925070  162951359     51       9  27148   -0.0066006      0.50263         0.41136         0.58223
ENSG00000145934    5  166401083  167696162   2327     159  27148     -0.74278      0.77119         0.68352         0.64341
ENSG00000113645    5  167714065  167904308    529      64  27148       1.0612      0.14429         0.20716         0.12563
ENSG00000120137    5  167977628  168011614     38       8  27148       1.3541     0.087848         0.10286        0.091214
ENSG00000184347    5  168083738  168733133   1762     129  27148      0.33204      0.36993         0.34214         0.36669
ENSG00000040275    5  169005638  169036782     68       7  27148      0.64727      0.25873         0.20871          0.3229
ENSG00000134516    5  169059251  169515386   1081      84  27148      0.46984      0.31923         0.66468         0.14651
