# ALPHA = 0.05
# NUMBER_OF_TESTS = 217

# _SET1_  VARIABLE = GO:0002262 (set)
# _SET1_  NGENES = 160
# _SET1_  P-VALUE = 2.15298e-05
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET2_   ENSG00000061273    12   48171505   48231915    166      35  41505       3.2748   0.00028874    8.8818e-16       3.2748
_SET2_   ENSG00000111424    12   48230320   48341831    286      46  41505       1.6449     0.032832    6.6613e-16       1.6449
_SET2_   ENSG00000129315    12   49077241   49115781     52       8  41505       1.2008     0.087233    6.6613e-16       1.2008
_SET2_   ENSG00000135457    12   51482439   51571918    208      16  41505      0.79712      0.16522    6.6613e-16      0.79712
_SET2_   ENSG00000123358    12   52411616   52458291     90      25  41505      -1.4364      0.90055    6.6613e-16      -1.4364
_SET2_   ENSG00000172819    12   53599351   53631764     32      11  41505      0.26284      0.35585    7.2164e-16      0.26284
_SET2_   ENSG00000185591    12   53768960   53815230     54       6  41505      0.39366      0.29811    7.2164e-16      0.39366
_SET2_   ENSG00000170653    12   53896640   54025194    174      16  41505      0.81414       0.1592    6.6613e-16      0.81414
_SET2_   ENSG00000123364    12   54327615   54345328     33       6  41505     -0.76089      0.73379    6.6613e-16     -0.76089
_SET2_   ENSG00000094916    12   54619726   54678917     34       6  41505     -0.34168      0.57477    7.2164e-16     -0.34168
_SET2_   ENSG00000123411    12   56396443   56437219     34       7  41505     0.021519      0.44242    7.1471e-16     0.021519
_SET2_   ENSG00000076108    12   56984380   57035600     46      10  41505     -0.36064      0.58927    7.2164e-16     -0.36064
_SET2_   ENSG00000166886    12   57477826   57494259     29      11  41505     -0.39918      0.60349    7.2164e-16     -0.39918
_SET2_   ENSG00000175197    12   57905371   57920520     11       3  41505      0.42271      0.29696    7.2164e-16      0.42271
_SET2_   ENSG00000149948    12   66213240   66365071    183      28  41505      -1.8869      0.95829    6.6613e-16      -1.8869
_SET2_   ENSG00000155974    12   66736211   67467942   1857     106  41505      -2.5734      0.98663    8.8818e-16      -2.5734
_SET2_   ENSG00000111530    12   67658138   67718733    151      12  41505     -0.20033      0.51203    7.2164e-16     -0.20033
_SET2_   ENSG00000111596    12   70631782   70753773    211      20  41505      0.29403      0.32144    7.2164e-16      0.29403
_SET2_   ENSG00000179941    12   76733254   76747195     18       5  41505      0.78667      0.17738    6.6613e-16      0.78667
_SET2_   ENSG00000012504    12  100862486  100963192    109      22  41505      -1.2334      0.86442    6.6613e-16      -1.2334
_SET2_   ENSG00000139352    12  103346452  103359291     17       6  41505      -1.0075      0.80889    6.6613e-16      -1.0075
_SET2_   ENSG00000139372    12  104354600  104387652    115      18  41505       1.6519     0.036127    6.6613e-16       1.6519
_SET2_   ENSG00000120837    12  104505864  104537019     46      10  41505     -0.35605      0.59374    7.2164e-16     -0.35605
_SET2_   ENSG00000008405    12  107380142  107492327    200      16  41505      0.74342      0.17728    6.6613e-16      0.74342
_SET2_   ENSG00000123064    12  113589978  113628284     48       6  41505      -0.5413      0.66664    6.6613e-16      -0.5413
_SET2_   ENSG00000089225    12  114786716  114851247    161      30  41505      -1.5345      0.91363    6.6613e-16      -1.5345
_SET2_   ENSG00000135111    12  115103060  115126980     34      13  41505     -0.10335      0.48241    7.2164e-16     -0.10335
_SET2_   ENSG00000122966    12  120118596  120320124    347      23  41505     -0.55012      0.63327    6.6613e-16     -0.55012
_SET2_   ENSG00000135114    12  121450566  121482049     76      16  41505      0.87042      0.15229    6.6613e-16      0.87042
_SET2_   ENSG00000110801    12  122321638  122361203     76      10  41505      0.26995      0.33415    7.2164e-16      0.26995
_SET2_   ENSG00000130783    12  123254073  123317075    152      12  41505       1.0755      0.11574    6.6613e-16       1.0755
_SET2_   ENSG00000196498    12  124803961  125057158    615      90  41505       3.1937   0.00030621    8.8818e-16       3.1937
_SET2_   ENSG00000150459    13   21709258   21728236     35       9  41505       0.7757      0.17697    6.6613e-16       0.7757
_SET2_   ENSG00000127870    13   26701253   26801451    305      32  41505      0.75594      0.17045    6.6613e-16      0.75594
_SET2_   ENSG00000122025    13   28572411   28679729    395      23  41505      0.93174      0.12621    6.6613e-16      0.93174
_SET2_   ENSG00000189403    13   31025841   31196734    306      58  41505     0.083847      0.39164    7.2164e-16     0.083847
_SET2_   ENSG00000133112    13   45902606   45920419     42       8  41505     -0.22402      0.53102    7.2164e-16     -0.22402
_SET2_   ENSG00000136146    13   48622459   48674267    109      13  41505     -0.14827      0.49715    7.2164e-16     -0.14827
_SET2_   ENSG00000139687    13   48872880   49178572    389      21  41505     -0.58689      0.65803    6.6613e-16     -0.58689
_SET2_   ENSG00000102554    13   73624114   73656679     76      19  41505      0.45424      0.27115    7.2164e-16      0.45424
_SET2_   ENSG00000188243    13   76094350   76128575     82      12  41505      -1.0086      0.80383    6.6613e-16      -1.0086
_SET2_   ENSG00000152192    13   79167497   79182687     24      10  41505     -0.30057      0.56393    7.2164e-16     -0.30057
_SET2_   ENSG00000198176    13  114234036  114300788     67      10  41505      -1.8409      0.95358    6.6613e-16      -1.8409
_SET2_   ENSG00000100823    14   20918350   20930931     28       9  41505     -0.65771      0.69497    6.6613e-16     -0.65771
_SET2_   ENSG00000100968    14   24829879   24853810     45      12  41505      0.28004      0.33659    7.2164e-16      0.28004
_SET2_   ENSG00000100902    14   35742839   35791699    119      18  41505     -0.15092      0.51067    7.2164e-16     -0.15092
_SET2_   ENSG00000100906    14   35865285   35878955     42      13  41505       2.1415     0.011078    8.8818e-16       2.1415
_SET2_   ENSG00000136352    14   36980597   36995354     20       6  41505      0.80156      0.17482    6.6613e-16      0.80156
_SET2_   ENSG00000165617    14   59095685   59120039     35       9  41505     -0.12621      0.49353    7.2164e-16     -0.12621
_SET2_   ENSG00000126778    14   61105139   61129977     23       7  41505     -0.76022      0.74643    6.6613e-16     -0.76022
_SET2_   ENSG00000100644    14   62157231   62219977     92      13  41505   -0.0079817      0.45516    7.1644e-16   -0.0079817
_SET2_   ENSG00000125952    14   65467892   65574413    167      19  41505     -0.19434      0.50774    7.2164e-16     -0.19434
_SET2_   ENSG00000133997    14   71042974   71072407     96      11  41505     -0.93494      0.78879    6.6613e-16     -0.93494
_SET2_   ENSG00000170345    14   75740529   75753933     38      16  41505     -0.86797      0.76869    6.6613e-16     -0.86797
_SET2_   ENSG00000119715    14   76772055   76973180    611      53  41505     -0.84606        0.727    6.6613e-16     -0.84606
_SET2_   ENSG00000100603    14   78178942   78232550    158      14  41505      -1.4987       0.9074    6.6613e-16      -1.4987
_SET2_   ENSG00000165417    14   81636796   81692721     80      11  41505      -1.8428      0.95435    6.6613e-16      -1.8428
_SET2_   ENSG00000165533    14   89285497   89352422    103      13  41505     0.037606      0.42087    7.1471e-16     0.037606
_SET2_   ENSG00000100764    14   90717871   90746773     95       6  41505      0.78872      0.16843    6.6613e-16      0.78872
_SET2_   ENSG00000165949    14   94566182   94588032     55      14  41505      -1.6456      0.93166    6.6613e-16      -1.6456
_SET2_   ENSG00000133937    14   95229560   95241450     22       9  41505     -0.27202       0.5532    7.2164e-16     -0.27202
_SET2_   ENSG00000183576    14   99859085   99952226     88       6  41505      0.18125      0.36171    7.2164e-16      0.18125
_SET2_   ENSG00000100811    14  100699635  100754125     89      11  41505      0.82848      0.16255    6.6613e-16      0.82848
_SET2_   ENSG00000185024    14  105670623  105786926    212      18  41505       2.5575    0.0030334    8.8818e-16       2.5575
_SET2_   ENSG00000182979    14  105881157  105942066     14       6  41505       2.1732     0.010386    8.8818e-16       2.1732
_SET2_   ENSG00000134138    15   37176405   37398500    327      54  41505     0.012498      0.41784    7.1644e-16     0.012498
_SET2_   ENSG00000067369    15   43690259   43807926    183      11  41505      -1.1903      0.84683    6.6613e-16      -1.1903
_SET2_   ENSG00000256061    15   55697723   55805432    176      20  41505       1.0888      0.10247    6.6613e-16       1.0888
_SET2_   ENSG00000140262    15   57205821   57596479    738      19  41505      0.53347       0.2083    6.6613e-16      0.53347
_SET2_   ENSG00000140307    15   59925261   59954740     81       8  41505       0.2699      0.33283    7.2164e-16       0.2699
_SET2_   ENSG00000069667    15   60775483   61526501   1710     160  41505       1.4244     0.037288    6.6613e-16       1.4244
_SET2_   ENSG00000103671    15   64674947   64752502     69       8  41505     0.031686      0.44814    7.1471e-16     0.031686
_SET2_   ENSG00000166949    15   67351101   67492511    347      48  41505     -0.66919        0.678    6.6613e-16     -0.66919
_SET2_   ENSG00000033800    15   68341647   68495941    117      14  41505      0.48265       0.2555    7.2164e-16      0.48265
_SET2_   ENSG00000140463    15   72973520   73035816     72      10  41505       1.5929     0.041134    6.6613e-16       1.5929
_SET2_   ENSG00000169375    15   75656720   75753183     51       6  41505      0.43519      0.27571    7.2164e-16      0.43519
_SET2_   ENSG00000172379    15   80691692   80895274    413      46  41505       1.4051     0.052732    6.6613e-16       1.4051
_SET2_   ENSG00000140577    15   91068155   91193577    294      21  41505       2.5857    0.0027083    8.8818e-16       2.5857
_SET2_   ENSG00000068305    15  100100622  100261693    204      20  41505       1.2563       0.0746    6.6613e-16       1.2563
_SET2_   ENSG00000005513    16    1026770    1041979     47      12  41505       -0.714      0.71209    6.6613e-16       -0.714
_SET2_   ENSG00000103275    16    1353881    1382019    118      14  41505      -0.8842      0.76689    6.6613e-16      -0.8842
_SET2_   ENSG00000167967    16    2268581    2290743     33       6  41505       1.3319     0.068486    6.6613e-16       1.3319
_SET2_   ENSG00000103363    16    2816415    2832290     32       8  41505    -0.014355      0.45045    7.1644e-16    -0.014355
_SET2_   ENSG00000005339    16    3770055    3935714     72      24  41505     -0.21014       0.5274    7.2164e-16     -0.21014
_SET2_   ENSG00000179583    16   10955079   11041878    200      41  41505       7.9992   1.4826e-16    8.8818e-16       7.9992
_SET2_   ENSG00000175595    16   14008995   14051205     80      11  41505      0.68567       0.1999    6.6613e-16      0.68567
_SET2_   ENSG00000166501    16   23842304   24236932    968      79  41505      0.21881      0.30162    7.2164e-16      0.21881
_SET2_   ENSG00000280789    16   29822473   29838810     14       2  41505       1.9513     0.019891    6.6613e-16       1.9513
_SET2_   ENSG00000149922    16   30092114   30108245     11       3  41505       4.7306   5.4747e-07    8.8818e-16       4.7306
_SET2_   ENSG00000099381    16   30964075   31000985     32       4  41505       2.4066    0.0052564    8.8818e-16       2.4066
_SET2_   ENSG00000103510    16   31120810   31147714     33       5  41505       2.4392     0.004756    8.8818e-16       2.4392
_SET2_   ENSG00000140682    16   31477906   31494281     11       3  41505      -2.3743      0.98722    8.8818e-16      -2.3743
_SET2_   ENSG00000125124    16   56494552   56621579    271      39  41505      0.57875      0.22239    6.6613e-16      0.57875
_SET2_   ENSG00000103037    16   58544383   58562746     51      10  41505       1.9943     0.016021    6.6613e-16       1.9943
_SET2_   ENSG00000125107    16   58548855   58668789    308      13  41505        1.902     0.017608    6.6613e-16        1.902
_SET2_   ENSG00000102974    16   67591370   67678080     26       7  41505      0.37731      0.31018    7.2164e-16      0.37731
_SET2_   ENSG00000102981    16   67689849   67701677      9       4  41505       0.9959      0.13561    6.6613e-16       0.9959
_SET2_   ENSG00000072736    16   68113654   68268162    105       6  41505       2.2798    0.0077238    8.8818e-16       2.2798
_SET2_   ENSG00000102908    16   69593997   69743569    223      18  41505      -1.1004      0.82144    6.6613e-16      -1.1004
_SET2_   ENSG00000198373    16   69791231   69980644    353      19  41505       -1.309      0.86338    6.6613e-16       -1.309
_SET2_   ENSG00000179588    16   88514688   88608439    285      35  41505      0.34291      0.29761    7.2164e-16      0.34291
_SET2_   ENSG00000132382    17    4437192    4463681     56      22  41505    -0.089719      0.47833    7.2164e-16    -0.089719
_SET2_   ENSG00000108561    17    5331097    5357150     48      11  41505     -0.64281      0.69404    6.6613e-16     -0.64281
_SET2_   ENSG00000005100    17    5339237    5377302     60      14  41505     -0.70844      0.71457    6.6613e-16     -0.70844
_SET2_   ENSG00000141510    17    7560097    7595856     85      22  41505      -1.0177         0.81    6.6613e-16      -1.0177
_SET2_   ENSG00000179094    17    8038790    8064824     42       8  41505     -0.51805      0.64287    6.6613e-16     -0.51805
_SET2_   ENSG00000141052    17   12564207   12677266    272      41  41505       1.0564      0.10698    6.6613e-16       1.0564
_SET2_   ENSG00000141027    17   15927379   16126499    240       7  41505     0.037426      0.40743    7.1471e-16     0.037426
_SET2_   ENSG00000072310    17   17708713   17745316     43       8  41505     -0.53865      0.64696    6.6613e-16     -0.53865
_SET2_   ENSG00000109016    17   21021677   21101578    103      14  41505     -0.24788      0.53411    7.2164e-16     -0.24788
_SET2_   ENSG00000087095    17   26363763   26528407     48      19  41505      0.22675      0.36166    7.2164e-16      0.22675
_SET2_   ENSG00000109118    17   27227268   27283789     29       6  41505       1.5773     0.044289    6.6613e-16       1.5773
_SET2_   ENSG00000178691    17   30259026   30333057    113       6  41505     -0.85658        0.762    6.6613e-16     -0.85658
_SET2_   ENSG00000273611    17   34837473   34860154     20       5  41505       4.6282   9.0791e-07    8.8818e-16       4.6282
_SET2_   ENSG00000125691    17   36999113   37015017     34      11  41505     -0.36365      0.58869    7.2164e-16     -0.36365
_SET2_   ENSG00000125686    17   37555538   37612525     76       6  41505      -1.0032      0.80402    6.6613e-16      -1.0032
_SET2_   ENSG00000008838    17   38170350   38222468     95      13  41505    -0.021188      0.44072    7.1471e-16    -0.021188
_SET2_   ENSG00000126351    17   38209543   38255120     63      16  41505       2.3465    0.0061686    8.8818e-16       2.3465
_SET2_   ENSG00000126368    17   38244046   38261842     31      12  41505       2.9573    0.0010191    8.8818e-16       2.9573
_SET2_   ENSG00000131759    17   38460432   38518895     32      10  41505      0.27794      0.35026    7.2164e-16      0.27794
_SET2_   ENSG00000073584    17   38776214   38809906     37       6  41505       1.1499     0.097077    6.6613e-16       1.1499
_SET2_   ENSG00000108773    17   40260129   40278385     34       7  41505       1.9806     0.017396    6.6613e-16       1.9806
_SET2_   ENSG00000173757    17   40346194   40445651     60      11  41505       5.1426   5.9492e-08    8.8818e-16       5.1426
_SET2_   ENSG00000168610    17   40460342   40545558    115      10  41505       7.8133    7.375e-16    8.8818e-16       7.8133
_SET2_   ENSG00000108788    17   40714090   40730257     18       3  41505      0.78855       0.1735    6.6613e-16      0.78855
_SET2_   ENSG00000167941    17   41826106   41841159     23       7  41505       2.0883     0.012709    8.8818e-16       2.0883
_SET2_   ENSG00000108840    17   42149114   42206070     61       8  41505      -1.6287      0.92961    6.6613e-16      -1.6287
_SET2_   ENSG00000108465    17   46040176   46064147     61      11  41505       1.1567     0.095279    6.6613e-16       1.1567
_SET2_   ENSG00000141376    17   58749814   59475199    755      47  41505      -1.0645      0.79067    6.6613e-16      -1.0645
_SET2_   ENSG00000121068    17   59472204   59491827     34       6  41505     -0.97784      0.79886    6.6613e-16     -0.97784
_SET2_   ENSG00000108510    17   60014966   60147639     96      13  41505       -0.285      0.55726    7.2164e-16       -0.285
_SET2_   ENSG00000087191    17   61899512   61914386     25       3  41505      0.97938      0.12931    6.6613e-16      0.97938
_SET2_   ENSG00000108654    17   62489372   62509317     31       7  41505      -1.6942      0.94518    6.6613e-16      -1.6942
_SET2_   ENSG00000070540    17   66412089   66458654     88      18  41505      0.60065      0.22241    6.6613e-16      0.60065
_SET2_   ENSG00000125398    17   70112161   70127557     17       6  41505      -1.1777      0.85014    6.6613e-16      -1.1777
_SET2_   ENSG00000132471    17   73836780   73857588     53      10  41505        3.091    0.0006129    8.8818e-16        3.091
_SET2_   ENSG00000181038    17   74717912   74735018      8       3  41505      -1.4296      0.90295    6.6613e-16      -1.4296
_SET2_   ENSG00000141564    17   78513619   78945171   1530      54  41505       1.5838     0.025964    6.6613e-16       1.5838
_SET2_   ENSG00000175866    17   79003922   79096234    313      42  41505     -0.89817      0.75925    6.6613e-16     -0.89817
_SET2_   ENSG00000175354    18   12780477   12934642    325      33  41505     -0.54352      0.63587    6.6613e-16     -0.54352
_SET2_   ENSG00000141448    18   19744550   19787491     27      12  41505     -0.38817      0.60166    7.2164e-16     -0.38817
_SET2_   ENSG00000101773    18   20373224   20611451    361      13  41505      0.20374      0.34045    7.2164e-16      0.20374
_SET2_   ENSG00000141384    18   23801409   23976649    302      17  41505    -0.093824      0.45967    7.2164e-16    -0.093824
_SET2_   ENSG00000134504    18   24029874   24242365    450      65  41505     -0.54246      0.62843    6.6613e-16     -0.54246
_SET2_   ENSG00000078043    18   44378181   44505123    237      17  41505       1.6916     0.030836    6.6613e-16       1.6916
_SET2_   ENSG00000175387    18   45330328   45462517    167      13  41505      -1.8696      0.95337    6.6613e-16      -1.8696
_SET2_   ENSG00000141646    18   48549764   48616415     46       6  41505     -0.11336      0.48226    7.2164e-16     -0.11336
_SET2_   ENSG00000196628    18   52884416   53337018    521      43  41505      0.38514      0.26954    7.2164e-16      0.38514
_SET2_   ENSG00000171791    18   60785579   60992361    456      79  41505       1.9971     0.014066    6.6613e-16       1.9971
_SET2_   ENSG00000101493    18   74064637   74212198    339      37  41505     -0.41879      0.58735    7.2164e-16     -0.41879
_SET2_   ENSG00000131196    18   77150856   77294325    469      51  41505       2.0349     0.012099    8.8818e-16       2.0349
_SET2_   ENSG00000060069    18   77434803   77519503    252      16  41505       1.3409     0.062409    6.6613e-16       1.3409
_SET2_   ENSG00000175221    19     862630     898218    106      16  41505         3.07   0.00059612    8.8818e-16         3.07
_SET2_   ENSG00000071564    19    1604290    1657614     73      16  41505       -2.152       0.9778    8.8818e-16       -2.152
_SET2_   ENSG00000167657    19    3953451    3976121     32       9  41505      -1.6551      0.93398    6.6613e-16      -1.6551
_SET2_   ENSG00000178951    19    4038301    4071897     60      13  41505       1.2334     0.086736    6.6613e-16       1.2334
_SET2_   ENSG00000125651    19    6374583    6398992     42       8  41505     -0.88386      0.77664    6.6613e-16     -0.88386
_SET2_   ENSG00000079999    19   10591801   10619234     60      11  41505       6.1509   1.5747e-10    8.8818e-16       6.1509
_SET2_   ENSG00000127616    19   11066608   11195102    225      26  41505       4.5701   1.0073e-06    8.8818e-16       4.5701
_SET2_   ENSG00000161914    19   11589242   11621654     55       8  41505      0.14326       0.4138    7.2164e-16      0.14326
_SET2_   ENSG00000171223    19   12897300   12909129     11       6  41505       3.6071   0.00017184    8.8818e-16       3.6071
_SET2_   ENSG00000179218    19   13044392   13060303     10       5  41505       1.3838     0.064184    6.6613e-16       1.3838
_SET2_   ENSG00000123143    19   14538865   14587679    113      26  41505     -0.47305      0.62268    7.2164e-16     -0.47305
_SET2_   ENSG00000105127    19   15459196   15495626     33       6  41505     -0.36312      0.58878    7.2164e-16     -0.36312
_SET2_   ENSG00000011451    19   15525789   15565767     22       8  41505     -0.39625      0.60237    7.2164e-16     -0.39625
_SET2_   ENSG00000130522    19   18385504   18397432     41       7  41505       4.4428   2.1598e-06    8.8818e-16       4.4428
_SET2_   ENSG00000105662    19   18789488   18898143    155      22  41505      0.64287      0.20669    6.6613e-16      0.64287
_SET2_   ENSG00000245848    19   33785840   33798440     22       5  41505       0.5776      0.24159    6.6613e-16       0.5776
_SET2_   ENSG00000153879    19   33859591   33878592     28      10  41505      0.43928      0.27946    7.2164e-16      0.43928
_SET2_   ENSG00000105698    19   35754865   35775724     53       9  41505       0.3652      0.30271    7.2164e-16       0.3652
_SET2_   ENSG00000130402    19   39133289   39227229    215      15  41505      0.81361      0.16098    6.6613e-16      0.81361
_SET2_   ENSG00000068903    19   39364195   39395502     58      19  41505     0.073304      0.40964    7.2164e-16     0.073304
_SET2_   ENSG00000063322    19   39876943   39896281     37      10  41505      -1.2536      0.86646    6.6613e-16      -1.2536
_SET2_   ENSG00000105202    19   40320098   40342019     46       9  41505     -0.80005      0.73967    6.6613e-16     -0.80005
_SET2_   ENSG00000130758    19   40692333   40726482     46       9  41505     -0.13701      0.49518    7.2164e-16     -0.13701
_SET2_   ENSG00000069399    19   45245962   45268301     32       9  41505         1.38     0.067063    6.6613e-16         1.38
_SET2_   ENSG00000104881    19   45877896   45914607     74      16  41505     -0.23115      0.52995    7.2164e-16     -0.23115
_SET2_   ENSG00000012061    19   45905592   45987086    180      28  41505     -0.46574      0.61529    7.2164e-16     -0.46574
_SET2_   ENSG00000125740    19   45966253   45983437     56      12  41505      0.60604       0.2234    6.6613e-16      0.60604
_SET2_   ENSG00000105392    19   48318036   48351587    197      22  41505     -0.30006      0.54404    7.2164e-16     -0.30006
_SET2_   ENSG00000183207    19   49491819   49524227     67      10  41505       1.8113     0.024409    6.6613e-16       1.8113
_SET2_   ENSG00000074219    19   49838852   49870714     55       5  41505       6.0459   2.8158e-10    8.8818e-16       6.0459
_SET2_   ENSG00000104973    19   50316539   50348640     33      10  41505        1.095      0.10704    6.6613e-16        1.095
_SET2_   ENSG00000131408    19   50827910   50891645    101      14  41505      0.63333      0.21011    6.6613e-16      0.63333
_SET2_   ENSG00000179943    19   56097742   56118336     42      12  41505     -0.56406      0.66359    6.6613e-16     -0.56406
_SET2_   ENSG00000256060    19   57869919   57881773     27       8  41505      -1.2047      0.85648    6.6613e-16      -1.2047
_SET2_   ENSG00000125878    20     579901     595953     41      15  41505       1.6912      0.03307    6.6613e-16       1.6912
_SET2_   ENSG00000198171    20    3165996    3190331     88      18  41505    -0.010686      0.44118    7.1644e-16    -0.010686
_SET2_   ENSG00000132646    20    5090599    5112272     43       5  41505       -1.732      0.94766    6.6613e-16       -1.732
_SET2_   ENSG00000125863    20   10376657   10419870    131      12  41505     -0.50377      0.63693    6.6613e-16     -0.50377
_SET2_   ENSG00000285508    20   10389168   10417570     84      11  41505     -0.38202      0.59235    7.2164e-16     -0.38202
_SET2_   ENSG00000285723    20   10396194   10406385     25       4  41505      -1.8633      0.96103    6.6613e-16      -1.8633
_SET2_   ENSG00000171456    20   30941133   31032122     93       8  41505    -0.029413      0.44424    7.1471e-16    -0.029413
_SET2_   ENSG00000149600    20   31285501   31336273    137      12  41505       1.0518      0.11054    6.6613e-16       1.0518
_SET2_   ENSG00000101412    20   32258283   32279191     20       9  41505      0.62121      0.22895    6.6613e-16      0.62121
_SET2_   ENSG00000198646    20   33271901   33418454    186      14  41505     -0.82371      0.73679    6.6613e-16     -0.82371
_SET2_   ENSG00000214078    20   34208953   34257878     87       7  41505      -1.2774      0.87575    6.6613e-16      -1.2774
_SET2_   ENSG00000197122    20   35968088   36039453    116      22  41505      0.38908      0.29906    7.2164e-16      0.38908
_SET2_   ENSG00000124177    20   40025723   40252023    411      22  41505     0.017528      0.41229    7.1471e-16     0.017528
_SET2_   ENSG00000196090    20   40696392   41823610   2867     183  41505      0.29872      0.25672    7.2164e-16      0.29872
_SET2_   ENSG00000101076    20   42979339   43066485    208      39  41505       0.6234      0.20966    6.6613e-16       0.6234
_SET2_   ENSG00000101109    20   43590135   43713662    190      14  41505      0.34743      0.29589    7.2164e-16      0.34743
_SET2_   ENSG00000101040    20   45832859   45990633    174      26  41505      0.22821      0.34421    7.2164e-16      0.22821
_SET2_   ENSG00000124151    20   46125631   46290621    288      19  41505       1.7167     0.028722    6.6613e-16       1.7167
_SET2_   ENSG00000172216    20   48802367   48814205     10       6  41505      0.47722       0.2691    7.2164e-16      0.47722
_SET2_   ENSG00000101096    20   49998494   50184370    404      64  41505       1.8319     0.020792    6.6613e-16       1.8319
_SET2_   ENSG00000241721    20   52486791   52497096     21       7  41505     -0.45262      0.62087    7.2164e-16     -0.45262
_SET2_   ENSG00000130699    20   60523525   60645937    283      19  41505       1.6811     0.030016    6.6613e-16       1.6811
_SET2_   ENSG00000101161    20   62607485   62669453     99      12  41505      -1.3898      0.89367    6.6613e-16      -1.3898
_SET2_   ENSG00000180530    21   16328556   16443257    190      25  41505      -1.8816      0.95577    6.6613e-16      -1.8816
_SET2_   ENSG00000242220    21   33865277   33964683    233      25  41505     -0.93563      0.77466    6.6613e-16     -0.93563
_SET2_   ENSG00000157557    21   40172107   40201879     74       9  41505       1.0391      0.11471    6.6613e-16       1.0391
_SET2_   ENSG00000142178    21   44829363   44852011     76      17  41505      0.17122      0.37808    7.2164e-16      0.17122
_SET2_   ENSG00000160310    21   48050507   48090036     73      15  41505     -0.49069       0.6326    7.2164e-16     -0.49069
_SET2_   ENSG00000100084    22   19313221   19439973    198      16  41505     -0.74547      0.72027    6.6613e-16     -0.74547
_SET2_   ENSG00000099942    22   21266695   21313035     89       9  41505      -1.5367      0.91643    6.6613e-16      -1.5367
_SET2_   ENSG00000184436    22   21348393   21361485     45      13  41505     -0.46728      0.62714    7.2164e-16     -0.46728
_SET2_   ENSG00000185686    22   22885123   22906768     84      13  41505      -0.8663      0.76188    6.6613e-16      -0.8663
_SET2_   ENSG00000099956    22   24124118   24185196    289      16  41505    -0.019961      0.43929    7.1471e-16    -0.019961
_SET2_   ENSG00000185340    22   29697608   29713776     17       7  41505      0.48918      0.26517    7.2164e-16      0.48918
_SET2_   ENSG00000185721    22   31790590   31931620    215      21  41505       2.7277    0.0018159    8.8818e-16       2.7277
_SET2_   ENSG00000128245    22   32335508   32358590     54      12  41505        0.831      0.16302    6.6613e-16        0.831
_SET2_   ENSG00000100320    22   36129783   36429872    256      23  41505      0.90928      0.14277    6.6613e-16      0.90928
_SET2_   ENSG00000100146    22   38361693   38388429     13       3  41505     -0.75212       0.7292    6.6613e-16     -0.75212
_SET2_   ENSG00000128272    22   39910700   39923688     13       3  41505       2.6116    0.0029888    8.8818e-16       2.6116
_SET2_   ENSG00000100387    22   41342351   41374313     17       5  41505       1.5678     0.045472    6.6613e-16       1.5678
_SET2_   ENSG00000100393    22   41483596   41581081    112      10  41505       1.6978     0.030873    6.6613e-16       1.6978
_SET2_   ENSG00000183864    22   41824498   41847805     27       4  41505       1.0789      0.11204    6.6613e-16       1.0789
_SET2_   ENSG00000186951    22   46541424   46644652    180      27  41505     -0.55373      0.65225    6.6613e-16     -0.55373
_SET2_   ENSG00000101849     X    9426360    9714077    637      91  41505     -0.35919      0.54757    7.2164e-16     -0.35919
_SET2_   ENSG00000086712     X   16799555   16867642     83      13  41505      0.63449      0.21161    6.6613e-16      0.63449
_SET2_   ENSG00000169297     X   30317323   30332507     32      13  41505      0.11734      0.39911    7.2164e-16      0.11734
_SET2_   ENSG00000183337     X   39904068   40041582    133      39  41505      -1.2026      0.85807    6.6613e-16      -1.2026
_SET2_   ENSG00000180182     X   40502557   40600110     97      16  41505      -1.3403      0.88645    6.6613e-16      -1.3403
_SET2_   ENSG00000215301     X   41187601   41228725     83      17  41505      0.65959       0.2094    6.6613e-16      0.65959
_SET2_   ENSG00000102226     X   47087265   47112727     15       9  41505      -2.1813         0.98    8.8818e-16      -2.1813
_SET2_   ENSG00000126767     X   47489920   47515003     25      10  41505      -1.4116      0.90428    6.6613e-16      -1.4116
_SET2_   ENSG00000102145     X   48639948   48657718      7       6  41505      0.38004       0.3284    7.2164e-16      0.38004
_SET2_   ENSG00000094631     X   48654784   48688392     23      12  41505    -0.038106      0.47652    7.1471e-16    -0.038106
_SET2_   ENSG00000049768     X   49101899   49126262     19      10  41505    0.0077858       0.4433    7.1557e-16    0.0077858
_SET2_   ENSG00000169083     X   66758863   66955461    146      29  41505      0.85193      0.16787    6.6613e-16      0.85193
_SET2_   ENSG00000184481     X   70310701   70328382     23       8  41505      -1.4324      0.90081    6.6613e-16      -1.4324
_SET2_   ENSG00000184634     X   70333393   70368953     54      10  41505      -1.7907      0.94905    6.6613e-16      -1.7907
_SET2_   ENSG00000147133     X   70581072   70757224     76      38  41505      -1.4634      0.91806    6.6613e-16      -1.4634
_SET2_   ENSG00000147099     X   71544366   71797951    166      45  41505      -1.2006      0.86026    6.6613e-16      -1.2006
_SET2_   ENSG00000133169     X  102312579  102324099      9       6  41505       -0.139      0.50492    7.2164e-16       -0.139
_SET2_   ENSG00000101843     X  107322437  107339779     16       6  41505      0.77726      0.17813    6.6613e-16      0.77726
