# ALPHA = 0.05
# NUMBER_OF_TESTS = 64

# _SET1_  VARIABLE = GO:0010628 (set)
# _SET1_  NGENES = 1132
# _SET1_  P-VALUE = 2.35665e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000114013     3  121769209  121844986     96      20  41505        6.317   5.1026e-11    8.8818e-16        6.317
_SET1_   ENSG00000036828     3  121897515  122015476    419      29  41505       1.7975     0.022134    6.6613e-16       1.7975
_SET1_   ENSG00000173706     3  124679554  124779841    249      31  41505      0.66085      0.19565    6.6613e-16      0.66085
_SET1_   ENSG00000179348     3  128193270  128217044     59      15  41505       1.7154        0.031    6.6613e-16       1.7154
_SET1_   ENSG00000169714     3  128881670  128907765     13       6  41505     -0.54755      0.67234    6.6613e-16     -0.54755
_SET1_   ENSG00000183624     3  128992671  129030029     50       5  41505     0.090528      0.41823    7.2164e-16     0.090528
_SET1_   ENSG00000158092     3  136576050  136675448    170       8  41505     -0.57104      0.65085    6.6613e-16     -0.57104
_SET1_   ENSG00000174564     3  136660072  136734927    104       9  41505      -0.6601      0.68571    6.6613e-16      -0.6601
_SET1_   ENSG00000051382     3  138366540  138558770    176       9  41505      0.24046      0.33176    7.2164e-16      0.24046
_SET1_   ENSG00000188313     3  146227967  146267643    147      18  41505      -1.7028      0.93797    6.6613e-16      -1.7028
_SET1_   ENSG00000120742     3  150254785  150326015    158      18  41505      -1.1296      0.83052    6.6613e-16      -1.1296
_SET1_   ENSG00000174953     3  153985335  154047276     85      10  41505      -1.1525      0.84103    6.6613e-16      -1.1525
_SET1_   ENSG00000168811     3  159701622  159718806     45       7  41505       4.6165   9.2977e-07    8.8818e-16       4.6165
_SET1_   ENSG00000207779     3  160117376  160127473     13       4  41505     -0.41129      0.60823    7.2164e-16     -0.41129
_SET1_   ENSG00000114209     3  167396086  167457727     67       4  41505    -0.059457      0.46298    7.1471e-16    -0.059457
_SET1_   ENSG00000163577     3  170601207  170631433     48       9  41505     -0.68346      0.70653    6.6613e-16     -0.68346
_SET1_   ENSG00000075651     3  171313194  171533740    486      19  41505       2.2855    0.0058935    8.8818e-16       2.2855
_SET1_   ENSG00000114416     3  180580929  180705541    221      22  41505      -1.8229      0.95138    6.6613e-16      -1.8229
_SET1_   ENSG00000078081     3  182835003  182886627    176      18  41505     -0.86949      0.76087    6.6613e-16     -0.86949
_SET1_   ENSG00000145191     3  183847826  183868915     28       8  41505       -2.262      0.98293    8.8818e-16       -2.262
_SET1_   ENSG00000114867     3  184027283  184058146     35      11  41505       1.9482     0.018146    6.6613e-16       1.9482
_SET1_   ENSG00000136527     3  185627346  185660891     42      10  41505      0.20536        0.364    7.2164e-16      0.20536
_SET1_   ENSG00000181092     3  186555493  186581252     63      18  41505      -1.2625      0.86647    6.6613e-16      -1.2625
_SET1_   ENSG00000196083     3  190226840  190382539    417      62  41505      -2.0148      0.96512    8.8818e-16      -2.0148
_SET1_   ENSG00000114315     3  193848937  193861521      9       5  41505       1.4134     0.061624    6.6613e-16       1.4134
_SET1_   ENSG00000072274     3  195734382  195814024    273      27  41505      -1.1189      0.82209    6.6613e-16      -1.1189
_SET1_   ENSG00000163975     3  196702461  196761706    116      28  41505       1.3236     0.067776    6.6613e-16       1.3236
_SET1_   ENSG00000145214     4     947675     985683     73      15  41505       2.9052     0.001086    8.8818e-16       2.9052
_SET1_   ENSG00000159674     4    1155720    1207750     87      19  41505      0.55819      0.23854    6.6613e-16      0.55819
_SET1_   ENSG00000109685     4    1868120    1988934     36      16  41505       1.3287     0.074624    6.6613e-16       1.3287
_SET1_   ENSG00000109684     4   10483019   10691392    634      30  41505    -0.068744      0.42609    7.2164e-16    -0.068744
_SET1_   ENSG00000109819     4   23751664   23910712    369      61  41505      -1.7539      0.94032    6.6613e-16      -1.7539
_SET1_   ENSG00000168228     4   25309396   25377005    175      17  41505       2.6118    0.0026842    8.8818e-16       2.6118
_SET1_   ENSG00000168214     4   26160077   26441753    378      41  41505      -1.6359      0.92181    6.6613e-16      -1.6359
_SET1_   ENSG00000174125     4   38787298   38863438    241      19  41505      0.95489      0.12696    6.6613e-16      0.95489
_SET1_   ENSG00000174130     4   38819518   38863438    137      12  41505      0.50531       0.2489    6.6613e-16      0.50531
_SET1_   ENSG00000151806     4   44675437   44707945     56       7  41505       -1.397      0.89259    6.6613e-16       -1.397
_SET1_   ENSG00000074966     4   48063410   48141267    149      17  41505       4.5141   1.3602e-06    8.8818e-16       4.5141
_SET1_   ENSG00000157404     4   55518434   55611949    172      24  41505       1.3962     0.057488    6.6613e-16       1.3962
_SET1_   ENSG00000035720     4   68419445   68478055    169      22  41505      -2.2454      0.98087    8.8818e-16      -2.2454
_SET1_   ENSG00000109205     4   71056442   71075293     49       8  41505     -0.69213      0.70649    6.6613e-16     -0.69213
_SET1_   ENSG00000169429     4   74601236   74614433     18       4  41505      -0.3232      0.56853    7.2164e-16      -0.3232
_SET1_   ENSG00000163737     4   74841528   74852744     23       4  41505     -0.10648      0.50644    7.2164e-16     -0.10648
_SET1_   ENSG00000124882     4   75225862   75259466    109       9  41505      -1.1067      0.83266    6.6613e-16      -1.1067
_SET1_   ENSG00000189157     4   77130193   77209936    315      20  41505      0.93265      0.12722    6.6613e-16      0.93265
_SET1_   ENSG00000138675     4   81182793   81262834    181      26  41505      0.33672      0.30889    7.2164e-16      0.33672
_SET1_   ENSG00000138668     4   83268651   83300656     68      10  41505      -2.4142      0.98845    8.8818e-16      -2.4142
_SET1_   ENSG00000173083     4   84208614   84261306    116      14  41505     -0.32068        0.562    7.2164e-16     -0.32068
_SET1_   ENSG00000118762     4   88923787   89003929    136      22  41505      -1.2224      0.85605    6.6613e-16      -1.2224
_SET1_   ENSG00000138814     4  101939566  102274435    559      33  41505        1.564     0.035735    6.6613e-16        1.564
_SET1_   ENSG00000138795     4  108963701  109095112    212      22  41505       4.7866   3.5245e-07    8.8818e-16       4.7866
_SET1_   ENSG00000138798     4  110829039  110939922    182      15  41505     -0.83038      0.74298    6.6613e-16     -0.83038
_SET1_   ENSG00000145362     4  113734188  114310377   1312      99  41505     -0.37112      0.50813    7.2164e-16     -0.37112
_SET1_   ENSG00000145388     4  119601547  119641588     69       7  41505       1.4669     0.051814    6.6613e-16       1.4669
_SET1_   ENSG00000109471     4  123367625  123382880     21       6  41505        1.509     0.050876    6.6613e-16        1.509
_SET1_   ENSG00000138684     4  123526263  123547221     34      10  41505       1.2341     0.085393    6.6613e-16       1.2341
_SET1_   ENSG00000138685     4  123742837  123824391    256      28  41505      -1.7236      0.94105    6.6613e-16      -1.7236
_SET1_   ENSG00000138709     4  128977441  129149086    222      11  41505      -0.1872      0.49751    7.2164e-16      -0.1872
_SET1_   ENSG00000151014     4  139931935  139972093     39       9  41505       2.3875     0.005805    8.8818e-16       2.3875
_SET1_   ENSG00000164136     4  142552736  142660140    149      16  41505      -1.5961      0.92289    6.6613e-16      -1.5961
_SET1_   ENSG00000170365     4  146397346  146485328     93      13  41505      0.56899      0.23644    6.6613e-16      0.56899
_SET1_   ENSG00000137462     4  154600222  154632412     50      13  41505     -0.39293      0.59545    7.2164e-16     -0.39293
_SET1_   ENSG00000151962     4  155697365  155754965     89       8  41505      0.21125      0.35635    7.2164e-16      0.21125
_SET1_   ENSG00000164104     4  174247527  174260583     19       4  41505      0.18837      0.41222    7.2164e-16      0.18837
_SET1_   ENSG00000164107     4  174441120  174456380     25      10  41505     -0.57935      0.66883    6.6613e-16     -0.57935
_SET1_   ENSG00000164342     4  186985065  187014227     70      15  41505       1.6434     0.035623    6.6613e-16       1.6434
_SET1_   ENSG00000164344     4  187142592  187184625    140      17  41505     -0.50504      0.62811    6.6613e-16     -0.50504
_SET1_   ENSG00000145506     5    1003917    1044058     89      12  41505      0.13027      0.38661    7.2164e-16      0.13027
_SET1_   ENSG00000164362     5    1248262    1300183     92      29  41505       2.8401    0.0013262    8.8818e-16       2.8401
_SET1_   ENSG00000112941     5    6708545    6762157    165      20  41505       3.7991   3.5243e-05    8.8818e-16       3.7991
_SET1_   ENSG00000124279     5    7854272    7874150     56      17  41505    -0.069865       0.4724    7.2164e-16    -0.069865
_SET1_   ENSG00000113360     5   31395601   31537303    286      24  41505      -1.5245      0.90864    6.6613e-16      -1.5245
_SET1_   ENSG00000082196     5   34012963   34048318     85       9  41505      0.48798        0.256    7.2164e-16      0.48798
_SET1_   ENSG00000168685     5   35847797   35884705    105      12  41505       5.7368   1.7759e-09    8.8818e-16       5.7368
_SET1_   ENSG00000168621     5   37807779   37845143     91      17  41505      -1.4974      0.91105    6.6613e-16      -1.4974
_SET1_   ENSG00000171522     5   40675017   40698837     37       7  41505    -0.021812       0.4469    7.1471e-16    -0.021812
_SET1_   ENSG00000132356     5   40754491   40803476     62       9  41505       1.8976     0.019936    6.6613e-16       1.8976
_SET1_   ENSG00000172239     5   43521369   43562860     53       5  41505     0.035943      0.42003    7.1471e-16     0.035943
_SET1_   ENSG00000070193     5   44295349   44394808    172      15  41505      -1.2266      0.85445    6.6613e-16      -1.2266
_SET1_   ENSG00000016082     5   50674282   50695564     23       7  41505      -1.0638      0.82243    6.6613e-16      -1.0638
_SET1_   ENSG00000164171     5   52280170   52395609    381      28  41505      -1.2316      0.84689    6.6613e-16      -1.2316
_SET1_   ENSG00000067248     5   54546883   54608522     74       9  41505     0.015493      0.44889    7.1644e-16     0.015493
_SET1_   ENSG00000134352     5   55225923   55295850     96      15  41505     -0.15698        0.512    7.2164e-16     -0.15698
_SET1_   ENSG00000113448     5   58259865   59822947   3071     112  41505     -0.71826      0.64211    6.6613e-16     -0.71826
_SET1_   ENSG00000253251     5   64915854   64931755     44       7  41505      -1.6312      0.93028    6.6613e-16      -1.6312
_SET1_   ENSG00000145675     5   67506568   67602649    174      34  41505     -0.21201      0.51491    7.2164e-16     -0.21201
_SET1_   ENSG00000113048     5   71505780   71622544    125      17  41505     -0.23516      0.53107    7.2164e-16     -0.23516
_SET1_   ENSG00000251493     5   72735654   72749602     15       6  41505      -1.2577      0.87562    6.6613e-16      -1.2577
_SET1_   ENSG00000181104     5   76006951   76036595     57      15  41505      -1.2568      0.86492    6.6613e-16      -1.2568
_SET1_   ENSG00000164251     5   76109758   76136140     43      10  41505     -0.60591      0.67242    6.6613e-16     -0.60591
_SET1_   ENSG00000081189     5   88007934   88205074    229      22  41505      0.65273      0.19874    6.6613e-16      0.65273
_SET1_   ENSG00000113356     5   89762565   89815374     77      15  41505     -0.18741      0.51081    7.2164e-16     -0.18741
_SET1_   ENSG00000145777     5  110400760  110418724     24       7  41505     0.092304      0.40816    7.2164e-16     0.092304
_SET1_   ENSG00000152495     5  110554351  110835584    578      32  41505     -0.62402        0.646    6.6613e-16     -0.62402
_SET1_   ENSG00000184838     5  119794995  120028027    586      43  41505     -0.38098      0.55581    7.2164e-16     -0.38098
_SET1_   ENSG00000164400     5  131404482  131416863     24       7  41505       3.2266   0.00037445    8.8818e-16       3.2266
_SET1_   ENSG00000125347     5  131771132  131849411    211      20  41505        3.223   0.00032211    8.8818e-16        3.223
_SET1_   ENSG00000113525     5  131872137  131897530     17       5  41505       1.5545     0.045651    6.6613e-16       1.5545
_SET1_   ENSG00000169194     5  131986955  132001802     22       6  41505      -0.5692      0.67331    6.6613e-16      -0.5692
_SET1_   ENSG00000113520     5  132004678  132023370     36       8  41505      0.55043      0.24672    6.6613e-16      0.55043
_SET1_   ENSG00000113648     5  134665071  134740604     69      11  41505      0.50242      0.27987    6.6613e-16      0.50242
_SET1_   ENSG00000145839     5  135222935  135236530     20       6  41505      0.65549      0.21998    6.6613e-16      0.65549
_SET1_   ENSG00000177733     5  137076340  137095052      9       4  41505       1.9288     0.020109    6.6613e-16       1.9288
_SET1_   ENSG00000120738     5  137796168  137809992     17       7  41505        1.296     0.075433    6.6613e-16        1.296
_SET1_   ENSG00000170476     5  138718156  138730770     11       3  41505      0.64365      0.21622    6.6613e-16      0.64365
_SET1_   ENSG00000184584     5  138850118  138867520     16       5  41505     -0.93423      0.78795    6.6613e-16     -0.93423
_SET1_   ENSG00000170458     5  140006313  140018285     31       7  41505      0.54876       0.2437    6.6613e-16      0.54876
_SET1_   ENSG00000256453     5  140045379  140058161     18       6  41505      0.81898      0.16813    6.6613e-16      0.81898
_SET1_   ENSG00000113578     5  141966743  142082635    342      61  41505      0.41864      0.27315    7.2164e-16      0.41864
_SET1_   ENSG00000158497     5  143186726  143205281     29      10  41505     -0.96318      0.79509    6.6613e-16     -0.96318
_SET1_   ENSG00000127743     5  148745887  148788765    109      21  41505     -0.48729      0.62625    7.2164e-16     -0.48729
_SET1_   ENSG00000276365     5  148805209  148815296     32      13  41505      0.88616      0.15245    6.6613e-16      0.88616
_SET1_   ENSG00000182578     5  149427854  149497935    179      35  41505     0.020155      0.42244    7.1471e-16     0.020155
_SET1_   ENSG00000019582     5  149776200  149797532     40      17  41505     -0.61665      0.68335    6.6613e-16     -0.61665
_SET1_   ENSG00000086589     5  150065354  150085639     11       6  41505      0.28339      0.34539    7.2164e-16      0.28339
_SET1_   ENSG00000145907     5  151145606  151197472     78       9  41505       1.9489     0.017366    6.6613e-16       1.9489
_SET1_   ENSG00000155506     5  154057546  154202165    190      27  41505       1.6295     0.036137    6.6613e-16       1.6295
_SET1_   ENSG00000135077     5  156507433  156574880    159      16  41505       1.6047     0.038786    6.6613e-16       1.6047
_SET1_   ENSG00000113263     5  156564944  156687195    379      41  41505       1.3472     0.061012    6.6613e-16       1.3472
_SET1_   ENSG00000135074     5  156817542  157007783    525      27  41505      0.29165      0.29844    7.2164e-16      0.29165
_SET1_   ENSG00000113302     5  158736788  158762871     45      11  41505       6.3618   3.7195e-11    8.8818e-16       6.3618
_SET1_   ENSG00000283733     5  159907359  159917457     20       7  41505      -1.2124      0.86097    6.6613e-16      -1.2124
_SET1_   ENSG00000181163     5  170809120  170843814     75       6  41505      0.86932      0.15079    6.6613e-16      0.86932
_SET1_   ENSG00000156427     5  170841651  170889630     79      16  41505       1.2922      0.07272    6.6613e-16       1.2922
_SET1_   ENSG00000183072     5  172654112  172667314     17       5  41505      0.38411      0.29695    7.2164e-16      0.38411
_SET1_   ENSG00000184845     5  174862039  174876185     38      12  41505     -0.73301      0.72063    6.6613e-16     -0.73301
_SET1_   ENSG00000160867     5  176508906  176530145     55      10  41505      0.56573      0.23776    6.6613e-16      0.56573
_SET1_   ENSG00000131187     5  176824134  176848584     20       9  41505    -0.028394      0.45864    7.1471e-16    -0.028394
_SET1_   ENSG00000197451     5  177626534  177643164     45      14  41505      -1.0211      0.81073    6.6613e-16      -1.0211
_SET1_   ENSG00000050748     5  179655143  179724099    196      28  41505       0.3303      0.30475    7.2164e-16       0.3303
_SET1_   ENSG00000037280     5  180023506  180081624    219      37  41505       1.1741     0.088188    6.6613e-16       1.1741
_SET1_   ENSG00000137265     6     386739     416443     93      19  41505     -0.35616       0.5839    7.2164e-16     -0.35616
_SET1_   ENSG00000054598     6    1605150    1619132     25      11  41505       1.9293     0.019368    6.6613e-16       1.9293
_SET1_   ENSG00000137275     6    3059058    3120421    113      24  41505     -0.55559      0.66236    6.6613e-16     -0.55559
_SET1_   ENSG00000153162     6    7721332    7886961    426      50  41505      0.29731       0.3045    7.2164e-16      0.29731
_SET1_   ENSG00000137203     6   10388419   10424892     69      19  41505     -0.59679      0.67482    6.6613e-16     -0.59679
_SET1_   ENSG00000111863     6   11707287   11812279    305      35  41505       1.3837     0.056844    6.6613e-16       1.3837
_SET1_   ENSG00000112149     6   14112487   14142149     70      17  41505      0.50399      0.25354    6.6613e-16      0.50399
_SET1_   ENSG00000047579     6   15518038   15668289    268      20  41505      0.94768      0.12977    6.6613e-16      0.94768
_SET1_   ENSG00000112183     6   17276592   17299102     39      12  41505      0.24265      0.34748    7.2164e-16      0.24265
_SET1_   ENSG00000172201     6   19832601   19847428     36      13  41505      0.70926      0.19577    6.6613e-16      0.70926
_SET1_   ENSG00000124766     6   21588982   21603850      5       4  41505     -0.14128      0.52868    7.2164e-16     -0.14128
_SET1_   ENSG00000010704     6   26082509   26103571     53      15  41505       3.4046    0.0001873    8.8818e-16       3.4046
_SET1_   ENSG00000186470     6   26360387   26383548    147      16  41505       2.6219    0.0027441    8.8818e-16       2.6219
_SET1_   ENSG00000026950     6   26397465   26420436     90      12  41505       1.9949      0.01627    6.6613e-16       1.9949
_SET1_   ENSG00000204713     6   28865779   28896765     70      12  41505       3.4037   0.00018417    8.8818e-16       3.4037
_SET1_   ENSG00000204642     6   29685552   29711305    217      19  41505       9.5586   9.7837e-37             0       9.5586
_SET1_   ENSG00000204632     6   29789744   29803902    189      18  41505       9.5607   3.6687e-35             0       9.5607
_SET1_   ENSG00000206503     6   29904037   29922349    629      23  41505       9.4871   2.8531e-39             0       9.4871
_SET1_   ENSG00000204610     6   30125983   30145470     60      17  41505       9.6121   1.6054e-37             0       9.6121
_SET1_   ENSG00000204592     6   30452286   30466971     42      13  41505       9.5972   5.5725e-25             0       9.5972
_SET1_   ENSG00000137312     6   30690486   30715509     72      16  41505       9.6438   6.9295e-24             0       9.6438
_SET1_   ENSG00000204531     6   31127114   31153508    219      29  41505        9.562   1.2104e-37             0        9.562
_SET1_   ENSG00000226979     6   31534831   31547101     44      18  41505       9.6112   1.8233e-26             0       9.6112
_SET1_   ENSG00000232810     6   31538342   31551113     42      18  41505       9.6216   5.5974e-24             0       9.6216
_SET1_   ENSG00000227507     6   31543302   31555299     29      12  41505       9.1286   1.5352e-20             0       9.1286
_SET1_   ENSG00000204472     6   31577994   31589798     39      12  41505       9.5932   1.5448e-37             0       9.5932
_SET1_   ENSG00000204389     6   31778320   31790723     21      13  41505       9.6378   9.8836e-32             0       9.6378
_SET1_   ENSG00000204388     6   31790515   31803031     24      13  41505       9.6367   8.2789e-26             0       9.6367
_SET1_   ENSG00000204310     6   32130989   32150873     47      13  41505        9.611   2.6526e-41             0        9.611
_SET1_   ENSG00000204305     6   32143745   32157099     37      12  41505       9.6097   2.3418e-40             0       9.6097
_SET1_   ENSG00000213654     6   32153543   32168300     32      12  41505       9.6178   8.3467e-38             0       9.6178
_SET1_   ENSG00000231389     6   33027346   33053552    381      21  41505         9.48   1.7639e-22             0         9.48
_SET1_   ENSG00000223865     6   33038767   33062473    327      21  41505       8.9015   4.6392e-20             0       8.9015
_SET1_   ENSG00000137288     6   33657070   33684504    105      12  41505       3.3531   0.00021081    8.8818e-16       3.3531
_SET1_   ENSG00000112033     6   35305335   35400968    186      23  41505      -1.2773       0.8784    6.6613e-16      -1.2773
_SET1_   ENSG00000112062     6   35990559   36084013    167      15  41505  -0.00071942       0.4415     7.159e-16  -0.00071942
_SET1_   ENSG00000156711     6   36090586   36117301     39       9  41505  -0.00038313      0.43967    7.1595e-16  -0.00038313
_SET1_   ENSG00000095970     6   41121244   41135924      5       4  41505        1.531     0.051216    6.6613e-16        1.531
_SET1_   ENSG00000096088     6   41699449   41726847     45      15  41505     -0.27541       0.5556    7.2164e-16     -0.27541
_SET1_   ENSG00000146216     6   43206219   43260996    104      19  41505     -0.90911      0.77289    6.6613e-16     -0.90911
_SET1_   ENSG00000112715     6   43732921   43759224     67      23  41505       0.7324      0.18645    6.6613e-16       0.7324
_SET1_   ENSG00000124813     6   45290894   45637086    626      56  41505     -0.66101      0.66076    6.6613e-16     -0.66101
_SET1_   ENSG00000207604     6   52004147   52014232     22       8  41505       1.5511     0.045675    6.6613e-16       1.5511
_SET1_   ENSG00000112115     6   52046173   52060436     51      16  41505      0.50624      0.25771    6.6613e-16      0.50624
_SET1_   ENSG00000112116     6   52096479   52115487     55      14  41505     -0.71225      0.71476    6.6613e-16     -0.71225
_SET1_   ENSG00000112208     6   57032124   57059631     19       4  41505       1.4507     0.058441    6.6613e-16       1.4507
_SET1_   ENSG00000079841     6   72591253   73117852    919      39  41505      -2.4218      0.98279    8.8818e-16      -2.4218
_SET1_   ENSG00000164430     6   74118238   74167020     64      18  41505      0.45004      0.27592    7.2164e-16      0.45004
_SET1_   ENSG00000112773     6   82196156   82467491    503      34  41505     -0.30773      0.53462    7.2164e-16     -0.30773
_SET1_   ENSG00000135316     6   86312497   86358781     46       9  41505      0.95651      0.13509    6.6613e-16      0.95651
_SET1_   ENSG00000135334     6   88379578   88416951     81      11  41505       3.3937   0.00019919    8.8818e-16       3.3937
_SET1_   ENSG00000135341     6   91218292   91301805    183      18  41505      -1.1603      0.83871    6.6613e-16      -1.1603
_SET1_   ENSG00000057657     6  106436338  106562814    218      29  41505      0.66412      0.20268    6.6613e-16      0.66412
_SET1_   ENSG00000056972     6  111871584  111933109    137      19  41505      -2.0619      0.97093    8.8818e-16      -2.0619
_SET1_   ENSG00000196591     6  114249192  114337472    170      20  41505      -1.3406      0.87854    6.6613e-16      -1.3406
_SET1_   ENSG00000152661     6  121751741  121775873     58      15  41505     -0.67453      0.70529    6.6613e-16     -0.67453
_SET1_   ENSG00000135547     6  126063810  126087415     25       4  41505     0.044457      0.42099    7.1471e-16     0.044457
_SET1_   ENSG00000112282     6  131890106  131954382     50       9  41505      0.15206      0.38539    7.2164e-16      0.15206
_SET1_   ENSG00000118523     6  132264316  132277512     27      10  41505     -0.74209      0.72564    6.6613e-16     -0.74209
_SET1_   ENSG00000027697     6  137513620  137545586     33      11  41505        4.168   8.0801e-06    8.8818e-16        4.168
_SET1_   ENSG00000164442     6  139687944  139700785     20       6  41505     -0.64102      0.69444    6.6613e-16     -0.64102
_SET1_   ENSG00000203722     6  150233014  150249257     53      10  41505      -1.8219      0.95274    6.6613e-16      -1.8219
_SET1_   ENSG00000131016     6  151556102  151684694    419      52  41505     -0.44597      0.59105    7.2164e-16     -0.44597
_SET1_   ENSG00000155906     6  151715033  151778293    153      17  41505     -0.64813      0.68396    6.6613e-16     -0.64813
_SET1_   ENSG00000091831     6  151972826  152455754   1135      67  41505      -1.2685      0.82711    6.6613e-16      -1.2685
_SET1_   ENSG00000146469     6  153066932  153085900     23       7  41505     0.043818      0.42875    7.1471e-16     0.043818
_SET1_   ENSG00000049618     6  157092154  157536913    710      52  41505      -1.9067      0.95017    6.6613e-16      -1.9067
_SET1_   ENSG00000092820     6  159181773  159245400    210      19  41505     -0.30801      0.54684    7.2164e-16     -0.30801
_SET1_   ENSG00000112499     6  160587093  160703670    318      24  41505      0.31367      0.30363    7.2164e-16      0.31367
_SET1_   ENSG00000185345     6  161763449  163153807   4133     170  41505       2.3447    0.0033614    8.8818e-16       2.3447
_SET1_   ENSG00000112531     6  163830032  164004624    259      14  41505    -0.032919      0.44001    7.1471e-16    -0.032919
_SET1_   ENSG00000071242     6  166817852  167324939   1493     125  41505      -2.4265      0.98094    8.8818e-16      -2.4265
_SET1_   ENSG00000130396     6  168222573  168377703    285      15  41505      0.25497      0.32604    7.2164e-16      0.25497
_SET1_   ENSG00000198719     6  170586294  170620653     94      22  41505        3.726   5.3858e-05    8.8818e-16        3.726
_SET1_   ENSG00000164850     7    1116844    1138451     60      14  41505      -1.8245      0.95279    6.6613e-16      -1.8245
_SET1_   ENSG00000198286     7    2940776    3088862    488      74  41505      0.48439      0.24137    7.2164e-16      0.48439
_SET1_   ENSG00000106541     7   16826435   16878057    240      26  41505      -1.0359      0.80235    6.6613e-16      -1.0359
_SET1_   ENSG00000122691     7   19055614   19162259    216      24  41505      -3.1052       0.9985    8.8818e-16      -3.1052
_SET1_   ENSG00000105855     7   20365325   20460377    263      19  41505       0.9558       0.1242    6.6613e-16       0.9558
_SET1_   ENSG00000136244     7   22760503   22776621     45      14  41505       2.2415    0.0085684    8.8818e-16       2.2415
_SET1_   ENSG00000164548     7   23539399   23576660     57      11  41505       2.7873    0.0016312    8.8818e-16       2.7873
_SET1_   ENSG00000106004     7   27175671   27188300     21       8  41505     -0.15624      0.52003    7.2164e-16     -0.15624
_SET1_   ENSG00000106100     7   30459143   30523400    111      17  41505      -1.3523      0.88417    6.6613e-16      -1.3523
_SET1_   ENSG00000106483     7   37940534   38070297    420      42  41505      -1.0437      0.79641    6.6613e-16      -1.0437
_SET1_   ENSG00000122641     7   41701766   41750432     50      12  41505       0.3688      0.30466    7.2164e-16       0.3688
_SET1_   ENSG00000122679     7   45192390   45230901    231      16  41505      0.53405      0.23574    6.6613e-16      0.53405
_SET1_   ENSG00000170419     7   54605018   54643773     99      15  41505     -0.23558      0.53785    7.2164e-16     -0.23558
_SET1_   ENSG00000146648     7   55081710   55284321    509      67  41505        2.309    0.0057454    8.8818e-16        2.309
_SET1_   ENSG00000130305     7   72711513   72727823      4       3  41505        1.724     0.033969    6.6613e-16        1.724
_SET1_   ENSG00000165215     7   73178327   73189600     21       6  41505       1.2453     0.081607    6.6613e-16       1.2453
_SET1_   ENSG00000274523     7   74436226   74495064      4       3  41505     -0.73231      0.72699    6.6613e-16     -0.73231
_SET1_   ENSG00000106211     7   75926990   75938612     36       9  41505       1.0858      0.10857    6.6613e-16       1.0858
_SET1_   ENSG00000188372     7   76021835   76076388    122      16  41505     -0.64659      0.68225    6.6613e-16     -0.64659
_SET1_   ENSG00000135218     7   79993891   80313593    757      40  41505      -1.1371      0.80505    6.6613e-16      -1.1371
_SET1_   ENSG00000019991     7   81323326   81404754    124      17  41505     -0.40381      0.59655    7.2164e-16     -0.40381
_SET1_   ENSG00000105810     7   92229235   92470887    192      28  41505     0.081802      0.40339    7.2164e-16     0.081802
_SET1_   ENSG00000004948     7   93048798   93209042    355      24  41505     -0.32559      0.54496    7.2164e-16     -0.32559
_SET1_   ENSG00000105880     7   96644708   96659262     28      10  41505     -0.44201      0.62262    7.2164e-16     -0.44201
_SET1_   ENSG00000185467     7   98766195   98852698    227      19  41505       1.1669     0.094033    6.6613e-16       1.1669
_SET1_   ENSG00000106327     7  100213039  100245402     41       8  41505      0.90612      0.14692    6.6613e-16      0.90612
_SET1_   ENSG00000169871     7  100723762  100746248     51      11  41505      0.31695      0.32255    7.2164e-16      0.31695
_SET1_   ENSG00000106366     7  100765385  100787528     62      17  41505     -0.16723      0.50536    7.2164e-16     -0.16723
_SET1_   ENSG00000135250     7  104746151  105044755    406      16  41505      0.33578      0.28696    7.2164e-16      0.33578
_SET1_   ENSG00000105851     7  106500723  106554425     80      17  41505     -0.93606      0.78463    6.6613e-16     -0.93606
_SET1_   ENSG00000128590     7  108205311  108220294     21       6  41505      -1.7288      0.94307    6.6613e-16      -1.7288
_SET1_   ENSG00000105974     7  116160048  116206233    111      15  41505      0.34544      0.30851    7.2164e-16      0.34544
_SET1_   ENSG00000002745     7  120960421  120986158     53      12  41505       0.1485      0.38969    7.2164e-16       0.1485
_SET1_   ENSG00000174697     7  127876331  127902682     63      14  41505      0.29195      0.32772    7.2164e-16      0.29195
_SET1_   ENSG00000135245     7  128090903  128103472     19       9  41505     -0.64126      0.69709    6.6613e-16     -0.64126
_SET1_   ENSG00000128604     7  128572511  128595092     48      12  41505       2.4717    0.0043248    8.8818e-16       2.4717
_SET1_   ENSG00000128602     7  128823474  128858386     71      12  41505       1.4672     0.054192    6.6613e-16       1.4672
_SET1_   ENSG00000207990     7  129405223  129415332     29       9  41505      -1.3959      0.89322    6.6613e-16      -1.3959
_SET1_   ENSG00000207691     7  129409745  129419854     23       7  41505     -0.69679      0.70715    6.6613e-16     -0.69679
_SET1_   ENSG00000284032     7  130556506  130566569     20       7  41505      0.79747      0.17499    6.6613e-16      0.79747
_SET1_   ENSG00000283797     7  130557218  130567298     24       8  41505        0.793      0.17653    6.6613e-16        0.793
_SET1_   ENSG00000243317     7  135342244  135383166     94      19  41505      -1.1089      0.83069    6.6613e-16      -1.1089
_SET1_   ENSG00000182158     7  137554725  137691832    277      37  41505      -1.3662      0.88065    6.6613e-16      -1.3662
