GENE_ID	ENSID	GENE_NAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000103845	0	Gm19026	53.83012159	0.273254994	0.220826944	1.237416907	0.215932345	0.695052103
ENSMUSG00000107082	0	Gm36378	0.619248765	-2.736981356	2.212816467	-1.236876802	0.216132823	NA
ENSMUSG00000069899	ENSG00000198818	Gm12166	2.824878435	-2.860361151	2.312825397	-1.236738906	0.21618403	NA
ENSMUSG00000035621	ENSG00000167470	Midn	1569.04252	0.24143464	0.195322993	1.236078946	0.21642922	0.696390136
ENSMUSG00000033721	ENSG00000134215	Vav3	382.3204973	0.154520448	0.125021421	1.235951776	0.21647649	0.696390136
ENSMUSG00000028965	ENSG00000049249	Tnfrsf9	30.10776178	-0.40360134	0.326563274	-1.235905481	0.2164937	0.696390136
ENSMUSG00000031823	ENSG00000153786	Zdhhc7	1070.373563	0.107164458	0.086713831	1.235840427	0.216517884	0.696390136
ENSMUSG00000027776	ENSG00000168811	Il12a	9.090167859	-0.81423765	0.658950137	-1.235658974	0.216585353	NA
ENSMUSG00000107677	ENSG00000187080	Olfr316	10.55435371	-0.991811431	0.802658318	-1.235658323	0.216585595	0.696471326
ENSMUSG00000087679	ENSG00000238227	Tmem250-ps	2930.169643	0.095683878	0.07745021	1.235424393	0.216672599	0.696614512
ENSMUSG00000054836	ENSG00000163832	Elp6	438.1219348	0.235833203	0.190982607	1.234841262	0.216889587	0.697175467
ENSMUSG00000051615	ENSG00000125249	Rap2a	2550.949838	0.076142882	0.061670633	1.234670011	0.216953341	0.697243738
ENSMUSG00000082018	0	Gm6322	2.392409989	-1.479786916	1.198629047	-1.234566207	0.216991992	NA
ENSMUSG00000050505	ENSG00000280165	Pcdh20	467.4495633	0.204617636	0.165757249	1.23444155	0.217038414	0.697380484
ENSMUSG00000108748	0	Gm44579	5.491655321	-2.135653682	1.730168795	-1.234361461	0.217068243	NA
ENSMUSG00000078302	ENSG00000251493	Foxd1	21.51357214	0.440046574	0.356565062	1.234127009	0.217155581	0.697464583
ENSMUSG00000018849	ENSG00000113645	Wwc1	3621.992424	0.172162487	0.139503734	1.234106656	0.217163164	0.697464583
ENSMUSG00000104913	0	Gm6560	8.389908059	0.755180127	0.611935188	1.234085148	0.217171177	NA
ENSMUSG00000019362	ENSG00000104979	D8Ertd738e	1361.70648	0.068565972	0.0555627	1.234028801	0.217192172	0.697464583
ENSMUSG00000080198	0	Rpl10a-ps4	1.002945967	2.567766869	2.081538933	1.233590604	0.217355496	NA
ENSMUSG00000021244	ENSG00000119596	Ylpm1	6464.389498	-0.082268568	0.066697891	-1.23345082	0.217407615	0.697912477
ENSMUSG00000103770	ENSG00000250120	Pcdha9	266.2868043	-0.250377683	0.202999158	-1.233392721	0.217429279	0.697912477
ENSMUSG00000028042	ENSG00000160685	Zbtb7b	487.8282775	0.203928535	0.165350297	1.233312182	0.217459315	0.697912477
ENSMUSG00000031552	ENSG00000168619	Adam18	6.696483361	-1.221604664	0.990755656	-1.233002968	0.217574657	NA
ENSMUSG00000073639	ENSG00000099246	Rab18	3655.554794	0.079278764	0.064308026	1.232797352	0.217651379	0.698392217
ENSMUSG00000034243	ENSG00000173230	Golgb1	7105.962896	0.085980809	0.069770788	1.232332492	0.217824907	0.698661217
ENSMUSG00000079710	ENSG00000184786	Dynlt2a2	108.5084658	0.216111254	0.175377711	1.232261801	0.217851304	0.698661217
ENSMUSG00000049600	ENSG00000119574	Zbtb45	771.6595894	0.155972052	0.126592928	1.232075558	0.217920861	0.698661217
ENSMUSG00000014195	ENSG00000168259	Dnajc7	8118.463047	-0.08602822	0.069824849	-1.232057365	0.217927656	0.698661217
ENSMUSG00000044551	ENSG00000241852	9930012K11Rik	63.49700536	0.321247793	0.260752588	1.232002317	0.217948219	0.698661217
ENSMUSG00000045106	ENSG00000186714	Ccdc73	10.12881375	0.727508098	0.59062204	1.231765916	0.218036539	0.698750983
ENSMUSG00000078591	ENSG00000182601	Hs3st4	2150.128356	-0.082543314	0.067015801	-1.231699291	0.218061435	0.698750983
ENSMUSG00000046207	ENSG00000276231	Pik3r6	110.5341459	0.221297181	0.179691829	1.23153725	0.218121994	0.698808497
ENSMUSG00000117082	0	Gm18139	0.841250241	-2.259171531	1.834872813	-1.231241487	0.218232559	NA
ENSMUSG00000020115	ENSG00000183735	Tbk1	1786.167215	-0.124014727	0.10072391	-1.231234239	0.218235269	0.699034847
ENSMUSG00000028156	ENSG00000151247	Eif4e	3611.580357	-0.095858571	0.07787814	-1.230879053	0.218368103	0.699323743
ENSMUSG00000070686	ENSG00000229571	Pramel34	1.234963441	-1.94083454	1.576813675	-1.230858516	0.218375785	NA
ENSMUSG00000021711	ENSG00000113597	Trappc13	1820.884952	0.074646543	0.060663097	1.230509926	0.218506212	0.699629418
ENSMUSG00000038533	ENSG00000078699	Cbfa2t2	2329.201992	-0.160633238	0.130560548	-1.230335194	0.21857161	0.699675766
ENSMUSG00000113263	0	Gm4811	3.27082029	1.226541251	0.996954459	1.230288144	0.218589222	NA
ENSMUSG00000023132	ENSG00000145649	Gzma	1.025911139	2.556593281	2.078104787	1.230252342	0.218602625	NA
ENSMUSG00000051166	ENSG00000165521	Eml5	10785.75122	-0.138891193	0.112917468	-1.230023981	0.218688125	0.699675766
ENSMUSG00000084413	0	Gm12017	1.943098802	-1.549157092	1.259491646	-1.229986	0.218702348	NA
ENSMUSG00000091455	ENSG00000165899	Otogl	14.8937156	0.532105521	0.432699343	1.229734986	0.218796361	0.699675766
ENSMUSG00000095632	0	Vmn1r175	0.875695075	-2.309261891	1.877878675	-1.229718363	0.218802588	NA
ENSMUSG00000031099	ENSG00000102038	Smarca1	2185.883997	-0.10313942	0.083875559	-1.229671926	0.218819984	0.699675766
ENSMUSG00000002379	ENSG00000174886	Ndufa11	1883.177283	0.076438784	0.062171348	1.229485724	0.218889747	0.699675766
ENSMUSG00000028436	ENSG00000198876	Dcaf12	1701.796557	0.084068079	0.068392839	1.229194171	0.218999014	0.699675766
ENSMUSG00000002699	ENSG00000043462	Lcp2	168.6946669	-0.94146894	0.765935295	-1.229175553	0.219005993	0.699675766
ENSMUSG00000044390	ENSG00000173825	Tigd3	127.1756942	-0.224474756	0.182671024	-1.228847086	0.219129144	0.699675766
ENSMUSG00000054733	ENSG00000175806	Msra	959.8939214	-0.110072796	0.089578063	-1.228791873	0.219149849	0.699675766
ENSMUSG00000039579	ENSG00000198785	Grin3a	1040.392187	0.290455473	0.236384443	1.228741913	0.219168586	0.699675766
ENSMUSG00000089991	0	Gm16332	1.904845816	1.549055278	1.260692028	1.228734094	0.219171519	NA
ENSMUSG00000023021	ENSG00000139624	Cers5	1246.858512	0.091112579	0.074153248	1.228706508	0.219181865	0.699675766
ENSMUSG00000047759	ENSG00000153976	Hs3st3a1	20.46074058	-0.551538583	0.448880375	-1.228698365	0.21918492	0.699675766
ENSMUSG00000036357	ENSG00000165370	Gpr101	670.6997838	0.508627579	0.413956624	1.228697764	0.219185145	0.699675766
ENSMUSG00000040268	ENSG00000107679	Plekha1	4710.531586	0.077344053	0.062950088	1.22865678	0.219200517	0.699675766
ENSMUSG00000040896	ENSG00000171385	Kcnd3	2137.756847	0.170774414	0.13899668	1.228622248	0.21921347	0.699675766
ENSMUSG00000029605	ENSG00000089127	Oas1b	87.47689505	0.234084953	0.190540044	1.228534157	0.219246515	0.699675766
ENSMUSG00000103906	ENSG00000179886	Tigd5	147.667854	0.167841162	0.136634678	1.228393585	0.219299255	0.699675766
ENSMUSG00000041828	0	Abca8a	456.5876063	-0.895367633	0.728946672	-1.228303341	0.219333117	0.699675766
ENSMUSG00000038502	ENSG00000104960	Ptov1	4728.731198	0.089276201	0.072686238	1.228240772	0.219356597	0.699675766
ENSMUSG00000002015	ENSG00000185825	Bcap31	1739.180716	-0.0757425	0.061669791	-1.228194533	0.219373951	0.699675766
ENSMUSG00000025995	ENSG00000115368	Wdr75	1154.101239	-0.139890105	0.113955992	-1.227580079	0.219604644	0.700275356
ENSMUSG00000072676	ENSG00000133678	Tmem254a	954.6209286	-0.250674509	0.204250947	-1.227286886	0.219714783	0.700344297
ENSMUSG00000038351	ENSG00000141258	Sgsm2	5149.891599	0.079621873	0.064878215	1.227251303	0.219728152	0.700344297
ENSMUSG00000108312	0	Gm44521	1.272612834	-3.774845045	3.075992213	-1.227195904	0.219748969	NA
ENSMUSG00000019373	ENSG00000141030	Cops3	2142.165979	-0.073114557	0.059589562	-1.226969211	0.219834163	0.700344297
ENSMUSG00000047635	ENSG00000130921	2810006K23Rik	468.0071743	0.104947203	0.085534234	1.226961391	0.219837103	0.700344297
ENSMUSG00000094588	0	Olfr898	39.11097633	0.374361001	0.305114064	1.22695426	0.219839783	0.700344297
ENSMUSG00000028643	ENSG00000177868	Svbp	264.7877166	0.14623911	0.119211947	1.226715221	0.219929645	0.700348613
ENSMUSG00000031197	ENSG00000155959	Vbp1	1455.616623	-0.087399685	0.071253004	-1.226610533	0.219969008	0.700348613
ENSMUSG00000035372	ENSG00000171067	1810055G02Rik	494.7894108	0.139446679	0.113697856	1.226467094	0.220022951	0.700348613
ENSMUSG00000051149	ENSG00000101126	Adnp	264.325324	0.305410005	0.249031958	1.226388802	0.220052398	0.700348613
ENSMUSG00000021468	ENSG00000090054	Sptlc1	1232.040018	0.089664731	0.073113168	1.226382791	0.220054659	0.700348613
ENSMUSG00000110298	0	Gm8189	6.45214577	-1.063593302	0.867378724	-1.226215577	0.220117561	NA
ENSMUSG00000055150	ENSG00000251192	Zfp78	170.6890011	-0.201486588	0.164323391	-1.226158898	0.220138885	0.70043646
ENSMUSG00000036564	ENSG00000103034	Ndrg4	109783.4127	0.061946478	0.050527102	1.22600495	0.220196812	0.70043646
ENSMUSG00000026455	ENSG00000117153	Klhl12	1632.575707	0.076291751	0.062229762	1.225968871	0.220210389	0.70043646
ENSMUSG00000076858	ENSG00000211779	Trav3-4	2.086984697	1.776045964	1.448982709	1.225719225	0.220304353	NA
ENSMUSG00000029787	ENSG00000105778	Avl9	2715.254637	0.084188057	0.068686755	1.225681086	0.220318711	0.700514865
ENSMUSG00000037536	ENSG00000178974	Fbxo34	1294.149965	0.183883014	0.150051843	1.225463215	0.220400742	0.700514865
ENSMUSG00000070462	ENSG00000140406	Tlnrd1	1966.627559	0.238354914	0.194562149	1.225083684	0.220543692	0.700514865
ENSMUSG00000048502	ENSG00000260596	Duxbl1	101.8735603	-0.313174221	0.255646729	-1.225027293	0.220564937	0.700514865
ENSMUSG00000045065	0	9930022D16Rik	1.223702918	-1.972079436	1.609897367	-1.224972148	0.220585715	NA
ENSMUSG00000022698	ENSG00000121579	Naa50	2090.882133	0.117057769	0.095559742	1.224969494	0.220586715	0.700514865
ENSMUSG00000004980	ENSG00000122566	Hnrnpa2b1	17741.5909	-0.075794696	0.061875936	-1.22494626	0.220595469	0.700514865
ENSMUSG00000040943	ENSG00000168769	Tet2	2785.546513	-0.099520491	0.081247877	-1.224899592	0.220613054	0.700514865
ENSMUSG00000021830	ENSG00000087301	Txndc16	4910.345602	-0.060295064	0.049225647	-1.224870917	0.22062386	0.700514865
ENSMUSG00000028538	ENSG00000126091	St3gal3	1385.714754	0.072119651	0.0588794	1.224870686	0.220623947	0.700514865
ENSMUSG00000115027	0	Vmn1r81	407.5457767	-0.138034513	0.112702466	-1.224769227	0.220662183	0.700514865
ENSMUSG00000084067	0	Gm14269	0.801088598	3.127229782	2.553492074	1.224687484	0.220692992	NA
ENSMUSG00000014498	ENSG00000139645	Ankrd52	3507.609578	0.071875518	0.058694616	1.224567467	0.220738232	0.700545652
ENSMUSG00000041920	ENSG00000108932	Slc16a6	1589.454189	0.135336174	0.110544769	1.224265747	0.220851994	0.700545652
ENSMUSG00000039065	ENSG00000150756	Atpsckmt	805.590253	0.115720362	0.094524186	1.224240769	0.220861414	0.700545652
ENSMUSG00000020090	ENSG00000148734	Npffr1	42.10101035	0.558003498	0.455826118	1.224158679	0.220892374	0.700545652
ENSMUSG00000037962	ENSG00000178882	Rflna	15.51682377	0.529946303	0.432963891	1.223996534	0.220953535	0.700545652
ENSMUSG00000033396	ENSG00000104133	Spg11	1550.566437	0.087842365	0.071769057	1.223958755	0.220967787	0.700545652
ENSMUSG00000103585	ENSG00000253953	Pcdhgb4	346.7119085	0.17708581	0.144683798	1.22395052	0.220970894	0.700545652
ENSMUSG00000050271	ENSG00000275342	Prag1	1111.399106	0.101573149	0.083003278	1.223724556	0.221056153	0.700680501
ENSMUSG00000009487	ENSG00000188162	Otog	4.139905369	-1.149454825	0.939319459	-1.223710222	0.221061562	NA
ENSMUSG00000102644	0	Thap6	158.8255386	0.193361909	0.158039376	1.223504636	0.221139154	0.700738315
ENSMUSG00000113053	0	Gm18262	1.211481094	-1.973546246	1.613068687	-1.223473161	0.221151035	NA
ENSMUSG00000024140	ENSG00000116016	Epas1	7167.250976	0.136055442	0.111206394	1.223449813	0.221159849	0.700738315
ENSMUSG00000092212	ENSG00000172940	Slc22a13b	23.95452756	0.430677049	0.352092332	1.223193491	0.221256623	0.700909528
ENSMUSG00000029279	ENSG00000137948	Brdt	429.153066	-0.116523819	0.095277641	-1.222992281	0.221332612	0.70098801
ENSMUSG00000078377	0	Gm4294	1.660853995	-4.165326858	3.406208266	-1.222863235	0.221381357	NA
ENSMUSG00000020561	ENSG00000105849	Polr1f	417.2729544	0.222726078	0.182146004	1.22278871	0.221409511	0.70098801
ENSMUSG00000075318	ENSG00000136531	Scn2a	14040.99579	-0.066901628	0.054712351	-1.222788401	0.221409628	0.70098801
ENSMUSG00000044703	ENSG00000136147	Phf11a	3.275140778	1.258096589	1.028968253	1.222677751	0.221451434	NA
ENSMUSG00000035171	ENSG00000155621	1110059E24Rik	656.9528592	0.323459044	0.264594541	1.222470587	0.22152972	0.701062703
ENSMUSG00000033904	ENSG00000103540	Ccp110	5366.23009	-0.124524539	0.101892988	-1.222110977	0.221665663	0.701062703
ENSMUSG00000110949	0	Nudt8	118.0254336	0.187410403	0.153371239	1.221939684	0.221730437	0.701062703
ENSMUSG00000090035	ENSG00000257594	Galnt4	210.1337805	-0.145179754	0.118811189	-1.221936711	0.221731561	0.701062703
ENSMUSG00000024014	ENSG00000137193	Pim1	203.3263558	0.351541482	0.287710592	1.221857978	0.221761339	0.701062703
ENSMUSG00000026114	ENSG00000144191	Cnga3	17.22259721	0.755809184	0.618580856	1.221843801	0.221766701	0.701062703
ENSMUSG00000051212	ENSG00000169508	Gpr183	57.38914308	0.461952446	0.378091367	1.221801096	0.221782854	0.701062703
ENSMUSG00000055980	ENSG00000169047	Irs1	460.786908	0.214554412	0.175609124	1.221772577	0.221793642	0.701062703
ENSMUSG00000096010	0	H4f16	62.92236247	0.279741703	0.228975852	1.221708319	0.221817949	0.701062703
ENSMUSG00000030816	ENSG00000103549	Rnf40	2746.414459	0.071995503	0.058948939	1.221319732	0.221964985	0.701145965
ENSMUSG00000052406	ENSG00000148300	Rexo4	2031.55435	0.063598634	0.052074679	1.221296725	0.221973693	0.701145965
ENSMUSG00000021485	ENSG00000213347	Mxd3	44.29132171	0.378444423	0.309914783	1.221124143	0.22203902	0.701145965
ENSMUSG00000075031	0	H2bc3	102.8939874	0.238627904	0.195426932	1.221059458	0.222063508	0.701145965
ENSMUSG00000023805	ENSG00000078269	Synj2	1601.411593	-0.127932727	0.104772864	-1.221048289	0.222067737	0.701145965
ENSMUSG00000046610	0	Oacyl	171.7850798	-0.577996146	0.473394462	-1.220960937	0.22210081	0.701145965
ENSMUSG00000041895	ENSG00000070540	Wipi1	1208.819026	-0.193143538	0.158259289	-1.220424657	0.222303935	0.701549651
ENSMUSG00000052613	ENSG00000150275	Pcdh15	811.6102327	0.193328281	0.158422498	1.220333494	0.222338478	0.701549651
ENSMUSG00000028360	ENSG00000137968	Slc44a5	433.1596213	-0.272155914	0.223026596	-1.220284569	0.222357018	0.701549651
ENSMUSG00000020857	ENSG00000243678	Nme2	1818.950079	-0.058977492	0.048341503	-1.22001776	0.222458142	0.701733705
ENSMUSG00000037640	ENSG00000197782	Zfp60	2063.187132	-0.083859359	0.068743232	-1.219892588	0.222505596	0.701748418
ENSMUSG00000033102	ENSG00000081377	Cdc14b	628.6015235	0.125276611	0.102706184	1.21975724	0.222556915	0.701775315
ENSMUSG00000020134	ENSG00000197329	Peli1	1694.792344	0.183204132	0.150220575	1.21956751	0.222628869	0.701867253
ENSMUSG00000054364	ENSG00000143878	Rhob	7750.429709	-0.084778731	0.069522087	-1.219450312	0.222673324	0.70187248
ENSMUSG00000098934	0	Gvin-ps4	8.557653918	0.927793139	0.760943452	1.219266868	0.222742919	NA
ENSMUSG00000046747	0	Gm9812	3.886944992	1.082800971	0.888442822	1.218762699	0.222934273	NA
ENSMUSG00000034300	ENSG00000120709	Fam53c	2399.946431	0.077337926	0.063481462	1.218275762	0.223119198	0.703142744
ENSMUSG00000021609	ENSG00000142319	Slc6a3	7.365670382	0.778051645	0.638705943	1.218168788	0.223159838	NA
ENSMUSG00000068452	ENSG00000140279	Duox2	2.277975865	1.487902581	1.221526165	1.218068531	0.223197931	NA
ENSMUSG00000023927	ENSG00000182568	Satb1	1076.203668	-0.169119788	0.138843446	-1.218061004	0.223200791	0.703264741
ENSMUSG00000079614	ENSG00000085415	Seh1l	1421.867249	-0.061469254	0.050478197	-1.2177387	0.223323286	0.703448737
ENSMUSG00000037315	ENSG00000102221	Jade3	634.0385757	-0.100040151	0.082157697	-1.217660114	0.22335316	0.703448737
ENSMUSG00000042251	ENSG00000162877	Pm20d1	91.3278872	-0.344899818	0.283269258	-1.217568826	0.223387867	0.703448737
ENSMUSG00000092210	0	A930009A15Rik	18.09134731	0.499409826	0.410211573	1.217444506	0.223435138	0.70346252
ENSMUSG00000067713	ENSG00000181929	Prkag1	1520.920906	-0.088892273	0.073043452	-1.216977991	0.22361259	0.703886079
ENSMUSG00000037761	ENSG00000101442	Actr5	384.0950135	0.177918793	0.146236506	1.216651009	0.223737026	0.704142627
ENSMUSG00000024039	ENSG00000160200	Cbs	1387.310594	-0.262546661	0.215832499	-1.21643711	0.223818455	0.704263749
ENSMUSG00000037922	ENSG00000153064	Bank1	86.91484241	-0.31618321	0.260079131	-1.215719265	0.224091883	0.704893154
ENSMUSG00000030424	0	Zfp939	362.9737173	-0.136186133	0.11207809	-1.215100414	0.224327796	0.704893154
ENSMUSG00000006442	ENSG00000116649	Srm	2078.521947	0.119833346	0.098643352	1.21481422	0.224436956	0.704893154
ENSMUSG00000091119	ENSG00000198865	Ccdc152	2.393916056	1.324155579	1.090116074	1.214692279	0.224483478	NA
ENSMUSG00000022105	ENSG00000139687	Rb1	1645.20871	0.207067456	0.170497076	1.214492716	0.22455963	0.704893154
ENSMUSG00000047067	ENSG00000188542	Dusp28	424.1821137	0.114510045	0.094291069	1.214431511	0.224582988	0.704893154
ENSMUSG00000074768	ENSG00000145692	Bhmt	16.12088124	-0.958855306	0.78955362	-1.214427092	0.224584675	0.704893154
ENSMUSG00000013662	ENSG00000138138	Atad1	3651.715768	0.082995141	0.068341747	1.214413516	0.224589857	0.704893154
ENSMUSG00000025499	ENSG00000174775	Hras	5860.396232	0.088078792	0.072538427	1.214236304	0.224657501	0.704893154
ENSMUSG00000013275	ENSG00000133065	Slc41a1	4285.290523	0.098869895	0.081425977	1.214230383	0.224659761	0.704893154
ENSMUSG00000042302	ENSG00000115504	Ehbp1	1793.012776	0.080303505	0.066135839	1.214220693	0.224663461	0.704893154
ENSMUSG00000019891	ENSG00000164465	Dcbld1	564.1487721	0.106389922	0.087624813	1.214152906	0.22468934	0.704893154
ENSMUSG00000025225	ENSG00000077150	Nfkb2	152.7386255	0.184222046	0.151729826	1.21414524	0.224692267	0.704893154
ENSMUSG00000023919	ENSG00000031691	Cenpq	174.5113918	-0.171873945	0.141575302	-1.214010795	0.224743602	0.704893154
ENSMUSG00000108162	0	Gm20589	35.82062878	-0.394760407	0.325177637	-1.213983872	0.224753883	0.704893154
ENSMUSG00000112013	0	Gm47967	173.1628207	-0.205477849	0.169269697	-1.213908062	0.224782834	0.704893154
ENSMUSG00000031245	ENSG00000198157	Hmgn5	247.9933192	-0.188052983	0.154921815	-1.213857342	0.224802205	0.704893154
ENSMUSG00000034687	ENSG00000138759	Fras1	4105.788848	-0.451960742	0.372358127	-1.213779717	0.224831854	0.704893154
ENSMUSG00000040820	ENSG00000159267	Hlcs	964.5774254	0.121996183	0.100512635	1.213739774	0.224847111	0.704893154
ENSMUSG00000037259	ENSG00000089091	Dzank1	11977.78908	0.123740478	0.101980588	1.213372859	0.224987298	0.704893154
ENSMUSG00000038760	ENSG00000174417	Trhr	43.05036739	0.817066269	0.673415942	1.213315898	0.225009067	0.704893154
ENSMUSG00000107002	ENSG00000270170	0610012G03Rik	771.2996323	0.096249951	0.079330573	1.213276886	0.225023977	0.704893154
ENSMUSG00000039100	ENSG00000145495	Marchf6	9814.842838	0.101564207	0.083717751	1.213174094	0.225063267	0.704893154
ENSMUSG00000026928	ENSG00000187796	Card9	75.29898794	-0.271476772	0.223775005	-1.213168436	0.225065429	0.704893154
ENSMUSG00000036596	ENSG00000109625	Cpz	8.465541191	-0.73656097	0.607246679	-1.212951828	0.225148239	NA
ENSMUSG00000037263	ENSG00000132746	Aldh3b3	2.04684271	1.895249748	1.562593971	1.212886894	0.225173067	NA
ENSMUSG00000041658	ENSG00000083750	Rragb	1964.370403	0.12478429	0.102899234	1.212684341	0.225250529	0.704893154
ENSMUSG00000040133	ENSG00000166073	Gpr176	572.2590274	0.120904525	0.099704914	1.212623541	0.225273784	0.704893154
ENSMUSG00000035051	ENSG00000163214	Dhx57	2321.216816	0.141065268	0.11633606	1.212567005	0.22529541	0.704893154
ENSMUSG00000047242	ENSG00000187325	Taf9b	1427.494711	0.069214378	0.057083312	1.212515103	0.225315265	0.704893154
ENSMUSG00000021504	ENSG00000027847	B4galt7	545.8815641	0.107678499	0.088807587	1.212492112	0.22532406	0.704893154
ENSMUSG00000050211	ENSG00000188089	Pla2g4e	147.1972564	-0.489552727	0.403807673	-1.212341321	0.225381753	0.704893154
ENSMUSG00000063430	ENSG00000075035	Wscd2	4138.283867	0.106293306	0.087678589	1.212306299	0.225395154	0.704893154
ENSMUSG00000027673	ENSG00000136521	Ndufb5	3106.347083	0.052322192	0.043161144	1.212252206	0.225415853	0.704893154
ENSMUSG00000016534	ENSG00000005893	Lamp2	2804.509146	-0.089719372	0.074012123	-1.212225356	0.225426128	0.704893154
ENSMUSG00000080775	0	Gm6368	4.799956869	-0.98155508	0.809730132	-1.212200263	0.225435731	NA
ENSMUSG00000022064	ENSG00000083535	Pibf1	478.5234478	-0.115221124	0.095059915	-1.212089495	0.225478124	0.704893154
ENSMUSG00000044477	ENSG00000156639	Zfand3	2510.227832	0.090748473	0.074869727	1.212084996	0.225479847	0.704893154
ENSMUSG00000027509	ENSG00000101146	Rae1	1159.136664	0.100799398	0.083173999	1.211909964	0.225546848	0.70496823
ENSMUSG00000025068	ENSG00000148834	Gsto1	684.0153642	-0.101043835	0.083387388	-1.211740016	0.225611916	0.705037238
ENSMUSG00000060890	ENSG00000120500	Arr3	34.35458543	-0.512990483	0.423438099	-1.211488727	0.225708152	0.70513739
ENSMUSG00000035585	ENSG00000170892	Tsen34	1382.881831	0.153382341	0.126625339	1.211308432	0.225777218	0.70513739
ENSMUSG00000103800	ENSG00000204961	Pcdha8	43.83572137	0.57013787	0.470736311	1.211161868	0.225833374	0.70513739
ENSMUSG00000059013	ENSG00000095370	Sh2d3c	354.0061698	0.237350134	0.195991884	1.211020215	0.225887657	0.70513739
ENSMUSG00000056367	ENSG00000133627	Actr3b	3602.239755	-0.071084548	0.058699902	-1.210982389	0.225902154	0.70513739
ENSMUSG00000029648	ENSG00000102755	Flt1	3838.849781	0.140063515	0.115669985	1.210889024	0.22593794	0.70513739
ENSMUSG00000004568	ENSG00000104880	Arhgef18	2249.756018	0.108076598	0.089257684	1.210838033	0.225957486	0.70513739
ENSMUSG00000024921	ENSG00000080503	Smarca2	7917.794971	-0.065383215	0.054007506	-1.210631993	0.226036477	0.70513739
ENSMUSG00000069184	ENSG00000005801	Zfp72	236.2526154	-0.141419377	0.116837689	-1.210391763	0.226128601	0.70513739
ENSMUSG00000041886	ENSG00000183742	Macc1	91.89847907	-0.311848303	0.257655067	-1.210332506	0.226151329	0.70513739
ENSMUSG00000007570	ENSG00000112039	Fance	510.3593652	0.15138759	0.125087747	1.210251156	0.226182534	0.70513739
ENSMUSG00000028383	ENSG00000119471	Hsdl2	1192.351405	0.144150359	0.119123431	1.210092398	0.22624344	0.70513739
ENSMUSG00000034472	ENSG00000100302	Rasd2	32840.45505	-0.120214287	0.099345456	-1.210063265	0.226254618	0.70513739
ENSMUSG00000016520	ENSG00000139517	Lnx2	142.8327897	-0.269702157	0.22288486	-1.21005149	0.226259136	0.70513739
ENSMUSG00000034768	ENSG00000161664	Asb16	49.12316708	0.415046916	0.343021379	1.209973901	0.226288908	0.70513739
ENSMUSG00000075604	0	Cyp11b1	1.038670924	-2.611272858	2.158262385	-1.209895922	0.226318832	NA
ENSMUSG00000083311	0	Gm5643	0.771576615	-3.048339423	2.520502028	-1.209417564	0.226502464	NA
ENSMUSG00000038007	ENSG00000177076	Acer2	500.0469562	-0.109068066	0.090202199	-1.20915085	0.226604896	0.705857984
ENSMUSG00000062252	ENSG00000197753	Lhfpl5	82.23531226	0.383398525	0.317081721	1.20914736	0.226606237	0.705857984
ENSMUSG00000029229	ENSG00000109220	Chic2	547.4920307	-0.187279798	0.154905322	-1.208995244	0.226664673	0.705905931
ENSMUSG00000044457	0	Stk-ps2	4.082212862	-0.956542661	0.791496452	-1.208524256	0.226845671	NA
ENSMUSG00000045062	ENSG00000081818	Pcdhb7	346.7271019	0.118117803	0.097756896	1.208281033	0.226939182	0.706626652
ENSMUSG00000002804	ENSG00000183828	Nudt14	189.3068311	0.184835077	0.152998586	1.208083564	0.227015121	0.70663219
ENSMUSG00000005883	ENSG00000054796	Spo11	10.27007891	-0.800474558	0.662615798	-1.208052329	0.227027135	0.70663219
ENSMUSG00000069744	ENSG00000277791	Psmb3	1671.51815	0.062746249	0.051952255	1.207767579	0.227136675	0.706808727
ENSMUSG00000034918	ENSG00000074276	Cdhr2	6.406474735	1.363851635	1.129316294	1.207679056	0.227170737	NA
ENSMUSG00000023912	ENSG00000153291	Slc25a27	2420.566629	-0.088608507	0.073374918	-1.207613036	0.227196143	0.706808727
ENSMUSG00000079450	ENSG00000234469	Cldn34c1	249.0718118	0.271078206	0.224482609	1.20756885	0.227213147	0.706808727
ENSMUSG00000089753	ENSG00000186074	Cd300ld2	1.374116601	-3.127222163	2.58993742	-1.207450859	0.227258559	NA
ENSMUSG00000078795	ENSG00000007129	Ceacam15	2.409809643	1.461466203	1.210667666	1.20715721	0.227371606	NA
ENSMUSG00000027198	ENSG00000151348	Ext2	1437.335919	-0.087027425	0.072100364	-1.207031697	0.227419937	0.707317841
ENSMUSG00000037062	ENSG00000097033	Sh3glb1	3832.537077	0.077929727	0.064575839	1.206793888	0.22751153	0.707450765
ENSMUSG00000000983	0	Wfdc18	23.01043417	-0.423322544	0.350814026	-1.206686485	0.227552906	0.707450765
ENSMUSG00000004865	ENSG00000096063	Srpk1	4522.069896	0.204582155	0.169554727	1.206584789	0.227592088	0.707450765
ENSMUSG00000078889	0	Gm14288	1202.471553	-0.244709365	0.202831374	-1.206467029	0.227637465	0.707457726
ENSMUSG00000117411	0	Gm3744	1.607431749	-4.110218656	3.407094183	-1.206370718	0.227674581	NA
ENSMUSG00000011256	0	Adam19	1042.980421	0.113726483	0.094298385	1.206027897	0.227806734	0.707849647
